Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Bartel, Jimmy",-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,-,-,-,-,,-,-,-,2.0
"Bews, Jed",,,,,,-,,-,-,,,,,,,,-,-,-,,,-,,-,
"Blicavs, Mark",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Caddy, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,,-,-,-,
"Clark, Mitch",,,,,,,,,,,,,,,-,,,,,,,,,,
"Cockatoo, Nakia",,,-,-,-,-,-,,,,,,,,-,-,-,-,-,,,,,,
"Cowan, Josh",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Dangerfield, Patrick",3,-,3,-,2,3,3,-,-,-,-,3,3,-,1,3,1,3,1,1,2,3,-,-,35.0
"Duncan, Mitch",-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Enright, Corey",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,8.0
"Gregson, Cory",-,-,,-,-,,,-,-,-,,,-,-,,,,,,,,,,,
"Guthrie, Cameron",-,-,-,-,-,-,-,3,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,3.0
"Hawkins, Tom",-,-,-,-,-,2,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Henderson, Lachie",-,-,-,-,,-,-,-,-,-,1,-,-,-,-,-,,,-,-,-,,,-,1.0
"Horlin-Smith, George",,,,,,,,,-,,,,,,,,,,,,,,,,
"Kersten, Shane",-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,,,,
"Kolodjashnij, Jake",-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Lang, Darcy",-,-,-,-,,-,-,-,-,-,-,-,,,-,,,,,,-,,,,
"Lonergan, Tom",-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mackie, Andrew",-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"McCarthy, Lincoln",-,-,-,,-,-,-,,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Menegola, Sam",,,,,,,,,,,,,,,,,-,-,-,-,1,1,-,-,2.0
"Menzel, Daniel",,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,,-,-,,
"Motlop, Steven",-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6.0
"Murdoch, Jordan",-,-,,-,,,,,,-,-,-,-,-,-,-,,,,,,,,,
"Ruggles, Tom",,,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,,
"Selwood, Joel",2,-,2,-,3,1,-,-,-,-,2,2,1,1,-,-,2,-,-,-,-,2,-,-,18.0
"Selwood, Scott",,,,,,,,,,,,,,,,,,,-,-,-,,-,-,
"Smedts, Billie",,,,,,,,,,-,,,,,,,,,,,,,,,
"Smith, Zac",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Stanley, Rhys",-,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,2,-,-,-,-,-,-,2.0
"Taylor, Harry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2.0
"Vardy, Nathan",,,,,,-,,,,,,,,,,,,,,,,,,,
Totals,5,0,6,1,5,6,6,4,0,0,3,5,6,1,1,4,6,6,6,1,6,6,0,0,84.0
Opponent,HW,GW,BL,ES,PA,GC,WC,AD,CW,CA,GW,NM,WB,SK,SY,FR,AD,WB,ES,RI,BL,ME,HW,SY,
