Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Bartel, Jimmy",-,1,-,-,-,1,1,-,1,-,-,-,-,-,1,,-,1,-,1,,-,-,1,8.0
"Bews, Jed",,,,,,-,,-,-,,,,,,,,-,-,-,,,-,,2,2.0
"Blicavs, Mark",-,1,-,-,1,-,2,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,7.0
"Caddy, Josh",-,-,2,-,-,1,1,2,1,1,1,1,-,,,,,,1,1,,1,-,1,14.0
"Clark, Mitch",,,,,,,,,,,,,,,-,,,,,,,,,,
"Cockatoo, Nakia",,,-,2,-,-,-,,,,,,,,-,1,1,1,-,,,,,,5.0
"Cowan, Josh",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,1.0
"Dangerfield, Patrick",3,-,1,-,1,3,1,1,2,-,1,1,-,-,1,1,1,-,-,1,4,1,1,-,24.0
"Duncan, Mitch",1,-,-,-,-,-,2,-,1,-,1,2,-,-,-,1,-,-,1,2,-,-,-,2,13.0
"Enright, Corey",-,-,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,2.0
"Gregson, Cory",1,1,,1,-,,,-,-,2,,,1,1,,,,,,,,,,,7.0
"Guthrie, Cameron",-,1,-,-,-,-,-,2,-,1,-,-,,-,-,1,1,-,1,-,-,-,-,-,7.0
"Hawkins, Tom",-,1,4,-,2,2,2,3,1,2,3,,-,-,-,-,1,-,4,2,2,1,-,1,31.0
"Henderson, Lachie",-,-,-,-,,-,-,-,-,-,1,-,-,-,-,-,,,-,-,1,,,-,2.0
"Horlin-Smith, George",,,,,,,,,-,,,,,,,,,,,,,,,,
"Kersten, Shane",-,1,1,,-,2,1,2,1,1,2,1,-,1,,2,-,,,-,-,,,,15.0
"Kolodjashnij, Jake",-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Lang, Darcy",-,-,1,1,,-,-,1,-,1,1,-,,,-,,,,,,1,,,,6.0
"Lonergan, Tom",-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mackie, Andrew",1,-,-,-,-,,-,-,-,2,-,-,-,1,-,1,-,-,-,,-,-,-,-,5.0
"McCarthy, Lincoln",-,1,-,,-,1,1,,,,1,1,-,1,-,-,-,-,,-,-,-,-,1,7.0
"Menegola, Sam",,,,,,,,,,,,,,,,,-,1,-,1,-,-,-,-,2.0
"Menzel, Daniel",,,2,5,1,2,2,2,1,,1,1,-,2,-,1,1,3,-,,,-,-,,24.0
"Motlop, Steven",-,-,1,1,-,1,-,-,2,-,-,1,1,1,-,1,2,-,-,4,-,-,3,1,19.0
"Murdoch, Jordan",-,-,,-,,,,,,-,1,1,-,1,-,-,,,,,,,,,3.0
"Ruggles, Tom",,,-,-,-,,-,-,1,,-,-,-,1,-,-,-,-,,-,-,-,-,,2.0
"Selwood, Joel",1,-,-,-,1,2,-,2,-,-,-,1,-,-,1,-,-,-,-,-,1,2,-,1,12.0
"Selwood, Scott",,,,,,,,,,,,,,,,,,,-,1,-,,-,-,1.0
"Smedts, Billie",,,,,,,,,,-,,,,,,,,,,,,,,,
"Smith, Zac",-,-,1,2,1,1,1,1,-,1,-,1,-,1,-,-,,1,-,-,2,1,-,-,14.0
"Stanley, Rhys",-,-,-,2,1,,1,1,-,-,,-,1,-,,-,2,-,1,-,1,2,1,-,13.0
"Taylor, Harry",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Vardy, Nathan",,,,,,-,,,,,,,,,,,,,,,,,,,
Totals,7,7,14,14,8,16,15,17,11,11,13,12,4,10,4,9,9,7,9,13,12,8,7,10,247.0
Opponent,HW,GW,BL,ES,PA,GC,WC,AD,CW,CA,GW,NM,WB,SK,SY,FR,AD,WB,ES,RI,BL,ME,HW,SY,
