Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Akermanis, Jason",1,1,1,2,-,,2,1,1,-,2,2,1,1,1,,,2,1,3,1,1,-,2,1,27.0
"Ashcroft, Marcus",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Black, Simon",-,1,-,-,-,1,-,-,-,1,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,7.0
"Bolton, Craig",,,,,-,,-,-,,,-,-,,,,-,,,,,,,,,,
"Bradshaw, Daniel",-,5,6,2,5,4,3,1,3,-,4,3,3,3,,,1,1,-,2,2,-,,,,48.0
"Bradshaw, Darren",,,,,,,,,,,,,,,1,,,,,,,,,,,1.0
"Brown, Jonathan",1,1,1,,-,,-,2,1,-,3,1,1,,,,2,2,,1,2,2,1,3,1,25.0
"Charman, Jamie",,-,-,-,-,,-,-,1,-,-,-,-,-,,1,-,-,1,-,1,-,-,,,4.0
"Copeland, Robert",-,1,-,1,-,-,-,,-,-,,-,-,-,-,-,-,,,,-,,,-,,2.0
"Hart, Shaun",-,-,-,-,-,-,,-,-,-,-,-,-,-,,1,-,1,-,-,1,-,-,-,-,3.0
"Headland, Des",,,,,,2,1,1,-,-,-,-,3,3,2,1,4,-,-,1,2,2,2,2,1,27.0
"Johnson, Chris",,1,-,-,-,-,1,,,-,2,3,1,-,-,-,-,-,-,2,-,-,1,-,-,11.0
"Keating, Clark",,,,,-,-,1,1,1,1,-,-,,,-,,,,,,,,-,-,-,4.0
"Lappin, Nigel",-,1,-,-,-,2,-,2,-,-,-,,,,,,,,-,-,-,-,1,1,-,7.0
"Leppitsch, Justin",5,-,-,1,-,-,-,-,,,-,-,1,-,-,-,-,-,3,-,-,1,-,-,-,11.0
"Lynch, Alastair",-,4,2,2,,5,4,3,4,4,3,4,-,2,6,7,5,-,,,3,1,11,4,4,78.0
"McDonald, Beau",1,-,,,,-,,,,,,,3,-,-,-,-,-,-,-,-,-,,-,-,4.0
"McGrath, Ashley",-,-,-,-,-,,,,,,,,,-,-,-,-,,,,,,,,,
"McLaren, Dylan",-,,-,-,,,,,,,,,,,,,,,,,,,,,,
"McRae, Craig",1,-,-,-,1,2,1,2,-,-,2,-,-,-,1,1,1,-,-,-,,-,-,-,-,12.0
"Michael, Mal",-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3.0
"Morrison, Shane",,,,,,-,,,-,,,,,,,,,,-,,,,,,,
"Notting, Tim",1,1,-,-,-,4,-,-,-,-,,,1,2,-,1,,1,1,-,-,-,1,-,-,13.0
"Pike, Martin",-,-,-,-,-,1,1,-,1,1,-,-,-,1,2,1,-,-,2,-,-,-,-,-,-,10.0
"Power, Luke",-,,,,2,-,-,-,1,-,-,1,-,-,3,-,-,1,-,-,-,-,-,2,-,10.0
"Scott, Brad",-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,1,-,1,-,1,-,-,-,-,7.0
"Scott, Chris",1,1,-,-,1,-,-,-,,,-,1,-,-,-,-,-,-,-,-,-,-,-,,-,4.0
"Shattock, Aaron",,,,-,,,,,-,1,1,1,-,-,-,1,-,-,-,-,,-,-,-,-,4.0
"Voss, Michael",2,2,1,1,-,-,1,1,5,-,1,,,,3,2,3,2,2,2,-,2,1,2,1,34.0
"White, Darryl",1,-,-,2,,-,,-,-,-,,-,-,-,-,1,-,-,-,-,-,,1,-,-,5.0
Totals,14,19,11,11,11,21,15,14,20,8,20,17,15,13,20,17,17,11,12,11,13,9,19,16,8,362.0
Opponent,SY,HW,ES,WB,WC,GE,PA,CW,FR,AD,SK,KA,CA,ME,RI,SY,HW,ES,WB,WC,GE,PA,AD,PA,CW,
