Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Ablett, Gary",-,-,1,-,2,2,4,4,2,4,2,1,,,,2,6,-,-,-,2,6,3,7,5,1,54.0
"Bairstow, Mark",1,2,-,1,-,3,-,,1,1,1,1,-,2,3,-,1,1,4,1,1,2,1,1,4,1,33.0
"Bews, Andrew",-,-,1,-,-,-,3,2,-,-,-,-,2,-,2,-,1,3,2,1,1,-,1,1,-,1,21.0
"Bos, Mark",-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Bourke, Damian",,1,-,,-,-,-,-,-,-,-,-,-,-,1,-,,,,,-,1,-,-,-,-,3.0
"Bourke, Tim",1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Brownless, Bill",2,4,2,1,-,2,1,1,2,2,-,-,-,1,4,-,2,2,-,-,-,1,-,3,2,2,34.0
"Bruns, Neville",,,,,,,-,-,-,-,-,-,2,-,,-,1,-,-,-,-,-,1,-,-,-,4.0
"Cameron, David",1,-,-,-,-,,,,,,,,,,,,,,,,,,,1,1,1,4.0
"Cameron, Gary",,,,,,,,,,,,,,,,,,1,1,1,-,-,,,,,3.0
"Couch, Paul",2,3,-,-,-,1,2,3,-,1,1,1,-,1,-,-,-,-,1,-,2,-,-,-,1,-,19.0
"Darcy, Tim",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,1,1,-,6.0
"Denham, Sean",1,1,-,-,3,1,,,,,,,,,,,,,,,,,,,,,6.0
"Drum, Damian",,,,,,,,,,,,,,,,,,,,,,,1,-,-,,1.0
"Exell, Gavin",,,,2,2,2,3,4,3,1,1,-,2,-,2,,,1,1,,2,4,1,,,,31.0
"Flanigan, Darren",,,-,-,-,,,,,,,-,,,,,-,-,-,-,1,2,-,-,1,1,5.0
"Fletcher, Adrian",,,,,,,,-,,,,,,-,-,-,-,1,-,-,,,,,,,1.0
"Hamilton, Shane",,,,,,,,,,,,,,,-,,,,,,,-,2,2,1,1,6.0
"Hinkley, Ken",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hocking, Garry",1,1,2,1,-,-,-,-,1,-,-,-,1,1,1,-,-,-,-,-,1,2,-,-,-,-,12.0
"Hocking, Steve",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Kol, Michael",,,,,,-,,,,,,,,,,,,,-,1,,,,,,,1.0
"Lindner, Bruce",,,,,,,-,2,3,1,6,2,1,-,-,-,2,,,2,3,2,2,1,1,-,28.0
"Malakellis, Spiro",,,,,,,-,-,-,-,1,1,1,1,1,-,1,,,,,,,-,-,1,7.0
"McCrabb, Austin",-,-,-,-,,,,,,,,,,,,,-,-,-,1,,,,,,,1.0
"Morgan, Darren",1,1,4,4,-,-,-,-,1,-,-,-,2,1,-,-,-,-,,,-,-,-,,,,14.0
"Rogers, Andrew",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
"Russell, Dwayne",1,2,2,1,2,,,1,,,,,-,,,,,,,,,,,,,,9.0
"Schulze, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Scott, Robert",2,1,-,1,3,-,1,2,1,2,2,-,1,1,-,-,-,-,4,-,-,,,,1,2,24.0
"Sterrett, Ray",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoneham, Barry",2,1,1,-,1,-,-,1,-,-,-,1,-,1,-,1,-,-,-,-,2,4,-,2,1,1,19.0
"Troy, Darren",1,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,2.0
"Yeates, Mark",-,-,3,-,-,1,-,,-,-,-,,1,-,1,1,,,,,,-,-,1,,-,8.0
Totals,16,17,17,11,13,12,14,20,14,12,14,7,14,12,15,4,15,9,16,8,15,24,12,20,19,12,362.0
Opponent,NM,WC,CA,FO,FI,HW,SK,BB,RI,CW,ES,ME,SY,FI,BB,ME,CW,SK,FO,WC,NM,RI,ES,ME,ES,HW,
