Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Akermanis, Jason",,,1,-,-,,,1,-,,,1,2,2,-,3,1,1,-,1,2,1,-,16.0
"Ashcroft, Marcus",-,2,-,1,1,-,-,1,-,-,-,-,2,3,-,-,1,-,1,2,-,1,1,16.0
"Bamford, Scott",,-,-,-,1,,-,,,,,,,,,,,1,-,1,-,-,1,4.0
"Barker, John",,,,,,2,2,-,,,,,,,,,2,-,1,1,1,,,9.0
"Bews, Andrew",,1,-,,,2,-,3,-,1,,-,-,1,-,-,1,,,,,,,9.0
"Boyd, Brad",,,,,,,,,-,,,,,,,,,,,,,,,
"Bradshaw, Daniel",,,,,,,,-,1,1,-,-,1,-,-,-,2,-,-,-,-,-,1,6.0
"Carter, Nick",,,,,,,1,,,,-,,,,,,,,,,,,,1.0
"Champion, Richard",3,1,-,-,1,1,-,-,-,1,,1,-,2,-,-,2,1,1,4,2,1,,21.0
"Chapman, Nathan",,,,1,-,2,,,,-,-,,,,,,,-,-,2,-,2,-,7.0
"Clarke, Matthew",2,1,2,-,2,1,3,4,,-,2,2,3,1,1,1,4,2,3,,2,3,1,40.0
"Clayton, Shane",,,,,,,-,-,-,,,,,,,,,,,,,,,
"Dickfos, Danny",-,1,-,-,-,-,-,,1,-,1,1,-,-,-,1,1,1,1,-,-,2,1,11.0
"Fletcher, Adrian",-,1,1,3,-,1,1,-,,,1,-,1,1,3,-,-,2,-,3,1,-,-,19.0
"Gowers, Andrew",2,-,1,,,,,,,,,,,,,,,,-,-,-,1,1,5.0
"Green, Brent",,,,,,,1,,,,,,,,,,,,,-,,,,1.0
"Hart, Shaun",2,3,-,2,1,1,3,-,-,-,2,-,-,-,1,-,1,,,,,1,-,17.0
"Johnson, Chris",-,2,2,2,1,1,-,-,-,,-,1,-,1,,,,2,3,1,1,2,1,20.0
"Keating, Clark",-,-,-,3,-,-,1,-,-,-,1,1,-,2,2,2,-,1,1,1,,,,15.0
"Kennedy, Matthew",2,1,2,-,1,-,-,2,,-,1,,,,-,-,,,,,,,,9.0
"Lambert, Craig",,-,-,-,1,-,1,-,-,-,-,2,-,2,,2,-,,,,,,-,8.0
"Lappin, Nigel",3,-,,-,2,1,2,-,-,1,-,-,-,1,2,1,1,1,,1,-,-,-,16.0
"Lawrence, Steven",,,,,,,,,,,,,,,-,1,1,2,2,2,-,1,1,10.0
"Leppitsch, Justin",3,-,,-,-,1,1,-,1,-,-,1,2,3,1,-,5,4,2,-,3,-,2,29.0
"Lynch, Alastair",-,,-,-,-,-,,,1,-,3,2,2,-,-,2,3,-,-,4,-,1,2,20.0
"Lynch, Tristan",-,,,-,-,-,1,-,-,2,-,-,1,-,1,-,1,-,1,1,1,1,-,10.0
"McIvor, Scott",-,-,1,2,3,,,-,,,,,,,,,,,-,,,,,6.0
"McLean, Michael",-,,,,,,,,,,,,,,,,,,,,,,,
"McRae, Craig",,,1,1,,-,,-,2,2,1,-,1,1,-,1,1,-,2,-,-,1,,14.0
"Molloy, Jarrod",2,2,-,,,,,,,,,-,2,2,2,1,1,1,,,,,,13.0
"Robbins, Ben",2,-,-,-,1,1,,,,,,,,,,,,-,-,-,-,-,-,4.0
"Scott, Chris",,,,,,-,,,1,1,,,,1,-,,,,,,,,,3.0
"Scott, Dion",-,-,,,,,,,-,1,,,,,,,,,,,1,-,-,2.0
"Trask, Nick",,,,,,,,,,1,-,1,-,,,,,,,,,,-,2.0
"Voss, Brett",,,,,-,,-,,,,-,,,,,,,,,,,,,
"Voss, Michael",-,-,-,2,-,5,-,1,-,1,1,-,2,-,1,-,-,,,,,,,13.0
"White, Darryl",1,1,-,,,,,2,-,-,1,-,1,-,1,1,1,2,1,1,2,1,1,17.0
Totals,22,16,11,17,15,19,17,14,7,12,14,13,20,23,15,16,29,21,19,25,16,19,13,393.0
Opponent,AD,SK,HW,NM,PA,ES,WC,FR,GE,SY,CA,ME,CW,RI,WB,AD,SK,HW,NM,PA,ES,WC,SK,
