Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Akermanis, Jason",,,2,2,1,,,-,1,,,-,1,1,-,1,1,1,-,3,-,1,2,17.0
"Ashcroft, Marcus",2,-,-,-,-,1,1,-,-,-,-,1,2,2,3,-,1,-,-,1,1,-,-,15.0
"Bamford, Scott",,-,-,-,1,,-,,,,,,,,,,,-,-,-,-,1,2,4.0
"Barker, John",,,,,,-,-,-,,,,,,,,,-,1,1,1,-,,,3.0
"Bews, Andrew",,-,-,,,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,
"Boyd, Brad",,,,,,,,,-,,,,,,,,,,,,,,,
"Bradshaw, Daniel",,,,,,,,1,1,3,1,-,2,-,-,-,1,1,-,-,1,-,2,13.0
"Carter, Nick",,,,,,,1,,,,-,,,,,,,,,,,,,1.0
"Champion, Richard",-,1,-,-,2,-,-,-,-,-,,2,2,-,-,-,-,-,-,1,1,1,,10.0
"Chapman, Nathan",,,,-,-,-,,,,-,-,,,,,,,-,-,-,-,-,-,
"Clarke, Matthew",-,-,-,1,-,1,-,-,,-,-,-,-,1,-,1,-,-,-,,-,-,-,4.0
"Clayton, Shane",,,,,,,-,-,-,,,,,,,,,,,,,,,
"Dickfos, Danny",-,-,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Fletcher, Adrian",-,1,-,-,-,-,-,-,,,-,2,-,-,-,3,1,-,-,2,-,1,-,10.0
"Gowers, Andrew",-,-,-,,,,,,,,,,,,,,,,-,-,-,-,-,
"Green, Brent",,,,,,,-,,,,,,,,,,,,,-,,,,
"Hart, Shaun",-,1,1,3,1,-,-,-,1,1,2,-,-,2,-,1,2,,,,,-,-,15.0
"Johnson, Chris",1,-,1,2,1,1,-,-,-,,2,-,-,-,,,,-,-,-,2,2,-,12.0
"Keating, Clark",-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,2,1,-,,,,6.0
"Kennedy, Matthew",-,1,-,-,-,-,-,-,,-,-,,,,-,-,,,,,,,,1.0
"Lambert, Craig",,-,-,-,2,1,-,-,-,1,-,-,2,1,,-,-,,,,,,-,7.0
"Lappin, Nigel",1,-,,-,1,-,-,-,4,-,-,-,1,-,1,1,1,-,,2,-,-,2,14.0
"Lawrence, Steven",,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,1,2.0
"Leppitsch, Justin",1,3,,2,1,1,4,1,-,1,-,1,3,3,1,3,-,4,3,2,-,3,1,38.0
"Lynch, Alastair",1,,2,-,-,3,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,7.0
"Lynch, Tristan",-,,,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,1,-,-,5.0
"McIvor, Scott",2,2,-,1,-,,,-,,,,,,,,,,,-,,,,,5.0
"McLean, Michael",-,,,,,,,,,,,,,,,,,,,,,,,
"McRae, Craig",,,-,1,,1,,-,1,1,-,-,1,4,-,-,-,3,-,-,2,2,,16.0
"Molloy, Jarrod",-,1,1,,,,,,,,,1,4,4,2,1,4,-,,,,,,18.0
"Robbins, Ben",-,-,-,1,-,1,,,,,,,,,,,,-,-,-,-,-,-,2.0
"Scott, Chris",,,,,,-,,,-,1,,,,-,-,,,,,,,,,1.0
"Scott, Dion",1,-,,,,,,,-,1,,,,,,,,,,,-,-,-,2.0
"Trask, Nick",,,,,,,,,,-,-,-,-,,,,,,,,,,-,
"Voss, Brett",,,,,-,,-,,,,-,,,,,,,,,,,,,
"Voss, Michael",1,3,-,-,-,1,1,-,-,1,-,-,-,4,-,1,-,,,,,,,12.0
"White, Darryl",1,1,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,5.0
Totals,11,14,7,16,10,11,9,2,9,11,6,7,18,22,8,12,12,12,5,13,10,11,10,246.0
Opponent,AD,SK,HW,NM,PA,ES,WC,FR,GE,SY,CA,ME,CW,RI,WB,AD,SK,HW,NM,PA,ES,WC,SK,
