Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Armstrong, Steven",,,,,,,,,,,,,1,,,,-,-,-,-,,-,-,-,-,-,1.0
"Banfield, Drew",,,,,,,,,-,-,-,-,1,,-,1,-,,,-,-,1,-,,1,-,4.0
"Braun, Michael",-,-,-,-,-,-,-,-,-,1,1,-,,-,-,-,1,-,2,-,-,-,-,-,2,-,7.0
"Butler, Sam",,,,,,,,,,,,,1,-,1,-,6,1,-,1,2,3,1,-,1,-,17.0
"Chick, Daniel",-,,3,1,-,-,-,-,1,-,-,1,-,-,,-,4,-,-,,-,2,-,-,-,-,12.0
"Cousins, Ben",1,2,-,,,,1,2,6,1,1,1,1,-,-,,-,3,1,2,1,6,1,1,2,2,35.0
"Cox, Dean",2,1,1,4,-,1,1,-,-,4,-,-,1,,,,,,-,4,-,4,1,-,5,-,29.0
"Embley, Andrew",3,6,-,-,3,1,2,3,1,-,2,2,1,-,-,3,,1,-,2,-,,,4,2,6,42.0
"Fletcher, Chad",-,2,5,-,-,2,-,3,2,-,5,1,4,-,-,,,2,3,3,1,5,-,1,-,3,42.0
"Gardiner, Michael",,,,,,,,,,,,,-,-,-,,,,,,,,,,,,
"Glass, Darren",-,1,-,2,-,1,-,-,-,-,1,-,-,-,,1,3,-,-,-,1,-,-,-,-,-,10.0
"Graham, Jaymie",-,-,-,2,-,-,3,3,5,-,2,-,-,-,-,-,2,-,1,2,-,-,-,,-,,20.0
"Hansen, Ashley",-,,,,,,-,-,-,-,-,,,-,-,,-,1,-,,,,,-,-,-,1.0
"Hunter, Adam",-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,-,-,-,-,2,-,4.0
"Hurn, Shannon",,,,,1,-,,-,,,,-,,,-,-,,,,,,,,,,,1.0
"Jones, Brett",,-,,-,-,-,,,,,,,,,1,-,-,-,,-,-,-,-,-,1,1,3.0
"Jones, Rowan",-,1,1,-,-,-,1,,,1,5,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,9.0
"Judd, Chris",7,4,-,9,-,5,8,3,1,,,,2,2,-,1,-,1,2,4,-,2,3,1,3,4,62.0
"Kerr, Daniel",-,5,7,4,,-,7,2,8,4,-,-,1,1,,2,2,8,4,-,,,,1,7,16,79.0
"LeCras, Mark",,,,,,,,,,,,,,-,-,,,,,,,-,-,,,,
"Lynch, Quinten",-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"McDougall, Andrew",,,,,,,,,,,,,,,,-,,,,,,,,,,,
"Morton, Mitch",,,,,,,,,,,,,,,,,-,,,,,,,,,,
"Nicoski, Mark",3,-,2,3,,,4,2,2,6,3,2,1,-,,,,,,,,,,,,,28.0
"Priddis, Matt",,,,,,,,,,1,,-,,,,,,,,,,,,,,,1.0
"Rosa, Matt",,2,-,2,1,3,4,1,-,1,6,,1,,,2,,,,,,1,3,-,,,27.0
"Sampi, Ashley",-,-,-,-,-,-,-,,,,,,,,,,-,1,-,-,1,,,,,,2.0
"Seaby, Mark",-,-,-,-,-,-,-,-,-,,1,1,,-,-,-,-,-,2,-,-,2,,-,-,-,6.0
"Selwood, Adam",-,3,-,-,-,-,1,-,3,-,3,2,-,3,-,1,-,-,3,-,1,1,-,1,1,2,25.0
"Staker, Brent",-,-,-,2,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,1,-,1,-,,,,8.0
"Stenglein, Tyson",3,2,3,-,1,3,-,2,1,-,-,-,-,-,-,-,-,-,3,-,-,2,-,-,-,-,20.0
"Waters, Beau",1,-,-,-,-,,,-,-,1,-,-,,1,-,-,1,3,-,2,2,-,-,-,2,-,13.0
"Wirrpanda, David",1,2,-,-,-,1,2,-,-,-,4,1,1,-,2,-,1,1,2,3,-,,-,-,,-,21.0
"Wooden, Josh",,,,,-,1,,,,,,,,,,,,,,,,,,,,,1.0
Totals,21,31,26,29,6,20,34,21,31,20,36,11,17,7,4,11,20,22,23,24,9,30,9,9,29,34,534.0
Opponent,SK,AD,RI,KA,BL,FR,CW,ES,ME,GE,CA,PA,WB,HW,SY,CW,AD,SK,KA,BL,FR,RI,SY,WB,AD,SY,
