Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Armstrong, Steven",,,,,,,,,,,,,-,,,,1,-,1,-,,2,-,1,-,-,5.0
"Banfield, Drew",,,,,,,,,-,-,-,-,-,,-,-,-,,,-,-,-,-,,-,-,
"Braun, Michael",1,1,1,2,1,-,1,1,1,2,-,-,,-,-,-,2,-,-,1,-,1,-,1,1,-,17.0
"Butler, Sam",,,,,,,,,,,,,-,1,-,1,2,-,1,2,1,-,-,1,-,-,9.0
"Chick, Daniel",-,,-,-,1,-,1,-,-,-,3,-,-,-,,-,-,-,-,,-,1,1,-,-,2,9.0
"Cousins, Ben",-,-,2,,,,-,-,-,-,-,-,-,1,-,,1,3,-,4,-,-,-,-,-,-,11.0
"Cox, Dean",-,-,-,-,-,-,1,-,-,-,1,1,-,,,,,,1,-,-,1,1,-,-,-,6.0
"Embley, Andrew",1,-,-,1,-,-,1,2,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,1,-,6.0
"Fletcher, Chad",-,-,1,-,-,1,2,1,1,-,-,-,-,-,-,,,-,-,2,-,1,-,-,2,1,12.0
"Gardiner, Michael",,,,,,,,,,,,,-,-,-,,,,,,,,,,,,
"Glass, Darren",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Graham, Jaymie",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,-,,2.0
"Hansen, Ashley",-,,,,,,1,1,1,-,-,,,1,-,,-,1,-,,,,,-,-,-,5.0
"Hunter, Adam",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,-,-,-,-,-,1,2.0
"Hurn, Shannon",,,,,-,-,,-,,,,-,,,-,-,,,,,,,,,,,
"Jones, Brett",,-,,-,-,-,,,,,,,,,1,-,-,-,,-,1,-,-,-,-,-,2.0
"Jones, Rowan",-,-,-,1,-,-,-,,,1,1,1,-,,1,1,3,1,1,-,1,1,-,-,-,-,13.0
"Judd, Chris",1,-,1,1,-,-,-,-,1,,,,-,-,1,-,1,-,2,-,-,1,1,1,-,-,11.0
"Kerr, Daniel",1,1,1,-,,-,1,2,-,-,-,-,-,1,,1,2,-,-,-,,,,2,-,1,13.0
"LeCras, Mark",,,,,,,,,,,,,,-,-,,,,,,,1,-,,,,1.0
"Lynch, Quinten",-,-,3,-,-,-,1,-,-,1,1,-,1,1,-,-,1,1,-,-,1,1,-,-,-,-,12.0
"McDougall, Andrew",,,,,,,,,,,,,,,,-,,,,,,,,,,,
"Morton, Mitch",,,,,,,,,,,,,,,,,-,,,,,,,,,,
"Nicoski, Mark",-,-,-,-,,,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Priddis, Matt",,,,,,,,,,-,,-,,,,,,,,,,,,,,,
"Rosa, Matt",,-,2,-,-,-,-,-,-,-,-,,-,,,-,,,,,,2,-,-,,,4.0
"Sampi, Ashley",1,1,-,-,1,-,-,,,,,,,,,,1,1,-,1,-,,,,,,6.0
"Seaby, Mark",-,-,-,-,-,-,-,1,1,,-,-,,1,-,-,2,1,1,-,-,2,,1,-,-,10.0
"Selwood, Adam",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,3.0
"Staker, Brent",-,1,1,2,-,1,-,1,1,2,-,1,1,1,-,1,-,1,-,1,-,2,2,,,,19.0
"Stenglein, Tyson",1,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,2,-,8.0
"Waters, Beau",-,-,-,-,1,,,-,1,-,-,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,3.0
"Wirrpanda, David",1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,,-,-,,-,4.0
"Wooden, Josh",,,,,1,3,,,,,,,,,,,,,,,,,,,,,4.0
Totals,8,4,12,7,8,5,10,9,7,6,8,3,2,7,4,5,17,10,8,12,4,16,5,8,7,5,197.0
Opponent,SK,AD,RI,KA,BL,FR,CW,ES,ME,GE,CA,PA,WB,HW,SY,CW,AD,SK,KA,BL,FR,RI,SY,WB,AD,SY,
