Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Armstrong, Steven",,,,,,,,,,,,,2,,,,-,-,-,1,,2,3,1,-,-,9.0
"Banfield, Drew",,,,,,,,,1,-,-,-,-,,-,1,1,,,-,1,2,-,,1,-,7.0
"Braun, Michael",-,1,-,1,2,-,2,-,1,1,1,1,,1,1,-,5,1,1,-,-,1,1,-,2,-,23.0
"Butler, Sam",,,,,,,,,,,,,3,5,4,2,2,1,-,4,4,1,3,5,2,1,37.0
"Chick, Daniel",-,,2,2,-,-,1,1,1,1,1,1,2,1,,-,-,2,4,,1,-,1,-,-,1,22.0
"Cousins, Ben",4,2,3,,,,8,7,2,5,6,5,2,1,2,,7,3,5,4,3,8,3,3,6,3,92.0
"Cox, Dean",6,3,2,-,2,3,2,2,3,5,6,1,-,,,,,,2,7,-,2,2,3,1,7,59.0
"Embley, Andrew",1,-,2,-,1,-,-,-,2,1,1,-,1,-,1,1,,-,-,-,1,,,-,-,1,13.0
"Fletcher, Chad",5,1,5,4,1,2,2,2,3,3,8,-,1,3,1,,,2,1,4,2,1,2,5,-,7,65.0
"Gardiner, Michael",,,,,,,,,,,,,2,1,1,,,,,,,,,,,,4.0
"Glass, Darren",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,-,-,-,1,-,-,2.0
"Graham, Jaymie",1,-,-,1,-,-,-,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,,-,,7.0
"Hansen, Ashley",-,,,,,,1,-,-,-,-,,,1,-,,-,-,-,,,,,-,-,-,2.0
"Hunter, Adam",-,2,1,-,-,1,-,-,-,-,-,1,1,-,-,-,,,,,-,-,1,-,-,-,7.0
"Hurn, Shannon",,,,,-,-,,-,,,,1,,,4,-,,,,,,,,,,,5.0
"Jones, Brett",,-,,-,-,1,,,,,,,,,-,-,-,-,,2,1,-,4,-,1,1,10.0
"Jones, Rowan",1,3,3,1,2,3,-,,,1,2,-,-,,2,4,2,2,2,2,-,1,1,1,-,1,34.0
"Judd, Chris",5,6,2,6,10,12,6,7,6,,,,6,10,6,-,8,4,5,1,4,5,11,7,7,8,142.0
"Kerr, Daniel",3,8,4,1,,2,5,5,6,5,7,1,2,4,,12,10,5,5,-,,,,6,3,6,100.0
"LeCras, Mark",,,,,,,,,,,,,,-,-,,,,,,,-,-,,,,
"Lynch, Quinten",-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,2,1,1,1,1,1,-,-,-,13.0
"McDougall, Andrew",,,,,,,,,,,,,,,,-,,,,,,,,,,,
"Morton, Mitch",,,,,,,,,,,,,,,,,1,,,,,,,,,,1.0
"Nicoski, Mark",2,-,2,1,,,-,-,2,-,-,2,-,-,,,,,,,,,,,,,9.0
"Priddis, Matt",,,,,,,,,,3,,1,,,,,,,,,,,,,,,4.0
"Rosa, Matt",,1,1,1,3,2,-,2,3,2,-,,1,,,-,,,,,,1,-,1,,,18.0
"Sampi, Ashley",-,-,-,-,1,1,-,,,,,,,,,,1,1,-,2,-,,,,,,6.0
"Seaby, Mark",-,-,3,1,1,2,3,-,2,,1,1,,1,6,5,3,3,1,-,2,2,,2,-,-,39.0
"Selwood, Adam",3,-,1,2,1,3,1,2,1,-,1,1,3,-,4,-,-,2,1,1,1,-,3,-,1,1,33.0
"Staker, Brent",-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,,,,5.0
"Stenglein, Tyson",-,-,-,2,6,3,6,5,4,1,2,1,1,3,1,3,3,4,4,1,5,3,3,2,2,1,66.0
"Waters, Beau",3,2,-,-,-,,,-,1,1,-,1,,-,-,-,1,3,1,1,1,-,-,1,2,-,18.0
"Wirrpanda, David",-,1,1,-,-,-,-,-,-,2,1,-,-,-,2,-,2,1,-,-,-,,-,-,,-,10.0
"Wooden, Josh",,,,,3,1,,,,,,,,,,,,,,,,,,,,,4.0
Totals,34,30,32,24,35,37,37,34,39,32,39,18,29,31,35,31,47,36,33,31,27,30,41,38,28,38,866.0
Opponent,SK,AD,RI,KA,BL,FR,CW,ES,ME,GE,CA,PA,WB,HW,SY,CW,AD,SK,KA,BL,FR,RI,SY,WB,AD,SY,
