Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Adkins, Damien",1,-,1,-,-,-,-,,,,,,,-,-,-,1,2,-,1,-,1,-,7.0
"Banfield, Drew",-,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Beeck, Zach",,,,,,,,,,,,,,,,,-,,,,,,,
"Braun, Michael",1,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,1,-,-,2,-,-,-,9.0
"Butler, Sam",,,,,,,,,,-,-,-,-,-,-,-,-,-,,,-,2,-,2.0
"Carroll, Trent",-,-,-,-,-,,,,,,-,-,-,,,,,,,,,,,
"Chambers, Callum",,,,-,,-,1,1,-,3,-,1,1,,,,,,,,,,,7.0
"Chick, Daniel",-,-,-,-,,,,,-,-,2,-,-,-,,-,-,-,-,-,-,-,-,2.0
"Cousins, Ben",2,-,-,-,-,-,-,-,1,1,-,-,-,1,-,,,,,,,1,1,7.0
"Cox, Dean",1,1,-,-,-,1,-,2,2,-,1,-,-,-,1,-,1,-,-,-,-,-,-,10.0
"Embley, Andrew",-,2,-,1,-,-,-,-,-,3,1,3,,,,,,,-,1,1,-,-,12.0
"Fletcher, Chad",-,1,1,-,1,2,,-,-,-,1,-,-,-,2,-,1,1,2,-,-,-,1,13.0
"Gardiner, Michael",2,-,-,,,,,,,,,,,,,,,,,,,,,2.0
"Gaspar, Travis",,,,,,-,1,1,-,1,,,,,,,,,,,,,,3.0
"Glass, Darren",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Green, Kasey",-,-,-,,1,-,-,,,,,,,,,,,,,,,,,1.0
"Hansen, Ashley",,,,,,,,,,,-,1,1,1,1,1,,,,,,,,5.0
"Humm, Jeremy",-,-,,,,,-,-,-,,,,,,,,,,,,,,,
"Hunter, Adam",,,1,-,-,-,-,1,,,,,,-,1,-,1,-,-,1,1,-,1,7.0
"Jakovich, Glen",-,1,3,,,1,-,2,,,,,,,,,,,,,,,,7.0
"Jones, Brett",,,,,,,-,-,-,-,1,-,-,-,,,,,,,,,,1.0
"Jones, Rowan",-,-,-,-,-,1,,,,,,-,-,-,-,-,1,-,1,1,,-,,4.0
"Judd, Chris",-,1,-,-,2,-,1,-,1,1,-,-,-,2,-,-,3,1,-,1,-,1,1,15.0
"Kerr, Daniel",,1,-,-,-,-,1,-,-,-,-,1,-,-,1,1,1,-,1,-,1,,-,8.0
"Lynch, Quinten",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2.0
"Matera, Phillip",2,2,-,4,-,1,-,1,1,2,-,4,3,-,1,2,3,2,5,4,3,2,-,42.0
"McDougall, Andrew",-,-,-,2,-,,2,1,-,1,2,2,-,2,1,1,,4,1,2,1,5,2,29.0
"Morrison, Chad",1,-,-,-,-,-,,,1,,,,1,-,-,-,-,1,1,-,1,-,1,7.0
"Nicoski, Mark",,,,,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,1.0
"Sampi, Ashley",-,2,1,-,2,-,-,-,-,1,-,,1,-,1,2,2,1,1,-,-,-,1,15.0
"Seaby, Mark",,,,-,-,-,,,,1,-,-,-,1,1,-,1,3,-,-,-,1,-,8.0
"Selwood, Adam",,,,,,,-,1,-,,,,,,,,,,,,,,,1.0
"Staker, Brent",-,1,,-,-,,1,2,-,1,-,-,,,,,2,1,-,2,-,1,-,11.0
"Waters, Beau",,,-,-,-,,,,,-,,,,,,-,1,-,-,2,-,,,3.0
"Wirrpanda, David",-,-,-,-,-,-,-,-,1,-,-,-,2,,-,-,-,-,-,-,-,-,-,3.0
"Wooden, Josh",,,,,,,,,,,,,,,-,-,1,-,2,1,-,1,-,5.0
Totals,10,13,7,7,6,6,7,14,8,16,8,13,9,7,10,7,20,16,14,19,8,16,8,249.0
Opponent,WB,PA,ES,BL,CA,FR,ME,SY,SK,RI,CW,AD,KA,GE,HW,ES,PA,WB,BL,CA,FR,ME,SY,
