Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Adkins, Damien",-,-,-,-,-,-,-,,,,,,,-,-,1,1,-,-,-,-,-,-,2.0
"Banfield, Drew",-,,,,,,,,,,,,,-,-,1,-,-,-,-,-,-,-,1.0
"Beeck, Zach",,,,,,,,,,,,,,,,,-,,,,,,,
"Braun, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Butler, Sam",,,,,,,,,,-,-,-,-,-,-,1,1,-,,,-,-,-,2.0
"Carroll, Trent",-,-,-,-,-,,,,,,1,1,-,,,,,,,,,,,2.0
"Chambers, Callum",,,,-,,-,-,2,-,-,-,-,1,,,,,,,,,,,3.0
"Chick, Daniel",1,-,-,-,,,,,-,-,-,1,-,-,,-,1,1,-,-,-,-,-,4.0
"Cousins, Ben",-,-,-,-,-,-,1,-,1,-,-,-,-,2,-,,,,,,,-,-,4.0
"Cox, Dean",1,1,-,1,-,1,-,1,1,2,2,3,2,1,-,-,-,-,1,-,-,1,-,18.0
"Embley, Andrew",-,1,-,-,-,1,1,-,1,1,1,-,,,,,,,1,1,-,-,1,9.0
"Fletcher, Chad",-,1,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,3.0
"Gardiner, Michael",2,1,-,,,,,,,,,,,,,,,,,,,,,3.0
"Gaspar, Travis",,,,,,-,1,1,-,1,,,,,,,,,,,,,,3.0
"Glass, Darren",,,,,,1,-,-,-,-,1,1,-,2,-,1,-,1,-,2,1,-,-,10.0
"Green, Kasey",-,-,-,,-,-,-,,,,,,,,,,,,,,,,,
"Hansen, Ashley",,,,,,,,,,,-,-,-,1,-,-,,,,,,,,1.0
"Humm, Jeremy",-,-,,,,,-,-,-,,,,,,,,,,,,,,,
"Hunter, Adam",,,-,1,-,-,1,1,,,,,,1,-,4,1,-,2,-,1,-,-,12.0
"Jakovich, Glen",3,-,1,,,-,1,2,,,,,,,,,,,,,,,,7.0
"Jones, Brett",,,,,,,-,1,-,-,1,-,1,1,,,,,,,,,,4.0
"Jones, Rowan",-,1,1,1,-,-,,,,,,-,-,-,-,2,-,-,2,-,,1,,8.0
"Judd, Chris",-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,1,8.0
"Kerr, Daniel",,-,-,3,-,-,1,-,-,-,1,-,-,-,1,-,1,2,-,-,1,,-,10.0
"Lynch, Quinten",-,2,-,1,-,-,,-,-,-,-,1,1,-,1,1,1,-,-,2,2,3,-,15.0
"Matera, Phillip",-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,2,-,3,-,-,-,-,8.0
"McDougall, Andrew",1,-,1,-,-,,1,-,3,2,2,-,2,-,-,2,,-,3,-,-,2,-,19.0
"Morrison, Chad",-,-,-,-,-,-,,,1,,,,-,-,-,-,1,-,-,1,1,-,1,5.0
"Nicoski, Mark",,,,,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,1.0
"Sampi, Ashley",-,2,2,1,-,-,1,-,-,-,-,,1,1,-,-,-,-,-,-,-,-,-,8.0
"Seaby, Mark",,,,2,-,-,,,,-,-,-,2,-,3,1,-,1,-,1,-,3,-,13.0
"Selwood, Adam",,,,,,,-,-,-,,,,,,,,,,,,,,,
"Staker, Brent",-,1,,2,-,,1,4,1,1,-,-,,,,,-,-,-,1,2,-,1,14.0
"Waters, Beau",,,-,-,-,,,,,1,,,,,,-,-,1,-,-,1,,,3.0
"Wirrpanda, David",-,1,-,-,-,-,-,1,-,-,-,-,-,,-,-,-,-,-,-,4,1,-,7.0
"Wooden, Josh",,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
Totals,8,14,5,12,1,3,9,14,8,8,9,9,11,9,6,14,9,7,14,8,14,12,4,208.0
Opponent,WB,PA,ES,BL,CA,FR,ME,SY,SK,RI,CW,AD,KA,GE,HW,ES,PA,WB,BL,CA,FR,ME,SY,
