Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Alves, Stan",1,3,1,2,1,,-,2,2,2,1,4,1,1,1,-,2,-,-,,24.0
"Anderson, Tony",,1,1,-,1,-,3,1,1,,-,-,1,2,1,,,,,,12.0
"Aubrey, Graeme",,,,,,,,,,,,,,,,,,,,1,1.0
"Biffin, Ray",,,,,,,,,,,,-,,1,1,1,-,,,,3.0
"Bourke, Barry",,,,,,,,,2,2,1,3,4,2,1,-,5,-,-,1,21.0
"Campbell, Euan",,,,,,,,,,,,,,,,1,,,,,1.0
"Catlin, Sid",,,,,,,,,,,,-,,,,,,,,,
"Clark, Denis",,,,,-,1,-,,,,,,-,1,,,,,,,2.0
"Clarke, Kelvin",2,,,,,,,,,,,-,,,,,,,,,2.0
"Davis, Frank",-,,2,2,1,3,4,5,-,-,3,-,3,-,,,,1,1,3,28.0
"Dillon, Ross",-,1,4,1,1,-,,,,,,,,,-,,,,,,7.0
"Dixon, Brian",2,1,2,1,-,,1,1,2,-,2,1,2,1,1,-,1,1,3,3,25.0
"Dowsing, Rob",,-,-,-,,-,,-,-,,,,,,,,,,,-,
"Feldmann, Derek",1,1,3,1,-,1,1,4,-,,,2,2,-,1,2,1,2,3,2,27.0
"Forster, John",5,3,,,,,,,,,1,,,-,-,,,,,,9.0
"Fowler, Chris",3,4,4,4,3,4,,2,2,,,3,6,2,2,5,2,4,,,50.0
"Groom, Ray",-,4,2,2,-,4,1,3,2,1,2,,2,3,1,-,4,1,3,1,36.0
"Hardeman, Gary",3,,-,,,2,-,1,-,1,2,2,2,2,2,3,2,2,3,1,28.0
"Johnson, Tassie",-,2,1,,-,1,-,2,2,-,1,2,2,1,-,-,-,3,1,1,19.0
"Jones, Brent",1,,,-,,,-,,1,-,4,3,-,1,1,1,-,-,2,1,15.0
"Kenneally, Bryan",1,1,2,1,1,2,3,1,1,1,-,2,-,-,,-,-,-,3,1,20.0
"Lakes, George",,,,,,,,,,,,1,-,3,-,1,-,1,3,1,10.0
"Lees, Ted",2,2,,,,,,,,-,-,,,,,,,,4,4,12.0
"Mann, Hassa",3,-,4,2,-,,2,1,3,2,3,,1,1,-,3,3,-,1,1,30.0
"Osborne, Graham",,,3,1,-,1,3,1,1,2,-,2,2,1,,2,2,1,6,2,30.0
"Osborne, Ken",,,,,,,-,2,-,-,2,,,,,,,,,,4.0
"Parke, Greg",,-,1,3,-,3,2,-,,2,4,2,-,,-,-,1,-,2,1,21.0
"Rhoden, Phil",,,,,,,1,,,,,,,,,,,,,,1.0
"Roet, Brian",1,2,,1,-,-,2,-,1,1,3,3,3,2,-,,2,1,-,-,22.0
"Schwarz, Darryl",,,,,,,,,1,-,,,,,,,,,,,1.0
"Stone, Neville",,,,,,-,-,,,-,,,,,,,-,,2,,2.0
"Sullivan, Tony",,,,2,2,4,,1,,2,,,,,,2,,,,,13.0
"Townsend, John",3,-,2,-,-,-,,3,1,1,1,,,,1,-,-,2,2,1,17.0
"Vagg, Barrie",-,2,1,1,-,1,1,2,-,2,-,1,-,,-,2,2,2,4,3,24.0
"Walker, Max",2,3,2,2,1,2,1,1,,,1,1,2,-,1,2,,-,,2,23.0
"Weekes, Peter",,,,,,,,,,,,,,,,,2,1,2,,5.0
"Whitton, Geoff",,1,2,4,1,4,,,,,,,,,,,,,,,12.0
"Williams, Don",-,2,-,,,,,,,,,,,,,,,,,,2.0
Totals,30,33,37,30,12,33,25,33,22,19,31,32,33,24,14,25,29,22,45,30,559.0
Opponent,FI,SK,SM,NM,GE,FO,HW,CW,RI,ES,CA,FI,SK,SM,NM,GE,FO,HW,CW,RI,
