Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Alves, Stan",1,1,-,2,1,,3,-,1,-,-,4,3,-,3,1,-,-,-,,20.0
"Anderson, Tony",,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,,,,
"Aubrey, Graeme",,,,,,,,,,,,,,,,,,,,2,2.0
"Biffin, Ray",,,,,,,,,,,,-,,1,1,-,-,,,,2.0
"Bourke, Barry",,,,,,,,,-,-,-,-,1,-,-,-,-,-,-,3,4.0
"Campbell, Euan",,,,,,,,,,,,,,,,-,,,,,
"Catlin, Sid",,,,,,,,,,,,-,,,,,,,,,
"Clark, Denis",,,,,-,-,-,,,,,,-,1,,,,,,,1.0
"Clarke, Kelvin",3,,,,,,,,,,,2,,,,,,,,,5.0
"Davis, Frank",-,,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,
"Dillon, Ross",1,3,4,5,-,-,,,,,,,,,-,,,,,,13.0
"Dixon, Brian",-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2.0
"Dowsing, Rob",,-,-,-,,-,,-,-,,,,,,,,,,,-,
"Feldmann, Derek",-,-,-,-,-,-,-,-,-,,,-,1,-,-,-,-,-,-,-,1.0
"Forster, John",-,-,,,,,,,,,-,,,-,-,,,,,,
"Fowler, Chris",-,-,-,1,-,1,,-,1,,,-,-,-,-,-,-,-,,,3.0
"Groom, Ray",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Hardeman, Gary",-,,-,,,-,1,2,1,1,-,2,1,3,-,3,2,3,1,1,21.0
"Johnson, Tassie",-,-,-,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Jones, Brent",-,,,-,,,-,,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Kenneally, Bryan",-,-,-,-,1,-,-,1,-,-,1,1,-,2,,-,-,-,1,-,7.0
"Lakes, George",,,,,,,,,,,,-,-,-,-,-,-,-,-,1,1.0
"Lees, Ted",3,-,,,,,,,,-,-,,,,,,,,3,1,7.0
"Mann, Hassa",3,1,3,-,5,,-,3,2,2,-,,1,2,1,2,3,-,1,-,29.0
"Osborne, Graham",,,-,1,1,1,1,1,1,-,3,-,-,-,,-,-,1,-,-,10.0
"Osborne, Ken",,,,,,,2,-,1,2,-,,,,,,,,,,5.0
"Parke, Greg",,1,2,1,-,-,1,4,,1,1,1,1,,-,1,1,-,2,-,17.0
"Rhoden, Phil",,,,,,,-,,,,,,,,,,,,,,
"Roet, Brian",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Schwarz, Darryl",,,,,,,,,-,-,,,,,,,,,,,
"Stone, Neville",,,,,,-,-,,,-,,,,,,,-,,-,,
"Sullivan, Tony",,,,-,-,-,,-,,-,,,,,,-,,,,,
"Townsend, John",1,1,2,-,-,1,,1,1,2,-,,,,1,1,2,-,2,-,15.0
"Vagg, Barrie",1,-,1,1,-,2,3,1,1,1,1,1,-,,-,2,1,2,2,1,21.0
"Walker, Max",1,2,2,1,-,-,-,-,,,-,3,2,1,-,-,,-,,2,14.0
"Weekes, Peter",,,,,,,,,,,,,,,,,-,2,-,,2.0
"Whitton, Geoff",,-,-,-,-,-,,,,,,,,,,,,,,,
"Williams, Don",-,-,-,,,,,,,,,,,,,,,,,,
Totals,14,9,14,12,9,6,11,13,9,9,6,14,10,10,6,10,10,8,12,12,204.0
Opponent,FI,SK,SM,NM,GE,FO,HW,CW,RI,ES,CA,FI,SK,SM,NM,GE,FO,HW,CW,RI,
