Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Ambrose, Patrick",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,
"Baguley, Mark",-,-,-,-,-,-,-,,-,,-,,,,,,,,,-,,,,
"Begley, Josh",,,,,,,,,-,-,-,-,-,-,,,,,,-,,-,,
"Bellchambers, Tom",-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,,,,,-,-,2.0
"Brown, Mitch",-,-,,1,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,1.0
"Clarke, Dylan",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,-,,
"Clarke, Zac",,,-,-,,,,-,,,,,,,-,-,,-,-,-,-,,,
"Daniher, Joe",,,,,-,-,-,,-,,,,,,,,,,,,,,,
"Fantasia, Orazio",-,-,-,-,1,,,-,,,,-,-,-,-,-,,,-,-,-,,-,1.0
"Francis, Aaron",-,-,-,,,,-,-,-,-,-,,,-,-,-,-,-,-,,-,-,-,
"Gleeson, Martin",,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,,
"Guelfi, Matt",-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,,,
"Ham, Brayden",,,,,-,,,-,,,,,,,,,,,,,-,-,-,
"Hartley, Michael",,,,,,,,,,,,,,,,,-,,-,,,-,,
"Heppell, Dyson",-,-,-,-,-,-,-,-,-,-,3,-,-,-,,,-,,,-,-,,-,3.0
"Hooker, Cale",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,
"Hurley, Michael",-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,,,,,-,-,-,3.0
"Jok, Tom",,,,,,,,,,,,,,,,,,,,,,-,,
"Langford, Kyle",-,-,,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Laverde, Jayden",,,,,,,,,,-,-,-,-,-,-,-,,-,,,,-,-,
"McDonald-Tipungwuti, Anthony",-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,1,-,8.0
"McGrath, Andrew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McKenna, Conor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"McKernan, Shaun",-,-,-,,,,,,,-,-,-,-,-,-,-,-,3,,-,-,-,-,3.0
"McNiece, Ben",,,,,,,,,-,-,-,,,,,,,-,,-,,,,
"Merrett, Zach",-,-,-,-,2,-,-,2,3,-,-,3,-,2,-,-,3,-,1,-,-,-,-,16.0
"Mutch, Kobe",,,-,,,,,,,,,,,,,,,,,,,,,
"Myers, David",-,-,,-,-,-,,-,,,,,,,,,,,,-,,,,
"Parish, Darcy",,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,-,-,-,2.0
"Redman, Mason",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ridley, Jordan",-,,-,-,-,-,-,,,,,,,,,,,,,,,,,
"Saad, Adam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Shiel, Dylan",-,-,3,-,3,2,-,-,1,-,,-,-,-,3,-,-,-,-,-,2,-,-,14.0
"Smith, Devon",-,-,-,-,,-,-,-,,,,,,,,,,,,,,,,
"Snelling, Will",,,,,,,,,,,,,,,,,-,-,-,,,,-,
"Stringer, Jake",-,-,-,-,-,-,-,-,-,-,,-,,,-,-,-,2,-,-,-,,-,2.0
"Zaharakis, David",-,-,2,-,,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,,3.0
"Zerk-Thatcher, Brandon",,,,,,,,,,,,,,,,,,,,,-,,,
Totals,0,0,6,4,6,2,0,2,4,2,6,5,0,2,4,3,3,5,1,0,2,1,0,58.0
Opponent,GW,SK,ME,BL,NM,CW,GE,SY,FR,RI,CA,HW,WC,GW,SY,NM,AD,GC,PA,WB,FR,CW,WC,
