Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Ambrose, Patrick",-,2,2,2,3,2,2,1,-,2,2,-,2,,,,1,4,1,6,-,-,8,40.0
"Baguley, Mark",-,-,-,-,-,-,-,,-,,-,,,,,,,,,-,,,,
"Begley, Josh",,,,,,,,,-,-,1,-,-,1,,,,,,1,,1,,4.0
"Bellchambers, Tom",1,1,2,1,1,3,-,-,1,2,3,-,3,3,,,,,,,,2,-,23.0
"Brown, Mitch",-,2,,-,-,-,,,,,,,-,1,1,-,1,-,1,1,-,1,-,8.0
"Clarke, Dylan",,,,,,,,,,,1,1,1,-,-,-,2,-,-,1,,1,,7.0
"Clarke, Zac",,,-,-,,,,-,,,,,,,-,1,,-,-,-,1,,,2.0
"Daniher, Joe",,,,,-,-,-,,-,,,,,,,,,,,,,,,
"Fantasia, Orazio",-,1,3,-,-,,,-,,,,-,1,-,-,-,,,-,-,3,,-,8.0
"Francis, Aaron",1,4,2,,,,-,1,-,-,1,,,2,3,3,4,3,4,,1,2,4,35.0
"Gleeson, Martin",,,,,,,,,,,,,,1,3,1,3,2,2,6,2,3,,23.0
"Guelfi, Matt",-,2,5,,2,-,-,-,2,1,2,2,1,,2,5,1,2,3,,,,,30.0
"Ham, Brayden",,,,,-,,,-,,,,,,,,,,,,,1,-,2,3.0
"Hartley, Michael",,,,,,,,,,,,,,,,,3,,3,,,4,,10.0
"Heppell, Dyson",4,2,1,-,1,-,-,-,2,4,2,2,2,2,,,1,,,1,2,,1,27.0
"Hooker, Cale",,,,5,5,6,6,2,4,10,6,5,7,2,3,4,3,2,2,4,,,1,77.0
"Hurley, Michael",8,9,3,9,5,7,6,9,7,5,9,9,7,6,8,2,,,,,6,4,8,127.0
"Jok, Tom",,,,,,,,,,,,,,,,,,,,,,1,,1.0
"Langford, Kyle",1,-,,,,,2,,2,-,1,2,1,2,1,1,2,-,-,-,1,-,2,18.0
"Laverde, Jayden",,,,,,,,,,-,-,-,-,-,-,-,,-,,,,-,-,
"McDonald-Tipungwuti, Anthony",-,1,-,-,-,1,-,-,1,2,-,1,-,-,-,-,-,-,-,1,-,-,-,7.0
"McGrath, Andrew",4,-,6,2,2,1,1,3,1,1,1,2,2,2,-,1,3,1,2,1,4,4,4,48.0
"McKenna, Conor",3,3,5,7,6,7,3,2,4,4,5,9,3,4,3,5,6,,3,5,6,8,6,107.0
"McKernan, Shaun",-,-,-,,,,,,,-,1,1,1,1,1,-,-,-,,1,-,-,1,7.0
"McNiece, Ben",,,,,,,,,-,-,5,,,,,,,1,,1,,,,7.0
"Merrett, Zach",3,4,2,-,2,4,-,-,4,4,1,-,1,-,3,-,2,-,3,7,3,-,1,44.0
"Mutch, Kobe",,,-,,,,,,,,,,,,,,,,,,,,,
"Myers, David",-,2,,2,-,-,,1,,,,,,,,,,,,1,,,,6.0
"Parish, Darcy",,1,2,1,1,-,1,1,6,1,-,-,2,-,1,2,-,-,-,,2,2,1,24.0
"Redman, Mason",,,,2,-,2,1,2,-,3,3,4,2,3,5,2,2,5,5,2,3,5,1,52.0
"Ridley, Jordan",4,,4,2,6,3,2,,,,,,,,,,,,,,,,,21.0
"Saad, Adam",5,4,4,3,5,2,1,5,8,8,2,5,5,5,6,5,2,4,5,,10,6,4,104.0
"Shiel, Dylan",1,1,-,2,2,3,3,1,2,3,,-,1,2,1,3,-,1,1,3,3,3,2,38.0
"Smith, Devon",1,-,-,2,,1,2,-,,,,,,,,,,,,,,,,6.0
"Snelling, Will",,,,,,,,,,,,,,,,,1,-,-,,,,-,1.0
"Stringer, Jake",-,1,-,1,-,2,1,-,-,1,,-,,,-,-,-,-,1,-,-,,3,10.0
"Zaharakis, David",1,-,4,2,,1,2,-,3,4,-,1,5,4,2,2,2,1,2,2,-,,,38.0
"Zerk-Thatcher, Brandon",,,,,,,,,,,,,,,,,,,,,4,,,4.0
Totals,37,40,45,43,41,45,33,28,47,55,46,44,47,41,43,37,39,26,38,44,52,47,49,967.0
Opponent,GW,SK,ME,BL,NM,CW,GE,SY,FR,RI,CA,HW,WC,GW,SY,NM,AD,GC,PA,WB,FR,CW,WC,
