Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Anderson, Jed",-,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Atley, Shaun",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brown, Ben",2,6,-,1,1,2,2,3,4,4,4,5,-,11,3,3,-,-,1,,-,-,-,52.0
"Clarke, Ryan",,,,,,,,,,,,,,,-,-,-,-,-,-,,,,
"Cunnington, Ben",1,-,2,1,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,-,5.0
"Dal Santo, Nick",-,-,1,-,-,4,-,-,-,1,2,-,1,-,,-,-,-,-,-,-,-,-,9.0
"Daw, Majak",,,,,,,,4,,,19,,12,,,,11,,6,5,3,8,4,72.0
"Dumont, Trent",,,,,,,,,-,1,,,1,1,1,,1,-,-,-,-,-,-,5.0
"Firrito, Michael",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Garner, Taylor",-,1,-,,,,,,,,,,,,,,,,,,,,,1.0
"Gibson, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Goldstein, Todd",44,29,38,45,24,40,35,35,45,43,,38,39,42,65,30,21,36,35,38,25,24,33,804.0
"Hansen, Lachlan",,-,,,,,,,,,,,,,,,,,,-,-,-,-,
"Harvey, Brent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Shaun",-,-,-,-,1,-,-,,,,,,,,,,,,,,,-,-,1.0
"Jacobs, Ben",,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Macmillan, Jamie",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McDonald, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,
"McKenzie, Brad",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Mullett, Aaron",,,,,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Nahas, Robin",,,,,,,-,-,-,-,-,-,,-,,,,,,-,,,,
"Petrie, Drew",-,-,-,2,-,1,-,-,-,1,1,-,-,-,-,2,-,3,1,-,-,1,1,13.0
"Ray, Farren",,,,,,,,,-,,,,-,-,-,,,,,,,,,
"Swallow, Andrew",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Tarrant, Robbie",-,-,1,-,-,1,-,-,3,-,2,-,1,-,-,-,-,-,-,-,-,-,-,8.0
"Thomas, Lindsay",-,-,-,-,-,-,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Thompson, Scott",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,
"Turner, Kayne",,,,,-,-,,,,,,,,,,,,,,,,,,
"Wagner, Corey",,,,,,,,,,,,,-,-,-,-,,,,,,,,
"Waite, Jarrad",-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,-,,,,,,
"Wells, Daniel",-,-,1,-,-,-,1,,,-,-,-,-,,,-,-,-,-,-,-,-,-,2.0
"Wood, Mason",,,,-,,,-,-,,,-,-,-,-,-,,,,,,,,,
"Wright, Sam",-,-,-,-,-,-,,,,-,-,,,,,,,,,,,,,
"Ziebell, Jack",-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,1,-,1,2,-,1,3,12.0
Totals,47,36,43,49,26,49,39,42,53,51,28,44,54,54,69,35,34,39,44,45,28,35,41,985.0
Opponent,AD,BL,ME,FR,GC,WB,SK,ES,CA,SY,RI,GE,HW,AD,WC,PA,CW,SK,WB,HW,SY,GW,AD,
