Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Bishop, Matthew",-,,,,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,-,-,-,-,1.0
"Brogan, Dean",6,8,8,10,,,,,,,7,,10,4,,,,13,5,8,5,10,25,17,136.0
"Burgoyne, Peter",-,,,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Burgoyne, Shaun",-,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Cassisi, Domenic",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Chaplin, Troy",,-,,-,,,-,,,,,,,,,,,,,-,-,-,-,-,
"Cochrane, Stuart",-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,-,,,,,
"Cornes, Chad",-,1,-,,,,,-,-,-,-,2,-,2,2,4,1,1,1,,2,1,1,5,23.0
"Cornes, Kane",1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3.0
"Dew, Stuart",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Ebert, Brett",-,-,-,-,-,2,-,-,-,-,-,-,-,-,,-,-,,,-,,,,,2.0
"Eckermann, Ben",,,,,,,-,-,-,-,,,,,,,,,,,,,,,
"Francou, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Gilham, Stephen",,,,,,,,,,,,,,,,,,-,,,,,,,
"James, Roger",,-,-,-,,,,,-,,,,-,-,-,-,-,-,,,,,,,
"Kingsley, Adam",-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Lade, Brendon",8,10,6,6,11,4,12,15,18,8,10,19,15,11,13,15,6,23,34,22,11,11,12,6,306.0
"Mahoney, Josh",-,,,,-,1,-,-,,,-,-,-,,-,-,-,-,-,-,-,-,-,-,1.0
"Montgomery, Brett",-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,1,-,1,-,-,1,-,5.0
"Pearce, Danyle",,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,
"Pettigrew, Michael",,-,-,,-,-,-,-,,,,,,,,,-,1,-,-,-,,-,-,1.0
"Pickett, Byron",,,,,,-,-,-,-,-,,-,-,-,-,-,-,,-,,,-,-,-,
"Poulton, Jared",,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"Primus, Matthew",10,21,12,14,23,11,27,22,20,14,8,19,6,15,15,25,26,,,,,1,,,289.0
"Salopek, Steven",,,,,,,-,-,,,,,,,,,,,,-,-,-,-,,
"Shattock, Aaron",2,-,1,-,,,,,-,-,2,,,-,-,-,,,,,,,,,5.0
"Surjan, Jacob",,-,,,-,,,,,,,-,,,,,,,,,,,,,
"Thomson, Adam",,,,,,,,,,,-,-,,,,,,,,,,,,,
"Thurstans, Toby",-,,,2,3,3,2,2,-,-,,,,,-,1,,,,,,,,,13.0
"Tredrea, Warren",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,2,4.0
"Wakelin, Darryl",1,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Walsh, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Wanganeen, Gavin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"White, Damon",,-,-,-,-,-,,,-,-,,,,,,,-,-,-,-,-,,,,
"Wilson, Michael",,,-,-,-,-,-,-,,,,,,-,-,1,-,-,-,-,-,-,,-,1.0
Totals,28,41,28,33,39,21,43,40,38,22,27,40,31,34,30,46,33,39,40,33,18,24,40,30,798.0
Opponent,FR,BL,AD,CA,GE,RI,KA,SY,ES,WC,SK,WB,HW,CW,ME,GE,RI,KA,CA,AD,BL,FR,KA,AD,
