Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Armstrong, Steven",-,-,1,-,1,-,1,,-,,,,-,,-,,,,-,-,,,,,3.0
"Braun, Michael",-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Brown, Mitch",-,-,,,,,1,,,-,-,,,,,,,,,,,,,,1.0
"Chick, Daniel",-,-,1,-,1,-,-,-,,-,-,-,,-,1,-,-,-,,,,-,-,-,3.0
"Cousins, Ben",,,,,,,,,,,,,,,,-,-,-,-,,-,-,-,,
"Cox, Dean",,,-,-,1,1,,1,-,-,1,-,-,2,1,1,-,2,-,-,-,-,1,1,12.0
"Embley, Andrew",,-,1,-,-,,,,,,,,-,-,-,-,-,-,-,,,,1,-,2.0
"Fletcher, Chad",,,,,,,,-,-,-,-,,-,1,,,,,,-,-,-,,-,1.0
"Glass, Darren",1,1,2,2,1,1,-,-,2,1,1,1,1,-,-,-,-,-,2,-,1,-,1,1,19.0
"Graham, Jaymie",-,-,,,,,,,,,,-,1,1,,,,,,,,,,,2.0
"Hansen, Ashley",,,-,1,1,1,-,1,1,,,,,,,1,1,1,1,2,-,,,-,11.0
"Hunter, Adam",1,-,-,-,-,2,1,-,1,2,1,1,2,-,-,1,-,1,1,3,2,2,3,-,24.0
"Hurn, Shannon",-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,1,1,-,6.0
"Jones, Brett",-,1,1,1,-,1,1,-,-,-,2,2,1,1,1,-,-,1,-,-,-,2,-,1,16.0
"Jones, Chad",,,,,,,,,,,,,1,-,-,,,,,,,1,,,2.0
"Jones, Rowan",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1.0
"Judd, Chris",-,1,-,2,-,-,1,-,-,-,-,,,-,2,-,1,-,1,,-,,-,,8.0
"Kerr, Daniel",2,-,1,2,-,-,1,-,,,1,-,-,-,,-,-,-,-,-,,,,,7.0
"LeCras, Mark",-,,,,,1,-,,-,-,1,-,-,-,-,-,2,-,-,2,-,-,1,2,9.0
"Lynch, Quinten",-,2,-,4,2,3,-,3,-,2,-,-,-,-,3,3,-,-,1,1,1,-,4,4,33.0
"Mackenzie, Eric",,,,,,,,,,,,,,,-,,,,,,,,,,
"McKinley, Ben",,,,,,,,,,,,,,,-,,,,,,,,,,
"McNamara, Jamie",,,,,,,,,,,,,,,,,,,,,1,,,1,2.0
"Morton, Mitch",,,,,,,,1,-,-,-,-,,,-,,,,,-,,-,,,1.0
"Nicoski, Mark",,,,,,,,,,,,-,-,,,,,,,,,-,-,-,
"Priddis, Matt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rosa, Matt",1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,,,1,-,-,1,-,-,5.0
"Schofield, Will",,,,,,,,,,,,,,,,,-,,-,-,,,,,
"Seaby, Mark",2,1,-,-,-,-,1,-,1,1,1,2,1,1,2,-,-,2,1,-,-,-,1,1,18.0
"Selwood, Adam",-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,,1,-,4.0
"Staker, Brent",-,1,2,1,-,-,1,1,1,-,2,2,,,,2,3,1,-,-,-,-,1,1,19.0
"Stenglein, Tyson",-,-,-,-,-,-,-,-,-,-,2,1,,,,-,-,-,-,-,-,-,-,-,3.0
"Waters, Beau",-,1,-,2,-,-,1,-,-,-,,-,-,-,1,-,-,-,,,-,2,-,,7.0
"Wirrpanda, David",-,1,-,-,-,-,1,-,1,-,-,-,1,1,,,,-,1,1,2,-,-,-,9.0
Totals,7,9,9,16,7,10,11,8,9,8,12,10,8,7,12,10,7,9,10,9,7,9,15,12,231.0
Opponent,SY,CW,FR,CA,RI,WB,GE,ME,HW,KA,ES,SK,AD,BL,PA,SY,WB,FR,KA,RI,SK,ES,PA,CW,
