Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Ablett, Gary",2,-,1,1,-,1,,,3,2,-,1,3,-,,3,-,1,-,2,-,-,1,3,2,26.0
"Bartel, Jimmy",-,1,-,1,1,1,2,-,1,1,-,-,-,1,-,,2,-,-,1,-,2,-,1,-,15.0
"Blake, Mark",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,1,-,-,-,-,-,2.0
"Byrnes, Shannon",,,1,-,1,2,-,-,,-,1,1,1,1,-,1,-,-,-,1,1,-,-,-,-,11.0
"Chapman, Paul",-,-,-,-,3,1,-,,-,,1,3,1,1,-,2,-,-,,,-,,3,-,2,17.0
"Corey, Joel",-,2,-,1,-,-,-,-,-,,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4.0
"Djerrkura, Nathan",,,,,,,,,,1,-,,,,-,,,,,,,,,,,1.0
"Enright, Corey",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Gamble, Ryan",2,2,,,,,,,1,,-,1,,,2,,,,,,1,2,,,,11.0
"Gillies, Tom",,,,,,,,,,,,,,,-,-,,-,-,-,-,,,,,
"Harley, Tom",,,,,,,-,-,-,-,,,-,-,-,,,-,-,-,,-,-,-,-,
"Hawkins, Tom",,-,1,-,2,-,2,-,2,-,-,1,-,1,-,-,2,3,-,1,-,-,1,1,-,17.0
"Hogan, Simon",,-,,,,,,,,,,,,1,-,1,-,-,1,-,,-,-,,,3.0
"Johnson, David",,,,,-,-,,,-,-,,-,-,,,,,,,-,-,,,,,
"Johnson, Steve",3,2,3,2,1,3,5,2,2,2,1,2,3,,,,,1,2,1,,,,3,-,38.0
"Kelly, James",-,-,-,-,1,-,1,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,2.0
"Laidler, Jeremy",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Ling, Cameron",-,2,-,-,,,-,-,1,1,-,-,-,-,,-,-,-,-,-,1,1,-,1,-,7.0
"Lonergan, Tom",1,,,-,,,,-,,,-,,,,-,-,-,,-,-,,,,,,1.0
"Mackie, Andrew",-,-,-,-,1,-,-,-,1,1,-,-,-,-,,1,-,-,-,1,-,-,-,-,-,5.0
"Milburn, Darren",-,-,1,,-,-,-,-,,-,-,-,-,-,,-,-,-,-,,-,1,-,-,-,2.0
"Mooney, Cameron",2,2,1,1,3,3,-,3,,3,2,2,2,-,1,3,-,2,2,3,2,-,2,2,1,42.0
"Mumford, Shane",,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,1.0
"Ottens, Brad",3,-,,,,,,,,,,,,,,,,,,,,-,-,2,-,5.0
"Rooke, Max",-,2,1,-,-,3,-,1,-,1,,-,-,-,1,1,1,-,-,,1,-,,1,2,15.0
"Scarlett, Matthew",-,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,-,-,-,-,1.0
"Selwood, Joel",2,-,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,1,2,-,-,1,10.0
"Stokes, Mathew",2,,1,1,1,3,1,3,-,,1,,,-,1,-,-,-,1,1,2,-,1,,,19.0
"Taylor, Harry",-,1,1,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,-,-,-,-,-,-,2.0
"Tenace, Kane",,,,,,,,,,,,,,,-,-,-,-,-,,,,,,,
"Varcoe, Travis",1,-,1,1,3,-,1,-,-,-,-,1,-,-,,1,-,1,1,2,,,-,1,-,14.0
"West, Trent",,,-,,,,,,,,,,,,,,,,,,,,,,,
"Wojcinski, David",-,-,-,-,-,-,-,-,-,-,-,,,,-,1,-,1,-,,-,-,1,1,-,4.0
Totals,18,15,13,8,17,17,12,9,13,12,7,14,10,5,7,14,5,9,7,14,9,8,9,17,8,277.0
Opponent,HW,RI,CW,AD,BL,ME,SY,NM,WB,ES,WC,FR,PA,SK,BL,ME,HW,AD,CA,SY,WB,FR,WB,CW,SK,
