Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Andrews, Gareth",,,,,,,,-,1,,-,,,,-,-,-,-,-,-,-,-,-,-,1.0
"Balme, Neil",1,,,,,,,-,3,1,2,1,-,1,2,-,-,1,3,1,2,1,2,-,21.0
"Barrot, Wes",,,,,,,,,,,,,,,,,,,,,-,,,,
"Bartlett, Kevin",4,8,-,1,4,1,1,3,,-,2,-,2,1,,3,2,1,1,3,7,2,1,3,50.0
"Betts, Gerald",,,,,,,,,,,,,-,-,,,-,-,,,,,,,
"Bourke, Francis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brown, Mal",1,1,-,1,2,4,1,,,,,-,-,2,1,2,,,1,1,,,,,17.0
"Carter, Noel",,1,1,2,1,,,,,,,,,,,,,,,,,,,,5.0
"Clay, Dick",-,-,-,,,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Clayton, Cameron",,,,,,,,,,,,,,,-,1,-,-,1,-,,,-,-,2.0
"Cloke, David",,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2,1,-,-,-,1,1,-,8.0
"Cumming, Daryl",,,,,,-,,,3,-,-,-,-,1,1,-,1,4,-,1,1,2,-,1,15.0
"Fowler, Laurie",-,-,-,-,-,-,-,-,-,,,-,,-,,,,-,-,-,,-,,,
"Green, Mike",1,-,1,-,-,-,-,-,-,-,,-,2,-,-,-,,-,2,-,-,-,-,-,6.0
"Hart, Royce",1,1,1,,,1,,2,-,1,3,1,2,3,,4,1,,2,1,,,-,2,26.0
"Hewitt, Glynn",,,,-,,,,,,,-,,-,1,2,2,1,-,-,,,,,,6.0
"Hunt, Rex",-,1,-,3,3,1,3,,,,,,,,,,,,,,,,,,11.0
"Jackson, Francis",,,,,,,,,,,,,,,,,,,,,,-,,,
"Keane, Merv",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Lamb, Robert",,,,-,3,1,,,,,,,8,3,3,3,,,,,1,-,,,22.0
"Leech, Eric",-,,,,,,,,,,,,,,,,,,,,,,,,
"McGhie, Robert",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McKellar, Craig",-,2,-,-,2,-,,-,-,,-,,-,-,,,-,,,,,,,,4.0
"McLean, Ricky",,,,,,,,1,-,2,1,1,,,,,,,,,,,,,5.0
"McMillan, Marty",-,,,,-,1,,,,,,,,,,,,,,,,,,,1.0
"Morris, Kevin",1,4,1,1,,-,5,2,3,-,-,2,,,-,-,-,1,,-,-,1,1,1,23.0
"Nettlefold, Bill",,,,,-,,-,,1,-,,,-,,,,,,,,,,,,1.0
"Parsons, Steve",,,1,-,,,-,-,-,,,,,,,,,,,,,,,,1.0
"Rae, Stephen",-,-,1,1,3,-,1,-,-,1,2,-,,,,,,,,,,,,,9.0
"Richardson, Barry",,,,,,,,,,,,,,,,,,,,,1,2,2,1,6.0
"Roberts, Brian",1,,,,-,,1,,,-,-,1,,,,,1,-,-,,,,-,-,4.0
"Sheedy, Kevin",-,1,1,3,1,-,3,3,,-,1,1,-,2,1,5,3,1,-,1,3,-,1,2,33.0
"Sproule, Paul",1,-,-,1,-,,-,1,2,1,2,2,3,-,2,,-,,-,1,-,1,3,4,24.0
"Stewart, Ian",,3,1,,,1,1,1,1,-,,,,,,,,,,,,,,,8.0
"Taubert, Steven",,,,,,,,,,,,,,,-,,,,,,-,-,,,
"Thorpe, David",,,,,,,,,,,,,,,1,-,2,-,,-,1,1,1,3,9.0
"Walsh, Wayne",2,2,1,-,-,-,2,-,1,-,2,1,-,-,-,-,,1,1,1,2,-,1,-,17.0
"Wood, Bryan",-,1,,-,-,1,1,-,-,-,-,1,-,-,1,-,1,1,-,-,3,-,-,-,10.0
Totals,13,25,9,13,19,11,19,13,15,6,16,12,17,14,14,21,14,11,11,10,21,11,13,17,345.0
Opponent,HW,FI,CA,ME,SK,GE,ES,NM,CW,SM,FO,HW,FI,ME,CA,SK,GE,ES,NM,CW,SM,FO,NM,NM,
