Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Ballantyne, Hayden",-,1,,,-,-,1,3,-,1,-,-,-,-,-,,,,,,,,1,1,8.0
"Ballard, Jacob",,,,,,,,,,,,,,,,,,,,,,-,,,
"Barlow, Michael",2,1,1,-,1,2,1,1,-,1,1,1,-,1,-,1,1,-,-,1,1,-,-,-,17.0
"Blakely, Connor",,,,,,,,,,,,,,,,,,,,,,-,,,
"Clarke, Zac",-,-,2,-,1,-,-,-,-,-,,,2,-,,,,,,,,-,-,,5.0
"Crozier, Hayden",,,-,,,,,,,-,-,1,,,-,-,-,-,-,-,,-,,,1.0
"Dawson, Zac",,,,,,,,,,,,,,,,,-,,,-,-,,-,-,
"Duffield, Paul",-,1,-,-,-,-,-,-,-,-,,,-,-,,,,,,,-,-,,,1.0
"Duffy, Max",,,,,,,,,,,,,,,,,,,,,,-,,,
"Fyfe, Nat",1,1,2,-,-,1,2,1,1,1,-,-,1,-,1,-,,,2,-,,,-,-,14.0
"Grey, Brady",,,,,,,,,,,,,,,,,,,,,,-,,,
"Griffin, Jonathon",,,,,,,,,,,,,,,-,1,1,-,-,-,-,,,-,2.0
"Hannath, Jack",,,,,,,,,,,1,-,,,,,,,,,,1,,,2.0
"Hill, Stephen",-,3,-,1,1,-,-,-,-,-,-,2,-,-,2,-,-,-,-,1,1,,2,-,13.0
"Hughes, Ethan",,,,,,,,,,,,,,,,,,,,,,-,,,
"Ibbotson, Garrick",-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,2,-,-,1,-,-,1,7.0
"Johnson, Michael",-,-,-,-,1,-,1,-,-,-,,,,,,,,,-,-,-,,1,-,3.0
"Langdon, Ed",,,,,,,,,,,,,,,,,,,,,-,-,,,
"Mayne, Chris",-,1,-,1,-,-,1,1,-,1,,1,1,-,-,-,-,-,2,-,3,,1,1,14.0
"McPharlin, Luke",-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,
"Mundy, David",1,-,1,-,1,-,1,-,-,1,1,-,-,1,2,-,1,-,-,1,2,,-,-,13.0
"Mzungu, Tendai",,,,1,,,,,,,-,,,-,,,-,-,-,2,-,-,-,-,3.0
"Neale, Lachie",-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,-,-,8.0
"Pavlich, Matthew",1,1,2,-,1,-,-,-,2,-,-,-,-,1,2,1,-,3,2,,2,,1,1,20.0
"Pearce, Alex",,,,,,-,-,,,,-,-,-,-,-,-,-,-,1,-,,-,,,1.0
"Pearce, Clancee",-,-,1,-,-,-,-,-,-,-,-,-,-,-,,-,,,,,-,1,-,,2.0
"Pearce, Danyle",-,-,-,-,1,2,1,-,-,-,-,-,2,1,2,-,1,-,1,-,-,,1,-,12.0
"Sandilands, Aaron",-,-,1,-,1,1,1,-,-,-,-,1,1,-,-,1,-,-,1,-,-,,-,2,10.0
"Sheridan, Tom",-,,,,,,-,-,-,-,-,1,1,-,-,-,1,1,1,-,1,-,-,-,6.0
"Silvagni, Alex",,,,,,,,,,,,,,,,,,-,-,,,,,,
"Smith, Tanner",,,,,,,,,,,,,,,,,,,,,,-,,,
"Spurr, Lee",-,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,,-,-,1.0
"Suban, Nick",-,1,-,-,-,-,2,1,1,-,-,-,1,-,-,-,1,1,-,-,-,-,-,1,9.0
"Sutcliffe, Cam",-,-,1,-,1,-,-,2,-,-,-,-,,,-,-,-,-,-,-,-,,-,-,4.0
"Taberner, Matthew",,-,-,-,1,-,1,-,1,-,-,,-,,-,1,,,,,,1,,1,6.0
"Walters, Michael",1,1,-,-,-,-,2,1,1,1,-,-,1,-,-,2,1,-,-,1,,,-,-,12.0
"Weller, Lachie",,,,,,,,,,,,,,,,,1,-,,,,-,,,1.0
"de Boer, Matt",1,-,-,-,-,-,,,,,,2,-,1,-,-,-,-,-,-,1,1,-,-,6.0
Totals,7,12,12,4,12,6,14,10,7,6,4,9,10,5,9,8,8,9,10,7,13,4,7,8,201.0
Opponent,PA,GE,WC,SY,ME,ES,WB,NM,AD,RI,GC,CW,BL,HW,CA,RI,GW,SK,WC,NM,ME,PA,SY,HW,
