Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Buntine, Matt",-,-,,1,-,1,1,-,-,,-,-,-,-,,,,,,,,,,,3.0
"Cameron, Jeremy",,,,,2,1,1,-,-,1,1,-,-,1,-,2,1,4,3,1,-,1,1,-,20.0
"Coniglio, Stephen",,-,-,-,2,-,1,-,1,-,1,-,1,1,1,2,-,2,2,-,1,-,-,-,15.0
"Corr, Aidan",1,1,1,,,,,,,,,,,,,,,,,,,,,,3.0
"Davis, Phil",1,-,3,-,1,1,-,,,,-,-,1,2,-,1,2,3,2,1,-,-,1,1,20.0
"Downie, Tom",,,,,,,,,,,,,1,,,,,,,,,,,,1.0
"Greene, Toby",2,-,4,1,1,2,-,,3,4,8,1,1,2,2,1,2,-,-,2,2,1,1,-,40.0
"Griffen, Ryan",-,1,2,-,3,,,,,,,2,1,1,,,,2,2,2,-,2,-,1,19.0
"Haynes, Nick",,,,,,1,-,1,-,-,1,1,1,2,1,1,1,,-,-,-,1,-,1,12.0
"Himmelberg, Harry",,,,,,,,,,,,,,,,1,-,-,-,,,,,,1.0
"Hopper, Jacob",,,,,,,,2,-,-,1,1,2,,,,,,,,1,1,1,1,10.0
"Hoskin-Elliott, Will",,-,3,,,,,,,,,,,,,,,,,,,,,,3.0
"Johnson, Steve",1,-,4,4,2,1,-,2,-,1,2,2,,-,-,1,-,-,-,2,1,-,2,,25.0
"Kelly, Josh",-,-,1,-,1,-,-,-,-,2,-,-,1,-,-,-,-,1,1,1,-,1,1,2,12.0
"Kennedy, Adam",-,-,-,-,1,1,-,2,2,-,,,,,-,-,1,1,,-,,,,,8.0
"Kennedy, Matthew",,,,,,,,,,,,,-,1,,,,,,1,,,,,2.0
"Lobb, Rory",2,1,1,-,-,2,2,3,-,1,1,1,-,-,-,2,-,-,-,-,1,-,-,1,18.0
"Marchbank, Caleb",1,-,,,,,,,,,,,,,,,,,,,,,,,1.0
"Mohr, Tim",,,,,,,,3,-,,,,,,,,,,,,,,,,3.0
"Mumford, Shane",6,1,-,2,5,2,3,3,1,1,4,-,,2,4,2,-,4,1,3,3,4,1,1,53.0
"Palmer, Rhys",1,-,-,1,,-,1,-,-,1,,,,1,1,,,,,,,,,2,8.0
"Patfull, Joel",,,1,1,1,2,1,1,2,2,1,1,2,2,1,-,1,1,2,1,-,-,-,2,25.0
"Patton, Jonathon",,-,1,-,-,-,-,1,3,1,-,1,-,-,-,-,-,2,-,-,-,2,1,-,12.0
"Reid, Sam",,,,,,,,,,,,1,1,,,2,1,-,-,,,,,,5.0
"Scully, Tom",1,1,1,1,-,1,1,2,3,1,2,1,2,1,1,-,1,2,1,1,2,-,-,2,28.0
"Shaw, Heath",2,1,2,3,-,-,2,1,1,2,-,-,2,1,1,1,2,-,-,1,-,-,-,1,23.0
"Shiel, Dylan",1,1,1,1,1,-,1,-,-,2,-,1,1,-,2,-,1,-,,1,1,-,1,-,16.0
"Smith, Devon",-,1,1,,2,,,,,,,,,,-,3,-,1,-,1,-,-,1,1,11.0
"Steele, Jack",2,,,-,-,-,1,2,,-,1,,,,-,-,,,,,,,,,6.0
"Stewart, James",1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Tomlinson, Adam",1,,,-,,,,,,1,1,,,,1,-,1,1,1,-,2,-,1,1,11.0
"Ward, Callan",-,-,1,1,-,-,-,1,2,-,1,1,2,1,1,5,2,-,1,-,-,-,1,-,20.0
"Whitfield, Lachie",1,1,1,1,-,-,-,-,-,2,-,1,5,2,1,,,,-,1,-,2,-,3,21.0
"Williams, Zac",,,-,-,-,1,-,-,1,-,3,-,-,-,1,1,-,-,1,-,-,2,1,3,14.0
"Wilson, Nathan",-,1,2,-,-,2,2,1,2,1,1,-,-,-,,,1,-,1,,-,1,3,-,18.0
Totals,24,10,30,17,22,18,17,25,21,23,29,15,24,20,18,25,17,24,18,19,14,18,17,23,488.0
Opponent,ME,GE,SY,PA,SK,HW,FR,GC,WB,AD,GE,SY,ES,CA,CW,BL,PA,RI,GC,WC,FR,NM,SY,WB,
