Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Baker, Oskar",,-,,,,,1,,,,,-,,,,,,,,,,,,,,1.0
"Bowey, Jake",,,,,,,,,,,,,,,,,,,-,2,3,1,1,3,3,13.0
"Brayshaw, Angus",-,-,2,3,2,3,1,1,1,1,1,4,-,5,1,4,1,-,-,-,-,1,-,2,1,34.0
"Brown, Ben",,,,,,,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Brown, Mitch",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Chandler, Kade",-,,,,,-,,-,-,,,,-,,,,,,,,,,,,,
"Fritsch, Bayley",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Gawn, Max",4,3,3,4,3,1,1,1,1,2,2,2,2,1,1,1,1,3,-,1,1,2,2,1,-,43.0
"Harmes, James",2,,,,,,,6,-,-,3,-,1,1,-,-,,2,1,1,-,4,2,-,-,23.0
"Hibberd, Michael",,,,,4,1,3,2,9,4,2,3,2,2,-,4,6,3,,,3,,,5,1,54.0
"Hunt, Jayden",3,4,4,4,1,3,-,4,2,-,1,1,2,4,1,2,3,3,3,-,,,,,,45.0
"Jackson, Luke",-,-,-,-,-,-,1,-,,-,1,2,1,-,1,-,-,1,-,-,-,-,-,-,1,8.0
"Jetta, Neville",2,1,1,1,,,,,,1,,,,,,,,,,,,,,,,6.0
"Jones, Nathan",3,1,2,-,-,1,2,,,,,,,-,,,,,,,,,,,,9.0
"Jordon, James",-,2,1,-,-,2,-,1,4,1,1,2,3,-,2,1,1,1,-,2,1,-,-,1,-,26.0
"Langdon, Ed",4,1,2,2,1,3,4,3,2,2,1,,1,1,2,4,3,2,3,1,3,-,3,-,3,51.0
"Lever, Jake",5,2,6,5,6,5,4,3,3,5,5,4,2,5,6,3,7,5,1,4,4,4,3,1,5,103.0
"May, Steven",8,8,6,3,,11,8,6,4,4,7,7,7,4,7,4,7,4,5,10,,8,6,2,6,142.0
"McDonald, Tom",-,-,-,-,2,-,4,-,-,1,-,-,-,1,-,-,-,-,-,,,-,-,-,-,8.0
"Melksham, Jake",,,-,-,-,-,1,-,-,-,1,-,,,,,,,,-,-,,,,,2.0
"Neal-Bullen, Alex",1,1,1,-,-,2,-,2,-,1,-,-,-,-,1,-,-,2,-,2,-,2,1,1,1,18.0
"Oliver, Clayton",3,2,-,3,1,4,3,5,3,3,2,1,1,-,2,3,-,1,2,-,2,1,1,3,1,47.0
"Petracca, Christian",1,1,-,-,-,3,-,1,2,2,1,2,-,2,2,1,-,2,2,1,-,3,1,3,2,32.0
"Petty, Harry",,,,,1,,,1,5,2,4,2,2,1,3,3,-,-,2,3,2,1,2,3,1,38.0
"Pickett, Kysaiah",1,-,-,1,-,-,-,1,-,-,-,-,2,-,-,-,1,1,1,-,-,-,-,-,-,8.0
"Rivers, Trent",2,5,3,3,3,3,3,3,4,1,5,2,3,4,6,-,3,1,2,3,8,3,1,2,1,74.0
"Salem, Christian",4,6,4,8,5,8,3,9,3,,6,4,6,8,7,8,3,4,-,9,7,5,6,7,7,137.0
"Smith, Joel",,,,,,,,,,,,,,,,,,,,,4,-,2,,,6.0
"Spargo, Charlie",1,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,2,1,-,-,-,1,1,-,9.0
"Sparrow, Tom",1,-,-,2,-,,,,,-,-,2,1,-,1,-,-,-,-,1,-,1,1,1,1,12.0
"Tomlinson, Adam",4,4,2,1,3,3,-,,,,,,,,,,,,,,,,,,,17.0
"Vandenberg, Aaron",,,,,,,,,,,,,,,-,,3,,,-,-,,,,,3.0
"Viney, Jack",,-,1,1,-,-,,,,,,,,2,-,1,-,2,-,,,1,3,-,3,14.0
"Weideman, Sam",,,,,,,,,-,-,-,-,-,,,,,,,,,,,,,
Totals,49,41,38,41,32,53,39,49,43,30,44,38,36,41,45,39,39,39,23,40,38,37,36,36,37,983.0
Opponent,FR,SK,GW,GE,HW,RI,NM,SY,CA,AD,WB,BL,CW,ES,GW,PA,HW,WB,GC,WC,AD,GE,BL,GE,WB,
