Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Baker, Oskar",,-,,,,,-,,,,,-,,,,,,,,,,,,,,
"Bowey, Jake",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,1,1.0
"Brayshaw, Angus",-,1,1,-,1,-,-,-,-,1,-,-,1,2,1,-,-,-,-,-,-,-,-,-,1,9.0
"Brown, Ben",,,,,,,1,-,-,,,,,,,-,-,-,-,1,1,-,1,-,-,4.0
"Brown, Mitch",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Chandler, Kade",-,,,,,-,,-,1,,,,-,,,,,,,,,,,,,1.0
"Fritsch, Bayley",-,-,-,2,,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,1,7.0
"Gawn, Max",-,1,1,-,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,1,-,-,1,-,-,9.0
"Harmes, James",-,,,,,,,1,-,1,-,1,-,-,-,-,,-,-,-,-,1,-,-,1,5.0
"Hibberd, Michael",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,,-,-,
"Hunt, Jayden",-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,2.0
"Jackson, Luke",1,-,-,-,-,-,1,-,,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,4,8.0
"Jetta, Neville",-,-,-,-,,,,,,-,,,,,,,,,,,,,,,,
"Jones, Nathan",1,-,1,-,-,-,-,,,,,,,-,,,,,,,,,,,,2.0
"Jordon, James",2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,4.0
"Langdon, Ed",-,-,-,-,-,-,-,-,1,1,-,,-,1,-,-,-,1,-,-,-,-,-,1,1,6.0
"Lever, Jake",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2.0
"May, Steven",-,-,-,-,,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,,-,-,-,-,2.0
"McDonald, Tom",1,1,-,1,3,2,-,2,-,1,1,-,1,1,4,2,-,-,1,,,-,-,1,-,22.0
"Melksham, Jake",,,-,-,1,-,2,-,-,2,1,-,,,,,,,,2,-,,,,,8.0
"Neal-Bullen, Alex",-,-,1,-,1,1,1,1,-,-,2,-,-,1,1,1,-,-,2,1,2,-,-,-,1,16.0
"Oliver, Clayton",-,1,-,1,-,1,-,-,2,1,1,1,-,-,-,-,1,-,2,-,-,1,4,1,1,18.0
"Petracca, Christian",-,-,-,1,2,-,-,-,1,1,1,-,1,-,-,-,1,-,2,-,1,2,-,4,2,19.0
"Petty, Harry",,,,,-,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Pickett, Kysaiah",-,-,1,2,1,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,9.0
"Rivers, Trent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Salem, Christian",-,-,1,-,-,1,-,2,-,,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,8.0
"Smith, Joel",,,,,,,,,,,,,,,,,,,,,-,-,-,,,
"Spargo, Charlie",3,-,-,1,-,-,-,1,1,-,1,2,-,-,-,-,1,-,1,-,3,1,-,-,1,16.0
"Sparrow, Tom",-,-,1,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4.0
"Tomlinson, Adam",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,
"Vandenberg, Aaron",,,,,,,,,,,,,,,-,,1,,,-,-,,,,,1.0
"Viney, Jack",,-,-,-,-,-,,,,,,,,-,-,-,-,2,2,,,1,-,-,-,5.0
"Weideman, Sam",,,,,,,,,1,-,-,1,-,,,,,,,,,,,,,2.0
Totals,8,5,8,8,10,7,7,7,8,9,10,6,5,6,6,8,5,4,11,5,8,8,6,9,18,192.0
Opponent,FR,SK,GW,GE,HW,RI,NM,SY,CA,AD,WB,BL,CW,ES,GW,PA,HW,WB,GC,WC,AD,GE,BL,GE,WB,
