Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Ackland, Cain",-,-,-,-,-,-,2,-,-,-,1,-,,,,,,,,,,,,,3.0
"Bassett, Scott",,,-,-,,,,,,,,,,2,,-,,,,,,,-,-,2.0
"Bishop, Matthew",,,,,,,,,,,,,-,-,-,,-,-,-,-,-,-,-,-,
"Brogan, Dean",,,,,,,,,1,,,,,-,,1,-,-,-,,,,1,,3.0
"Burgoyne, Peter",-,-,3,4,-,3,4,-,-,3,,-,-,6,1,-,-,,-,-,2,-,3,1,30.0
"Carr, Josh",-,1,3,-,1,1,2,-,-,-,-,2,-,-,2,1,1,-,-,-,3,-,-,1,18.0
"Cockatoo-Collins, Che",3,4,1,1,2,3,2,4,1,1,2,-,2,2,-,,,2,2,2,2,3,-,2,41.0
"Cornes, Chad",1,-,-,-,1,3,-,1,-,-,-,-,-,1,1,-,2,3,4,1,-,2,-,1,21.0
"Cornes, Kane",,,,,,,,,,-,-,-,1,-,,-,-,,,,,,,,1.0
"Dew, Stuart",1,6,1,4,6,-,-,1,1,2,2,1,1,1,4,-,1,1,1,2,3,3,-,2,44.0
"Francis, Fabian",2,-,2,1,-,1,3,-,-,-,-,-,-,1,1,-,2,2,4,-,3,-,-,-,22.0
"Francou, Josh",-,1,2,-,-,-,-,-,-,-,-,1,,,-,-,-,-,-,1,-,1,1,-,7.0
"French, Barnaby",,,,,,,,,,,,,,,,,,,,-,-,1,,-,1.0
"Guerra, Brent",3,-,-,-,1,1,-,-,-,,-,,1,-,-,-,4,-,-,-,,2,1,-,13.0
"Harwood, Mark",,,,,,,,,,,,,,,,,,-,-,,,,,,
"James, Roger",-,1,-,2,-,3,1,-,3,2,1,-,2,-,1,-,1,-,1,-,-,1,-,-,19.0
"Kingsley, Adam",-,-,-,-,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,-,-,-,-,
"Lockwood, Bowen",1,-,,,,,,,,,,,-,,,,-,,,,,,,,1.0
"Lyle, Brayden",,,,,,-,-,-,-,-,-,,,,,,,,,,-,,,-,
"Mead, Darren",1,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2.0
"Montgomery, Brett",-,-,1,-,-,-,-,-,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,5.0
"Murray, Derek",,,,,,,,,,,,,,-,-,-,,,,1,-,-,-,,1.0
"Paxman, Stephen",-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,,,4.0
"Poulton, Jared",-,,1,,,,,,,,,-,-,2,-,,-,-,,,,,,,3.0
"Primus, Matthew",-,-,-,-,-,-,-,-,,1,-,-,-,,-,-,-,3,1,2,2,-,-,-,9.0
"Schofield, Jarrad",1,-,-,1,5,-,-,1,-,-,-,-,1,1,-,1,1,-,1,1,1,-,-,1,16.0
"Steinberner, Nathan",,,,,-,,,,,,,-,-,,,-,,,,,,,,,
"Stevens, Nick",-,-,1,1,-,1,-,2,1,3,1,1,-,1,-,-,1,-,2,1,1,2,-,-,19.0
"Tredrea, Warren",,3,1,-,4,1,3,2,3,1,1,1,1,4,2,3,2,2,3,3,4,5,2,-,51.0
"Wakelin, Darryl",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,1.0
"Wanganeen, Gavin",1,-,6,3,2,1,-,5,3,3,1,3,1,2,2,1,-,2,-,-,1,3,-,1,41.0
"Wilson, Michael",-,-,-,-,1,2,-,-,-,-,-,,,,,,,,,,,,,,3.0
Totals,14,16,23,17,23,20,17,16,13,17,10,10,10,25,14,8,15,16,19,14,22,24,8,10,381.0
Opponent,BL,ES,AD,SK,GE,WB,WC,CW,ME,HW,SY,CA,KA,FR,RI,BL,ES,AD,SK,GE,WB,WC,BL,HW,
