Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Ablett, Luke",1,-,-,2,2,-,,1,1,3,-,4,1,3,1,1,-,-,2,3,,-,-,1,26.0
"Barlow, Ed",,-,-,-,-,2,-,,,,-,,,,,,,,,,,,,,2.0
"Barry, Leo",6,2,3,4,3,2,2,3,7,6,6,3,3,6,4,1,,,,,3,1,2,3,70.0
"Bevan, Paul",-,1,-,2,1,3,2,1,3,1,-,3,1,4,4,1,1,4,2,3,-,-,4,3,44.0
"Bird, Craig",1,1,1,1,2,3,1,1,1,1,,-,1,1,3,1,2,1,2,1,1,-,,,26.0
"Bolton, Craig",5,9,5,2,3,3,1,3,3,1,3,2,2,3,6,4,1,3,8,4,3,7,4,3,88.0
"Bolton, Jude",2,1,1,-,1,2,-,1,1,1,-,-,-,2,-,1,-,-,2,1,1,2,-,2,21.0
"Brabazon, Ryan",,,,,,,,,,,,,,,,,,-,,,,,,,
"Brennan, Luke",,,,7,1,,,,,,,,,,,,,-,-,,,,,,8.0
"Buchanan, Amon",4,-,5,2,-,1,-,1,-,-,2,-,-,-,-,,,,,2,1,2,1,2,23.0
"Crouch, Jared",,,,,,,,,,,,,,,,,,4,3,-,2,-,2,3,14.0
"Davis, Nick",1,,,,1,-,,,,,,,,,,,,,,,,,,,2.0
"Everitt, Peter",,,,,,,-,1,-,1,3,,,1,2,4,-,-,-,2,-,3,-,1,18.0
"Fosdike, Nic",,,,,,,,,,,,,,,,,,,,-,,,,,
"Goodes, Adam",1,-,3,1,1,3,1,4,2,3,3,2,-,,3,1,3,,-,1,2,,1,1,36.0
"Grundy, Heath",-,2,2,,,,,,,,,,,,,1,-,1,3,-,6,-,,,15.0
"Hall, Barry",-,-,-,-,,,,,,,,-,-,-,,,5,-,-,-,-,-,-,-,5.0
"Jack, Kieren",-,2,1,-,1,1,-,1,-,1,-,2,1,-,-,-,-,1,1,,-,2,3,3,20.0
"Jolly, Darren",-,1,4,-,1,1,1,2,-,1,1,-,-,2,-,-,1,-,-,-,1,1,1,1,19.0
"Kennelly, Tadhg",7,1,7,3,,3,1,2,,4,6,2,2,5,3,2,-,6,7,7,1,2,2,5,78.0
"Kirk, Brett",2,-,-,1,3,3,-,2,2,-,1,3,3,2,1,1,-,-,-,-,1,-,1,1,27.0
"Malceski, Nick",,,,,,,,-,1,-,6,2,2,2,,,,,,2,,3,4,-,22.0
"Mathews, Ben",,,,,,,1,,,,,,,,,,-,,,,,,,,1.0
"Mattner, Martin",4,3,3,4,6,5,3,2,4,4,1,2,-,2,3,4,4,4,6,3,5,2,3,4,81.0
"McVeigh, Jarrad",3,-,-,2,3,1,2,-,1,-,1,3,-,1,2,2,3,3,3,-,2,4,2,2,40.0
"Moore, Jarred",2,-,-,1,-,1,1,-,-,-,-,2,-,1,1,1,3,,1,-,-,2,-,1,17.0
"ODwyer, Matthew",,,,,,,,,,,,,,,,-,1,,,,,,,,1.0
"OKeefe, Ryan",-,-,2,1,-,1,2,-,-,5,2,-,1,-,-,-,5,1,-,1,-,,-,-,21.0
"OLoughlin, Michael",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,1.0
"Playfair, Henry",,,,,,,-,-,-,-,-,-,-,1,1,1,4,,,,,,,,7.0
"Richards, Ted",5,1,1,5,2,1,3,1,2,2,3,-,2,1,3,2,-,1,-,1,2,2,4,1,45.0
"Roberts-Thomson, Lewis",-,1,-,-,3,-,4,2,4,3,1,2,-,2,3,2,-,3,-,3,1,1,4,2,41.0
"Schmidt, Tim",,,,,,,,,1,,,,,,,,,,,,,,,,1.0
"Smith, Nick",,,,,2,,,,,,,,,,1,,,,,,,,,,3.0
"Veszpremi, Patrick",,,,,,,,,,,,,,,,,,-,-,,-,1,-,-,1.0
"White, Jesse",,,,,,1,,,,,,,,,,,,-,,,,,,,1.0
Totals,44,25,38,38,36,37,25,28,33,37,39,33,19,39,41,30,33,32,40,34,32,35,38,39,825.0
Opponent,SK,PA,BL,WC,GE,NM,WB,ES,PA,RI,WC,SK,ME,CW,HW,CA,AD,WB,FR,GE,CW,BL,NM,WB,
