Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R19,R20,R21,R22,R23,R24,QF,SF,PF,GF,Tot
"Barich, Adrian",,,-,-,1,,,,,,,,,,,4,3,-,,,,,,,-,,8.0
"Brennan, Michael",3,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Dargie, Ian",,,,,,,,,,,-,,,,,,,,,,,,,,,,
"Evans, Tony",1,-,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Hart, David",-,-,1,-,-,2,1,-,-,-,1,-,-,-,-,3,,,,1,,1,,1,1,-,12.0
"Heady, Brett",-,-,1,5,4,2,1,1,3,-,3,-,1,7,-,4,1,-,1,1,2,1,1,3,1,4,47.0
"Hepburn, Mark",-,-,,,,,,,,,,,,,,,-,,-,-,,,,,,,
"Hynes, David",-,-,-,-,-,3,1,-,-,,,,,,,,,,,,,,,,,,4.0
"Irving, Dean",1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,,-,-,-,-,-,-,3,-,-,6.0
"Jackson, Stevan",,,,,,,,-,,3,2,3,1,,,,,,,,1,-,,,,,10.0
"Jakovich, Glen",,,,,,,,,,,2,-,-,-,-,-,-,-,-,2,-,2,-,1,1,-,8.0
"Kemp, Dean",,,,-,-,3,-,-,1,-,-,2,1,-,-,-,-,-,1,1,-,1,1,1,-,-,12.0
"Kickett, Dale",,,,,,,,,,,,,-,,,,-,,,,,,,,,,
"Lamb, Dwayne",-,-,1,3,-,-,1,,1,-,,-,-,-,1,-,-,1,-,,-,-,-,-,-,-,8.0
"Langdon, Karl",,-,2,2,-,3,-,,2,,,-,-,2,-,1,-,2,1,,1,,1,-,,,17.0
"Lewis, Chris",-,2,4,-,3,1,1,-,2,1,2,-,,2,2,,,,-,1,3,,2,1,2,2,31.0
"Lockyer, Andrew",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,,,,-,-,-,-,-,
"Mainwaring, Chris",2,1,-,-,1,2,-,4,1,-,1,2,-,-,-,-,-,1,1,-,,,,,,-,16.0
"Matera, Peter",1,2,1,1,1,2,-,2,1,2,3,3,1,2,2,1,1,3,1,1,-,-,1,-,-,-,32.0
"McGrath, Craig",-,,-,1,1,,,,,,,,,,,,,,,,,,,,,,2.0
"McIntosh, Ashley",,,,,,,,,,2,1,-,-,3,2,-,-,-,-,-,-,2,1,-,-,-,11.0
"McKenna, Guy",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,2.0
"Peos, Paul",,,,,,,,-,1,1,,,,,,,,,,2,1,-,1,,,,6.0
"Pyke, Don",,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,,-,-,-,1,4.0
"Sumich, Peter",5,5,7,6,8,2,5,4,-,5,,13,3,2,5,3,4,1,5,2,6,3,3,3,6,5,111.0
"Turley, Craig",-,1,1,-,-,-,1,4,-,2,1,1,2,2,-,4,1,2,-,1,-,-,1,1,-,-,25.0
"Turnbull, Ryan",,,,,,-,-,1,,-,-,,,,,,,,,,,,,,,,1.0
"Ugle, Troy",,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0
"Waterman, Chris",-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,6.0
"Watters, Scott",-,,,,,,,,,,1,,,1,1,-,-,-,1,-,-,-,-,-,-,-,4.0
"West, Robert",,,,,,,,,,,,,,,,,,,,,,1,,,,,1.0
"White, Mitchell",,,,,,,-,-,,,,,,,,,,,,,,,,,,,
"Wilson, Peter",1,1,-,,,-,2,-,1,-,2,1,1,-,-,,,3,-,3,2,-,2,3,-,1,23.0
"Worsfold, John",-,-,-,-,-,1,,,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,1.0
"Young, Cory",,,,,,,1,,,,,,,,,,,,,,,,,,,,1.0
Totals,14,13,18,19,19,21,14,17,15,17,21,25,11,21,14,20,11,14,11,15,16,12,15,17,11,13,414.0
Opponent,ME,CW,NM,AD,GE,HW,ES,FI,SY,RI,BB,FO,CA,SK,ME,CW,NM,AD,GE,HW,ES,FI,HW,ME,GE,HW,
