Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Bateman, Chance",1,,,-,1,,2,1,-,1,1,-,1,-,-,-,1,1,1,2,1,-,-,-,14.0
"Birchall, Grant",4,4,4,2,5,3,2,2,2,5,-,1,2,3,2,2,6,3,5,2,4,3,4,1,71.0
"Boyle, Tim",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,
"Brown, Campbell",,4,4,2,1,3,4,-,6,2,2,4,5,3,3,1,6,3,1,6,1,3,2,5,71.0
"Campbell, Robert",-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,3,7.0
"Clarke, Tim",1,2,,,,,,,,,,,,,,,,,,,,,,,3.0
"Crawford, Shane",,3,1,2,1,1,-,-,-,1,3,-,1,2,2,1,-,3,3,-,-,1,2,1,28.0
"Croad, Trent",2,-,,,,2,1,3,5,,-,-,2,-,2,4,1,2,2,3,3,1,2,5,40.0
"Dixon, Ben",,-,-,1,-,-,-,-,,-,,,,,-,-,-,-,-,-,1,-,-,1,3.0
"Dowler, Beau",,,,,,,,,,,,,,,,,-,,,,,,,,
"Ellis, Xavier",-,1,-,1,-,,,,,1,,-,-,3,3,-,,,,2,3,,,,14.0
"Franklin, Lance",1,1,1,1,-,-,-,-,-,-,-,,-,1,1,-,,-,-,-,-,-,-,-,6.0
"Gilham, Stephen",2,2,3,2,1,2,7,1,6,1,2,3,6,2,3,3,2,-,4,2,1,3,2,-,60.0
"Guerra, Brent",3,5,1,4,6,6,3,5,5,5,2,2,1,2,4,4,3,5,7,3,4,4,3,7,94.0
"Hodge, Luke",4,2,2,8,3,2,-,1,6,1,2,3,-,3,2,3,1,2,2,2,1,1,1,1,53.0
"Jacobs, Danny",7,1,5,6,,,,,-,2,1,3,,2,,,,,,,,,,,27.0
"Ladson, Rick",1,3,2,,3,2,-,5,4,,2,-,3,2,3,4,-,2,1,1,-,-,-,2,40.0
"Lewis, Jordan",4,-,1,-,-,2,1,3,5,1,-,-,3,1,1,2,3,-,1,1,-,2,1,-,32.0
"Little, Matthew",,,,,,,,,,,,,,,,-,,,,,,,,,
"McGlynn, Ben",1,-,-,-,-,1,1,-,-,1,-,-,-,-,1,1,-,3,1,1,,1,,,12.0
"Mitchell, Sam",-,1,1,-,4,1,4,1,-,2,2,1,3,3,1,-,,1,2,1,2,2,2,2,36.0
"Moss, Garry",,,,,,,-,,,,,,,,,,,,,,,,,,
"Murphy, Tom",,,,,4,1,2,,,,,,,,,,2,,,,,,,,9.0
"Osborne, Michael",4,,3,-,1,-,1,1,-,-,1,-,1,,,,,,,,,,-,1,13.0
"Roughead, Jarryd",-,,-,-,-,-,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Sewell, Brad",1,-,2,2,3,-,2,2,-,-,-,1,1,1,-,-,-,1,1,-,1,1,1,-,20.0
"Smith, Joel",,,,,,,,1,3,2,-,2,2,2,1,1,4,-,4,1,-,1,3,1,28.0
"Taylor, Simon",2,-,1,2,-,1,-,-,1,3,2,-,-,-,-,-,-,1,1,-,1,1,1,-,17.0
"Thorp, Mitch",,,,,,,,,,,,,,,-,,,,,,,,,,
"Thurgood, Josh",,,,,-,,,,,,,,,4,,,,,,,,,,,4.0
"Tuck, Travis",,,,,,,,,,,,,,,,,-,,,,,,,,
"Vandenberg, Richard",,,,,,2,,,,,,,,,,,1,1,-,,-,2,-,-,6.0
"Williams, Mark",-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Young, Clinton",3,2,3,1,,-,-,2,1,-,1,2,2,5,2,1,2,2,-,3,4,2,5,2,45.0
Totals,41,31,34,34,33,29,30,29,45,28,22,22,33,39,32,27,32,31,36,30,27,28,29,32,754.0
Opponent,BL,ME,KA,GE,WB,ES,FR,SK,WC,PA,SY,CA,CW,AD,RI,SK,KA,ES,BL,PA,WB,SY,AD,KA,
