Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Ablett, Geoff",-,1,1,1,2,1,-,1,-,2,-,2,-,1,-,-,-,,2,1,,1,1,2,19.0
"Bevan, Wayne",,,,,,,,,,,,,,-,,,,,,,,,,,
"Bremner, Ian",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,1.0
"Cooke, Michael",,,,,,,,,,,,,,,,,,,,,,,-,-,
"Crimmins, Peter",1,1,-,-,3,-,1,,,,,,,,,,,,,,,,,,6.0
"De Wolde, Alle",-,2,-,1,-,-,-,-,2,-,-,-,,,,,,,,,-,,,,5.0
"DiPierdomenico, Robert",,,,,,,,,,,,,,,,,,-,,,,,,,
"Douge, Brian",,,,,,,,,,,,,-,1,-,,-,1,,-,,-,,,2.0
"Goad, Alan",1,-,,,,,1,,-,,,,,,,-,-,,1,-,-,,,,3.0
"Harrison, Glenn",,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Heath, Kevin",-,-,-,-,,,-,,,,,,,,,,,,,,-,,,,
"Hendrie, John",1,-,3,2,-,-,1,-,-,5,-,1,3,-,-,-,-,1,3,1,-,3,1,-,25.0
"Jaworskyj, Bohdan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jones, Bernie",,,,,2,2,2,-,1,3,-,1,-,1,-,1,-,2,-,-,-,-,-,1,16.0
"Knights, Peter",-,-,-,-,-,-,1,-,-,-,-,1,-,,-,2,-,-,-,-,-,-,-,-,4.0
"Lynn, Gerry",,,,,,,,,,,,,,,,,,,,-,,,,,
"Martello, Alan",2,2,2,1,1,1,2,2,-,3,-,-,1,1,1,3,2,-,-,2,1,1,3,-,31.0
"Matthews, Kelvin",1,1,-,2,2,1,-,1,1,2,-,-,2,-,-,2,1,-,-,-,-,2,-,1,19.0
"Matthews, Leigh",2,3,1,2,3,1,4,1,2,5,-,-,7,,1,1,2,2,2,3,-,3,1,2,48.0
"McCarthy, Gerald",,,,,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,1.0
"Meagher, Des",-,,,,,,,,,,,,,,,,,,,,,,-,1,1.0
"Moncrieff, Michael",5,2,1,2,2,3,,-,2,1,-,3,1,1,3,2,2,4,3,3,4,3,-,-,47.0
"Moore, Kelvin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Shane",,,,,,,,,,,,,,,,,,,,,,2,1,-,3.0
"Petch, Len",-,1,2,-,,,,,,,,,,1,,-,,,,,,-,,,4.0
"Polkinghorne, David",,,,,,,,,,,-,,,-,,-,-,-,-,,,,,,
"Rice, Leon",-,-,-,,,,,,-,1,-,-,1,-,-,-,,,,,,-,,-,2.0
"Rowlings, Barry",,,,-,,,-,1,-,-,-,2,1,2,-,1,-,3,5,1,-,-,1,2,19.0
"Scott, Don",1,4,1,1,-,-,-,2,-,-,-,-,-,,-,,1,-,3,-,-,1,-,-,14.0
"Scrimshaw, Ian",,,-,2,-,-,,-,,-,,-,,-,2,3,4,3,2,1,-,,,,17.0
"Steel, Kelvin",,,,,,,,,,,,,-,,,,,-,,,,,,,
"Trott, Stuart",,,,,1,1,1,-,4,1,-,-,-,1,1,1,2,2,-,,3,-,-,1,19.0
"Tuck, Michael",1,1,-,3,5,1,2,-,1,-,-,1,1,-,1,-,-,1,2,-,-,3,2,-,25.0
"Welsh, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,1.0
Totals,15,18,11,17,21,11,15,9,13,23,0,11,17,10,9,16,14,19,23,12,9,19,10,10,332.0
Opponent,NM,SK,RI,SM,ME,CA,FI,GE,FO,CW,ES,NM,SK,SM,RI,ME,CA,FI,GE,FO,CW,ES,NM,NM,
