Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Bartram, Clint",1,,,,,,,,,,,,,,,,,,,,,,1.0
"Bate, Matthew",2,5,1,4,1,1,2,2,,1,3,3,5,2,4,1,1,-,,2,,2,42.0
"Bell, Daniel",4,1,3,-,2,4,1,2,3,1,4,4,-,,,,4,-,3,1,,,37.0
"Bizzell, Clint",,,,5,,,,,-,4,-,2,1,2,-,2,,,,,,1,17.0
"Bode, Jace",,,,,,,,,,,,,,,,,,,-,2,2,4,8.0
"Brown, Nathan",,2,-,4,1,3,1,1,4,-,,,5,1,1,3,2,-,-,3,1,2,34.0
"Bruce, Cameron",4,3,2,4,2,3,3,1,3,-,1,2,2,,,,3,,,,3,-,36.0
"Buckley, Simon",,,,,,,,,,,,,,1,1,1,1,3,,,2,,9.0
"Carroll, Nathan",4,1,2,3,1,2,2,1,3,1,1,1,5,1,1,2,,1,4,2,3,2,43.0
"Davey, Aaron",2,1,1,3,3,4,1,6,1,1,6,-,-,3,4,,,-,1,2,,,39.0
"Dunn, Lynden",,,,-,2,-,1,1,1,,,,,-,-,,,,2,1,3,6,17.0
"Ferguson, Ryan",,,-,,,,,-,,,,,,,,,1,-,1,1,1,6,10.0
"Frawley, James",,,,,,,,,2,-,1,-,,1,4,1,1,,-,,,,10.0
"Garland, Colin",,,,,-,,,,,,,,,,-,,,,,,,,
"Godfrey, Simon",,1,1,1,2,-,4,3,6,-,-,8,3,2,2,3,-,3,,,,,39.0
"Green, Brad",1,4,6,-,,,1,4,4,1,1,1,-,,,4,3,5,2,4,-,3,44.0
"Holland, Ben",3,,3,,,,2,,2,,1,3,,,,,-,2,1,1,,,18.0
"Jamar, Mark",3,1,-,1,2,,,,,,,,,,,,,-,2,2,3,3,17.0
"Johnson, Chris",4,2,,,2,,,,,,,,,4,-,-,,,,,-,3,15.0
"Johnson, Paul",,,3,1,1,1,2,-,2,-,-,4,-,-,1,2,,,,,1,2,20.0
"Johnstone, Travis",5,2,1,,4,2,1,7,4,-,1,,4,,,,,,2,3,4,10,50.0
"Jones, Nathan",-,2,2,1,,-,1,2,5,1,4,2,1,2,5,1,3,-,5,10,3,4,54.0
"McDonald, James",1,6,5,1,6,4,4,2,4,3,4,-,-,4,1,2,3,6,2,2,,-,60.0
"McLean, Brock",3,,,,,,,,6,2,4,2,4,2,1,-,-,2,,5,2,1,34.0
"Miller, Brad",3,2,1,3,1,1,3,1,1,,,,,-,1,4,1,-,,,-,-,22.0
"Moloney, Brent",6,4,3,,5,5,1,,,,,,,,,3,3,3,3,,,,36.0
"Neitz, David",2,-,,,,3,2,2,1,3,2,,1,,,1,2,4,4,2,-,,29.0
"Newton, Michael",,,,,,,,,,,,,2,2,5,2,2,4,2,1,2,5,27.0
"Petterd, Ricky",,,,,4,3,,2,2,4,3,2,1,-,,,,,,,,,21.0
"Pickett, Byron",,,,2,3,2,,,,,,2,,,,,,3,1,-,-,3,16.0
"Rivers, Jared",,4,,,2,-,,,,,,,,,,,,,,,,,6.0
"Robertson, Russell",1,-,,,,,,,-,2,3,3,-,-,2,1,1,,-,-,-,3,16.0
"Sylvia, Colin",,,,3,2,4,5,-,,1,-,5,3,2,4,2,5,,2,1,1,,40.0
"Ward, Daniel",3,3,1,-,,,1,2,1,3,4,1,1,3,1,4,1,-,,,5,4,38.0
"Warnock, Matthew",,,,,,2,5,,,,,,,,,,,,,,,,7.0
"Wheatley, Paul",,1,1,-,,,,,,1,3,1,2,2,2,1,3,2,4,3,,,26.0
"Whelan, Matthew",1,2,-,1,,,,1,,,,,,,,,,,,,,,5.0
"White, Jeff",3,1,4,3,1,1,3,6,3,-,2,1,1,2,1,1,3,1,2,1,4,2,46.0
"Yze, Adem",3,,5,6,-,6,1,3,,,,2,,,,,,,,,,,26.0
Totals,59,48,45,46,47,51,47,49,58,29,48,49,41,36,41,41,43,39,43,49,40,66,1015.0
Opponent,SK,HW,GE,FR,SY,PA,WB,WC,KA,AD,CW,RI,ES,CA,BL,KA,PA,SY,WB,CW,FR,CA,
