Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Alessio, Steven",-,1,1,-,2,2,1,1,-,-,2,-,-,3,2,3,2,1,3,,,1,1,-,26.0
"Barnard, Paul",,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,3.0
"Berbakov, Peter",-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,1.0
"Bewick, Darren",2,1,2,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,1,1,-,12.0
"Blumfield, Justin",-,1,3,-,1,-,-,2,2,-,-,1,-,1,1,1,-,1,-,1,4,-,2,-,21.0
"Bolton, Mark",,,,-,,,,,,,,,,,,,,,,,,1,,,1.0
"Caracella, Blake",-,-,-,1,-,-,-,-,1,2,2,-,1,-,-,2,1,3,3,-,1,-,-,-,17.0
"Denham, Sean",,,,,1,-,,,,,,,,,,,,-,-,-,-,-,,,1.0
"Doolan, Ben",,,-,,-,,,-,-,-,-,-,,,,,,,,,,,,,
"Eastaugh, Simon",,,,,-,1,-,-,,1,,,,,,,,,,,,,,,2.0
"Fletcher, Dustin",-,-,-,-,-,-,,,-,-,-,-,-,,,,-,-,-,2,2,-,-,1,5.0
"Fraser, Mark",3,1,-,-,-,-,-,,-,,,,-,-,-,-,-,,-,-,-,-,-,-,4.0
"Grgic, Ilija",,-,-,,,,,,,,,,,,,,,,,,,,,,
"Hardwick, Damien",-,-,-,-,,,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,
"Heffernan, Chris",-,-,-,-,1,2,-,,,2,1,1,1,-,1,1,1,-,-,-,-,-,-,1,12.0
"Hird, James",2,-,,,,,,,,,,,,,,,,,,,,,,,2.0
"Jacobs, Danny",,,,,,,,,,,,,,-,,,,,,,,,,,
"Johnson, Jason",,,,,-,,,,,,,,,,,-,,,,-,-,,,,
"Johnson, Mark",-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Lalich, Judd",-,-,,,,,,,,,,,,1,-,-,-,-,,-,-,,,,1.0
"Lloyd, Matthew",2,3,12,-,7,5,3,2,7,2,7,3,1,,,4,5,-,3,3,7,3,7,2,88.0
"Long, Michael",-,3,-,-,,,,-,-,-,-,1,-,-,-,-,-,-,,-,1,1,1,2,9.0
"Lucas, Scott",1,1,1,-,5,-,2,-,1,1,,,,,,,,,,,,,,,12.0
"McVeigh, Mark",-,,1,-,,,,,-,-,-,,1,-,-,,,,,,,,,,2.0
"Mercuri, Mark",-,-,4,-,2,,1,1,,2,-,1,3,1,1,2,1,2,2,1,1,,1,1,27.0
"Misiti, Joe",-,-,,,,-,-,1,-,-,-,1,-,-,1,-,1,2,-,,,,1,-,7.0
"Moorcroft, Gary",,,,,1,3,1,-,4,-,1,1,,,,2,-,1,2,1,-,2,3,2,24.0
"Prior, Michael",,,,,,-,-,-,1,-,1,-,-,1,-,-,-,-,,,,,-,-,3.0
"Ramanauskas, Adam",,,,,,,,-,-,,,,,,,,,,,,,,,,
"Rioli, Dean",,,1,,3,-,2,1,-,1,1,2,-,-,,,,,-,3,-,2,1,3,20.0
"Solomon, Dean",,,,1,-,-,-,-,-,-,2,-,1,-,-,-,1,,-,,-,-,1,-,6.0
"Somerville, Peter",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Symons, Michael",-,1,-,-,-,1,-,-,,,,,,,-,,,-,-,-,-,-,,,2.0
"Ukovic, Andrew",-,,,-,,,,,,,,,,-,-,-,1,-,,,,,,,1.0
"Wallis, Dean",-,-,-,-,1,-,-,1,-,,-,1,-,1,-,2,-,-,2,-,-,-,-,-,8.0
"Wellman, Sean",,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Young, Barry",-,-,-,-,,2,-,,-,-,-,-,1,3,-,-,3,,2,-,,-,-,-,11.0
Totals,10,13,25,3,24,18,10,9,17,11,17,12,9,11,6,17,18,10,19,11,16,11,19,13,329.0
Opponent,CA,KA,SY,WC,CW,RI,ME,SK,HW,AD,GE,BL,WB,FR,PA,CA,KA,SY,WC,CW,RI,ME,SY,CA,
