Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Alessio, Steven",2,-,-,4,2,-,1,1,1,2,-,1,3,1,3,-,1,3,1,,,-,-,-,26.0
"Barnard, Paul",,,-,1,1,2,-,-,-,3,1,1,-,3,1,1,1,-,1,3,-,-,-,1,20.0
"Berbakov, Peter",2,-,-,-,-,2,1,-,,,,,,,,,,,,,,,,,5.0
"Bewick, Darren",-,1,1,1,-,1,-,-,-,1,-,-,1,-,-,1,1,1,1,2,-,-,-,1,13.0
"Blumfield, Justin",1,1,-,1,-,-,-,1,1,1,1,-,-,-,-,-,1,2,2,1,2,1,1,-,17.0
"Bolton, Mark",,,,-,,,,,,,,,,,,,,,,,,-,,,
"Caracella, Blake",-,2,-,-,-,1,-,-,2,5,1,-,2,3,1,-,1,1,1,-,-,1,-,-,21.0
"Denham, Sean",,,,,-,1,,,,,,,,,,,,3,2,2,-,2,,,10.0
"Doolan, Ben",,,-,,-,,,-,1,1,2,-,,,,,,,,,,,,,4.0
"Eastaugh, Simon",,,,,3,5,1,1,,2,,,,,,,,,,,,,,,12.0
"Fletcher, Dustin",2,1,1,1,-,-,,,2,-,1,-,1,,,,-,1,-,-,3,1,1,1,16.0
"Fraser, Mark",1,-,-,1,-,-,-,,-,,,,-,-,-,-,-,,1,-,-,1,-,1,5.0
"Grgic, Ilija",,-,2,,,,,,,,,,,,,,,,,,,,,,2.0
"Hardwick, Damien",-,2,1,5,,,-,2,2,-,-,2,-,-,-,,,-,3,1,-,1,-,1,20.0
"Heffernan, Chris",1,2,1,3,-,-,4,,,1,1,-,1,-,-,1,1,1,1,2,-,4,-,2,26.0
"Hird, James",1,2,,,,,,,,,,,,,,,,,,,,,,,3.0
"Jacobs, Danny",,,,,,,,,,,,,,-,,,,,,,,,,,
"Johnson, Jason",,,,,-,,,,,,,,,,,2,,,,-,1,,,,3.0
"Johnson, Mark",1,1,,,,,,,,,,1,-,1,2,2,1,-,1,2,1,2,1,-,16.0
"Lalich, Judd",2,-,,,,,,,,,,,,2,2,-,-,-,,1,-,,,,7.0
"Lloyd, Matthew",1,2,-,2,1,1,-,3,2,1,-,-,-,,,-,-,3,2,4,2,-,2,-,26.0
"Long, Michael",-,1,2,-,,,,1,1,-,1,1,1,-,1,-,2,-,,1,1,2,-,1,16.0
"Lucas, Scott",3,-,2,2,1,-,-,-,1,-,,,,,,,,,,,,,,,9.0
"McVeigh, Mark",1,,-,2,,,,,2,-,1,,-,-,1,,,,,,,,,,7.0
"Mercuri, Mark",2,1,-,4,-,,1,2,,1,-,2,1,3,2,1,3,3,2,1,1,,-,2,32.0
"Misiti, Joe",1,-,,,,3,1,1,1,2,1,2,1,-,-,1,1,1,-,,,,1,-,17.0
"Moorcroft, Gary",,,,,2,-,4,2,1,3,2,1,,,,-,1,1,2,2,-,2,3,1,27.0
"Prior, Michael",,,,,,-,-,1,1,-,1,1,2,-,1,1,-,1,,,,,3,-,12.0
"Ramanauskas, Adam",,,,,,,,-,-,,,,,,,,,,,,,,,,
"Rioli, Dean",,,-,,-,-,-,2,1,4,-,-,1,-,,,,,1,3,1,2,-,-,15.0
"Solomon, Dean",,,,1,1,2,4,2,1,-,2,1,3,1,1,1,3,,1,,1,-,-,1,26.0
"Somerville, Peter",,,,,,,,,,,2,-,1,2,3,4,-,1,-,-,1,1,1,2,18.0
"Symons, Michael",-,-,-,2,-,-,-,-,,,,,,,-,,,1,1,-,1,1,,,6.0
"Ukovic, Andrew",-,,,-,,,,,,,,,,-,-,2,-,-,,,,,,,2.0
"Wallis, Dean",2,1,-,2,-,2,3,-,1,,-,-,3,1,-,1,1,2,3,1,-,3,-,4,30.0
"Wellman, Sean",,-,-,-,3,-,1,-,1,-,-,-,1,,1,1,2,1,1,-,-,1,1,1,15.0
"Young, Barry",1,-,2,-,,-,-,,1,2,3,1,-,-,-,-,1,,3,1,,-,2,-,17.0
Totals,24,17,12,32,14,20,21,19,23,29,20,14,22,17,19,19,21,26,30,27,15,25,16,19,501.0
Opponent,CA,KA,SY,WC,CW,RI,ME,SK,HW,AD,GE,BL,WB,FR,PA,CA,KA,SY,WC,CW,RI,ME,SY,CA,
