Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Apeness, Michael",,,,,,,,,,,,,,,-,-,,,,,,,,,
"Ballantyne, Hayden",3,-,1,1,2,,2,-,3,3,1,6,5,3,3,5,,3,1,,3,4,-,,49.0
"Barlow, Michael",1,2,,,,,1,-,1,-,-,2,2,-,1,1,1,2,1,1,,-,-,2,18.0
"Clarke, Zac",,,,1,-,-,3,3,-,-,-,1,-,-,2,1,-,-,-,-,1,-,-,-,12.0
"Crowley, Ryan",2,1,1,1,-,-,1,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,9.0
"Crozier, Hayden",,,-,-,,-,-,-,,,,,,,,,,,3,2,1,-,-,2,8.0
"Dawson, Zac",-,-,,-,-,-,-,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Duffield, Paul",-,1,2,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Duffy, Max",,,,,,,,,,,,,,,,,,,2,-,,,,,2.0
"Fyfe, Nat",1,-,,,-,2,1,2,1,-,2,1,-,1,-,2,2,2,2,2,,,1,2,24.0
"Griffin, Jonathon",,,,,,,,,,,,,,,,,-,,,,,,,,
"Hannath, Jack",-,-,-,,,,,,,,,,,,,,,,,,,,,,
"Hill, Stephen",1,1,-,2,-,-,,1,-,4,-,-,-,3,,,,1,1,3,1,-,-,-,18.0
"Ibbotson, Garrick",,,-,,,,,,,-,-,-,-,-,-,,,-,,,-,-,-,-,
"Johnson, Michael",-,1,-,-,2,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,,,3.0
"Mayne, Chris",-,-,1,,-,1,1,1,-,-,1,-,1,1,1,1,1,-,-,-,1,2,-,-,13.0
"McPharlin, Luke",-,-,-,1,-,-,-,,,-,-,,,,-,,-,-,-,,,,,,1.0
"Morabito, Anthony",,,,,,,,,,,,,,,-,-,1,,,,,,,,1.0
"Mundy, David",2,-,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,2,1,1,-,11.0
"Mzungu, Tendai",1,2,-,1,1,-,-,-,2,-,-,-,-,-,2,-,-,-,,-,-,1,2,-,12.0
"Neale, Lachie",-,,-,2,-,1,1,-,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,-,8.0
"Pavlich, Matthew",1,-,4,3,4,2,-,1,3,2,3,3,3,1,,3,2,-,-,5,,2,4,-,46.0
"Pearce, Clancee",,,,-,-,-,-,-,,,,,-,-,-,-,,,,,,,,,
"Pearce, Danyle",2,1,1,2,-,-,-,-,1,-,1,1,1,1,2,2,1,-,-,1,1,-,-,1,19.0
"Sandilands, Aaron",-,-,1,-,-,1,-,-,-,1,-,-,1,-,1,1,,-,-,1,-,-,-,1,8.0
"Sheridan, Tom",1,1,-,,,-,,,1,-,1,-,,,,,,,,,,,,,4.0
"Silvagni, Alex",,,,,,,,-,-,,,-,-,,,,,,,-,-,,-,,
"Simpson, Josh",,,,-,,,,,,,,,,,,,,,,,,,,,
"Spurr, Lee",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,3.0
"Suban, Nick",,-,-,1,-,-,-,2,-,1,1,-,1,1,1,3,-,-,-,,-,-,,-,11.0
"Sutcliffe, Cam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,1,-,4.0
"Sylvia, Colin",,,,,,,,,,,,-,-,1,-,-,-,,,,,,,,1.0
"Taberner, Matthew",,,,2,-,,,,,,,,,-,,,1,,,1,1,2,-,-,7.0
"Walters, Michael",2,2,-,,,,,,,,,,,,,,,,,1,3,3,1,3,15.0
"de Boer, Matt",-,-,-,-,1,-,1,1,-,,,,,,,,-,-,-,,1,,,-,4.0
Totals,17,12,11,18,11,8,11,11,13,13,12,16,15,13,15,21,9,12,11,17,15,16,10,11,318.0
Opponent,CW,GC,HW,ES,SY,NM,WC,PA,GE,WB,AD,RI,BL,WC,ME,GW,SK,CA,GE,HW,BL,PA,SY,PA,
