Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Baker, Steven",-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ball, Luke",-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.0
"Black, Heath",-,-,-,-,-,-,-,,,,-,-,-,-,1,-,-,-,-,-,-,,-,,-,1.0
"Blake, Jason",11,9,1,,,,,19,8,15,,,9,6,10,4,11,15,11,13,18,12,7,1,3,183.0
"Clarke, Raphael",,,,,,,,,,,,,,,,,-,,,,,,,,,
"Clarke, Xavier",-,-,,,-,-,-,-,-,-,,-,-,-,1,,-,-,,-,-,-,-,-,,1.0
"Dal Santo, Nick",2,-,3,-,-,-,-,-,1,1,-,-,2,-,-,1,-,-,2,2,2,-,1,-,-,17.0
"Ferguson, Matthew",,,,,,,,,,,,,,,,-,1,-,-,-,,,,,,1.0
"Fisher, Leigh",,,,,-,-,1,-,-,,,,,,,,,,,,,,,,,1.0
"Fisher, Sam",,,,,,,-,,,,,,,,1,-,-,-,-,-,,,,,,1.0
"Gehrig, Fraser",-,1,-,-,1,1,1,-,1,-,2,1,-,-,,,-,-,-,-,-,-,-,-,-,8.0
"Goddard, Brendon",-,-,-,-,1,-,-,-,-,-,2,1,1,1,,-,1,-,2,-,-,4,1,-,-,14.0
"Gram, Jason",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Guerra, Brent",,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,-,-,-,
"Hamill, Aaron",1,-,-,,-,,-,-,-,1,-,-,,-,1,-,,-,-,-,-,-,,,,3.0
"Harvey, Robert",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,-,1.0
"Hayes, Lenny",-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Hudghton, Max",,,,,,-,-,-,-,-,1,1,-,-,-,,,,,-,-,-,-,-,-,2.0
"Jones, Austinn",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Knobel, Trent",20,8,13,19,24,18,17,12,17,24,23,14,14,5,27,24,18,21,,13,26,11,42,28,22,460.0
"Koschitzke, Justin",5,1,10,1,2,10,,-,17,4,14,10,6,,,,,,,,1,1,1,8,13,104.0
"Maguire, Matt",2,-,-,-,-,-,-,1,-,-,-,-,,,1,,,,,,,-,1,3,3,11.0
"Milne, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,-,-,
"Montagna, Leigh",,,,-,,,,,,,-,,,,,-,-,-,-,-,-,-,,,,
"Moyle, Brett",,,,-,,,,,,,,,,,,,,,,,,,,,,
"Murray, Allan",,,,,,,,,,,,,,,,,,,-,,,,-,,,
"Peckett, Justin",-,-,-,-,-,,,,,,,,,,,-,-,-,-,,,,,-,-,
"Penny, Luke",-,-,-,-,,-,-,-,-,2,-,-,1,-,-,,,,,-,-,-,2,-,-,5.0
"Powell, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,,-,-,
"Riewoldt, Nick",1,-,2,-,3,-,-,1,1,-,4,-,-,-,-,1,-,1,-,1,-,1,1,5,-,22.0
"Schwarze, Troy",,,-,3,3,-,1,-,-,-,-,,-,1,-,,,,-,-,1,-,-,,,9.0
"Stone, Nick",,,,,,,,,,,,,,,,,,,4,3,,,,,,7.0
"Thompson, Andrew",-,-,1,-,-,-,-,1,-,-,-,-,-,2,-,1,1,-,-,,-,-,-,-,-,6.0
"Voss, Brett",-,-,-,-,1,-,-,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,-,3.0
Totals,42,19,31,23,35,30,20,34,45,47,46,28,33,15,43,32,32,37,19,33,49,29,56,45,41,864.0
Opponent,GE,ES,RI,AD,KA,BL,FR,CW,WC,CA,SY,WB,HW,PA,ME,RI,ES,GE,AD,KA,BL,FR,BL,SY,PA,
