Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,Tot
"Baguley, Mark",,,,,,,,,,,,,,,-,-,-,-,-,,-,-,
"Bellchambers, Tom",,,1,-,-,1,1,2,2,-,-,,,,-,4,-,-,-,1,-,,12.0
"Browne, Alex",,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"Carlisle, Jake",,1,-,,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,,,4.0
"Colyer, Travis",,,,,,-,-,,1,-,,,,,,,,-,-,,,,1.0
"Crameri, Stewart",3,3,4,6,-,1,4,2,2,2,-,2,1,,,2,,,2,1,3,-,38.0
"Davey, Alwyn",,,1,1,2,-,1,-,1,-,3,,,1,2,-,-,-,1,1,-,,14.0
"DellOlio, Cory",,,,-,1,,,,,,,2,2,,2,1,3,,,,,-,11.0
"Dempsey, Courtenay",-,-,-,,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Dyson, Ricky",,,-,-,-,-,-,-,-,-,-,,,-,1,-,,,,,,,1.0
"Fletcher, Dustin",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,,,
"Gumbleton, Scott",,,,,,,,,,,,,,,1,1,5,3,1,,-,,11.0
"Hardingham, Kyle",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Heppell, Dyson",-,-,-,-,-,-,-,-,,,1,-,-,-,-,-,-,-,-,-,-,1,2.0
"Hibberd, Michael",-,-,-,-,-,,,,,,,-,-,-,-,,,,-,-,-,-,
"Hille, David",2,-,,,,,,,,,,1,1,2,3,-,2,,,,,-,11.0
"Hocking, Heath",-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,
"Hooker, Cale",-,,,-,-,1,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,1.0
"Howlett, Ben",-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,-,2.0
"Hurley, Michael",5,3,2,1,,,,2,-,2,2,3,3,1,,,,-,5,4,1,2,36.0
"Jetta, Leroy",1,2,-,-,-,2,1,1,,-,-,-,1,-,1,-,1,-,-,-,-,-,10.0
"Kavanagh, Elliott",,,,,,,,,,,,,,,,,-,,,,,,
"Lee, Brendan",,,,,,,,,,,,,,,,,,,-,-,,,
"Lonergan, Sam",,-,,-,-,1,1,-,1,-,-,,-,-,,,,-,-,1,,,4.0
"Lovett-Murray, Nathan",-,1,,,,1,-,-,-,-,1,-,-,-,-,-,-,-,-,,-,,3.0
"McVeigh, Mark",2,-,,,,,,,-,,,,,,,,,,,,,,2.0
"Melksham, Jake",2,-,1,-,-,1,1,-,-,-,-,1,-,-,2,-,-,-,1,-,-,-,9.0
"Merrett, Jackson",,,,,,,,,,,,,,,,,,,,,,-,
"Monfries, Angus",1,3,-,-,-,2,-,2,1,1,1,2,,,,1,2,,-,-,3,-,19.0
"Myers, David",-,-,,,,,,,,,-,-,-,-,-,1,,,,,,1,2.0
"OBrien, Nick",,,,,,,,,,,,,,,,,,,,,-,-,
"Pears, Tayte",-,-,-,-,-,,,,-,-,,,,,,,,-,,,-,-,
"Reimers, Kyle",,,1,,,,,,,,,1,5,1,1,,,,,,,,9.0
"Ryder, Paddy",2,-,2,-,-,-,4,3,2,1,1,-,2,-,,,,,,3,,,20.0
"Slattery, Henry",,,,,,,,,-,,,,,,,,,-,,,,,
"Stanton, Brent",-,-,-,1,-,-,3,1,1,-,1,1,1,-,1,-,-,,,-,-,-,10.0
"Watson, Jobe",1,-,-,-,-,-,-,3,-,-,1,-,-,1,-,-,-,-,2,-,-,1,9.0
"Winderlich, Jason",,,,,,,,,,,,,,,,,2,5,,,,,7.0
"Zaharakis, David",-,-,-,1,-,-,-,-,2,-,,,,,,,,,,-,-,-,3.0
Totals,19,14,12,10,4,10,17,16,13,6,12,13,16,8,14,10,15,8,12,11,7,5,252.0
Opponent,NM,PA,GC,CA,CW,BL,WC,RI,GW,ME,SY,FR,WB,SK,PA,GE,HW,AD,NM,CA,RI,CW,
