Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Barrass, Tom",,,,,,,,,,,,,,,,1,1,,,,3,,,,,5.0
"Bennell, Jamie",,1,,,4,2,2,1,1,,,,,,,,,,2,1,1,,,,,15.0
"Brown, Mitch",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Sam",3,,2,3,4,3,1,1,3,2,1,,1,,,,,1,5,,,-,-,1,6,37.0
"Colledge, Brant",,,,,,,,,-,,,,,,,,,,,,,,,,,
"Cripps, Jamie",2,-,-,-,1,-,-,-,-,-,1,1,2,-,-,-,-,-,1,-,1,-,-,-,2,11.0
"Darling, Jack",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,3.0
"Duggan, Liam",,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,1.0
"Ellis, Xavier",,,,,,,,,,,5,5,2,1,4,1,1,-,1,4,2,1,3,4,3,37.0
"Gaff, Andrew",2,1,2,1,4,3,1,1,1,1,3,4,3,-,4,2,2,3,2,2,1,1,1,2,4,51.0
"Hill, Josh",,,1,1,-,3,-,2,-,-,-,-,-,-,-,-,1,,-,-,-,-,1,-,-,9.0
"Hurn, Shannon",5,2,4,4,-,5,2,5,3,5,2,1,2,-,3,5,7,3,3,3,3,2,6,2,2,79.0
"Hutchings, Mark",,,,,,,-,,,,,,,-,-,-,-,1,2,1,-,1,1,-,2,8.0
"Kennedy, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Lamb, Tom",3,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"LeCras, Mark",1,-,-,1,-,1,1,-,-,1,2,-,-,1,-,-,-,-,,-,-,-,-,-,1,9.0
"Lycett, Scott",-,-,-,-,,,,,,,,,,,,,,3,-,,,,,,,3.0
"Masten, Chris",-,1,5,-,4,1,-,-,3,-,1,2,3,4,5,-,3,3,2,,,1,,-,1,39.0
"McGinnity, Patrick",-,-,-,,-,,,,,,,,,,,,,1,-,-,-,,-,,,1.0
"McGovern, Jeremy",4,2,1,3,1,1,,7,4,3,-,3,1,-,1,,,2,,,3,3,-,2,1,42.0
"McInnes, Fraser",,,,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Naitanui, Nic",-,-,-,1,-,1,-,1,-,-,-,-,2,-,-,1,2,,,3,3,-,-,1,-,15.0
"Nelson, Jackson",4,3,1,2,,-,-,4,-,3,,,,,,,,,,2,,-,,,,19.0
"Newman, Murray",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Priddis, Matt",1,1,1,-,1,1,2,-,-,3,1,1,2,2,1,2,1,1,1,1,1,2,,-,-,26.0
"Rosa, Matt",-,1,4,3,,,,,,,,1,,3,2,-,4,1,-,3,3,2,2,-,2,31.0
"Schofield, Will",,3,5,2,1,2,2,3,-,3,-,2,4,2,1,-,2,4,3,,,,5,3,3,50.0
"Selwood, Scott",2,,,,,,,1,2,1,2,3,-,-,-,1,-,1,,,,,2,,,15.0
"Sheed, Dom",2,-,1,2,1,-,-,,,1,-,1,2,-,1,2,2,-,-,-,1,6,1,4,2,29.0
"Sheppard, Brad",2,1,2,1,2,1,2,2,2,6,2,-,5,1,2,3,3,2,6,-,5,1,1,2,4,58.0
"Shuey, Luke",-,1,1,-,1,-,-,-,1,1,-,-,1,-,1,-,3,2,1,-,1,3,-,-,1,18.0
"Sinclair, Callum",,,,,-,-,-,1,1,1,1,-,-,-,-,1,-,,-,-,-,1,2,2,-,10.0
"Tunbridge, Simon",,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wellingham, Sharrod",4,2,1,-,3,5,2,2,2,1,1,3,3,3,4,5,3,2,-,2,,2,1,4,2,57.0
"Yeo, Elliot",6,1,2,-,-,2,-,1,,2,4,2,-,2,1,-,1,2,2,2,2,-,1,4,1,38.0
Totals,41,20,33,24,27,31,15,33,23,34,26,29,33,19,30,25,36,32,31,24,33,26,27,31,37,720.0
Opponent,WB,CA,FR,BL,GW,PA,GC,SK,GE,NM,ES,RI,ME,AD,CW,SY,GC,HW,FR,WB,AD,SK,HW,NM,HW,
