Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Barrass, Tom",,,,,,,,,,,,,,,,-,2,,,,4,,,,,6.0
"Bennell, Jamie",,-,,,-,-,1,-,-,,,,,,,,,,-,-,-,,,,,1.0
"Brown, Mitch",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Sam",-,,-,-,-,-,1,-,-,-,1,,-,,,,,1,-,,,-,-,-,-,3.0
"Colledge, Brant",,,,,,,,,-,,,,,,,,,,,,,,,,,
"Cripps, Jamie",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Darling, Jack",,,,,,,,,,,2,1,-,3,1,1,2,1,3,2,1,-,2,-,2,21.0
"Duggan, Liam",,-,-,-,-,1,-,-,-,2,-,-,-,,,,,,,,,,,,,3.0
"Ellis, Xavier",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2.0
"Gaff, Andrew",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,3.0
"Hill, Josh",,,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,,-,2,1,1,-,2,1,11.0
"Hurn, Shannon",-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,1,1,-,-,1,1,-,-,-,-,7.0
"Hutchings, Mark",,,,,,,1,,,,,,,-,-,-,-,-,1,1,-,1,-,-,-,4.0
"Kennedy, Josh",-,4,1,1,2,1,1,1,1,2,-,2,1,1,1,1,2,1,1,4,1,3,3,3,1,39.0
"Lamb, Tom",-,,,,,,,,,,,,,,,,,,,,,,,,,
"LeCras, Mark",-,-,-,-,-,1,-,1,1,-,-,-,2,1,-,-,1,-,,-,-,1,-,1,-,9.0
"Lycett, Scott",1,1,1,2,,,,,,,,,,,,,,-,1,,,,,,,6.0
"Masten, Chris",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,-,-,
"McGinnity, Patrick",-,-,-,,-,,,,,,,,,,,,,-,-,1,-,,-,,,1.0
"McGovern, Jeremy",5,-,2,2,1,3,,2,-,1,2,1,-,-,1,,,1,,,2,3,-,1,1,28.0
"McInnes, Fraser",,,,2,-,-,1,1,-,1,,,,,,,,,,,,,,,,5.0
"Naitanui, Nic",-,-,1,1,-,2,-,-,2,1,-,-,-,2,2,4,-,,,1,3,1,1,2,-,23.0
"Nelson, Jackson",-,-,-,-,,-,-,-,-,-,,,,,,,,,,-,,-,,,,
"Newman, Murray",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Priddis, Matt",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,1.0
"Rosa, Matt",-,-,-,1,,,,,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Schofield, Will",,1,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,-,-,-,4.0
"Selwood, Scott",-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,,,,-,,,
"Sheed, Dom",-,-,-,-,-,-,-,,,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-,3.0
"Sheppard, Brad",-,-,-,1,-,-,1,1,1,-,1,-,-,1,2,4,1,2,1,1,2,-,1,2,-,22.0
"Shuey, Luke",-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Sinclair, Callum",,,,,1,1,2,1,2,-,2,-,-,1,5,2,2,,2,1,1,2,2,2,-,29.0
"Tunbridge, Simon",,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Wellingham, Sharrod",1,-,-,-,-,1,-,1,2,2,-,-,-,1,1,1,-,1,1,-,,-,2,-,-,14.0
"Yeo, Elliot",-,1,-,1,1,2,2,3,,3,1,4,-,2,2,2,1,2,1,1,-,-,2,-,1,32.0
Totals,7,9,7,12,8,12,12,11,11,13,10,9,5,12,15,17,14,9,11,15,18,14,13,13,6,283.0
Opponent,WB,CA,FR,BL,GW,PA,GC,SK,GE,NM,ES,RI,ME,AD,CW,SY,GC,HW,FR,WB,AD,SK,HW,NM,HW,
