Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Barrass, Tom",,,,,,,,,,,,,,,,-,-,,,,1,,,,,1.0
"Bennell, Jamie",,-,,,-,-,-,-,-,,,,,,,,,,-,-,-,,,,,
"Brown, Mitch",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, Sam",-,,1,-,-,1,1,1,-,-,-,,-,,,,,-,-,,,-,-,-,-,4.0
"Colledge, Brant",,,,,,,,,1,,,,,,,,,,,,,,,,,1.0
"Cripps, Jamie",-,3,1,-,-,-,2,1,-,-,-,1,2,2,2,-,1,-,-,2,-,1,1,3,-,22.0
"Darling, Jack",,,,,,,,,,,-,-,2,1,2,-,1,-,-,2,1,2,-,-,1,12.0
"Duggan, Liam",,-,-,-,-,-,-,2,-,-,-,-,-,,,,,,,,,,,,,2.0
"Ellis, Xavier",,,,,,,,,,,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2.0
"Gaff, Andrew",-,-,-,-,1,-,1,-,1,-,-,-,1,-,-,-,2,-,1,-,-,1,-,-,-,8.0
"Hill, Josh",,,3,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,-,1,-,2,1,-,-,9.0
"Hurn, Shannon",1,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,6.0
"Hutchings, Mark",,,,,,,-,,,,,,,-,1,-,-,-,2,1,1,-,-,1,-,6.0
"Kennedy, Josh",1,1,-,3,1,1,1,2,2,-,1,1,-,-,-,-,-,-,1,1,1,-,-,-,1,18.0
"Lamb, Tom",-,,,,,,,,,,,,,,,,,,,,,,,,,
"LeCras, Mark",5,1,-,-,1,2,1,1,2,1,1,-,-,1,2,1,-,3,,-,-,-,2,-,1,25.0
"Lycett, Scott",1,-,-,-,,,,,,,,,,,,,,-,-,,,,,,,1.0
"Masten, Chris",2,1,-,-,-,-,-,-,-,3,-,2,1,2,-,-,-,1,-,,,-,,1,-,13.0
"McGinnity, Patrick",1,1,-,,-,,,,,,,,,,,,,-,-,-,-,,-,,,2.0
"McGovern, Jeremy",1,-,-,-,1,-,,-,1,-,-,-,1,-,-,,,-,,,-,-,-,-,-,4.0
"McInnes, Fraser",,,,-,-,-,1,1,1,-,,,,,,,,,,,,,,,,3.0
"Naitanui, Nic",-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,4.0
"Nelson, Jackson",-,-,-,-,,-,-,-,-,-,,,,,,,,,,-,,1,,,,1.0
"Newman, Murray",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Priddis, Matt",-,1,2,-,3,2,1,1,1,1,2,-,2,2,-,-,-,2,-,1,1,-,,1,-,23.0
"Rosa, Matt",-,1,-,-,,,,,,,,-,,1,-,1,-,-,-,1,-,-,-,-,1,5.0
"Schofield, Will",,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,,,,-,-,-,3.0
"Selwood, Scott",-,,,,,,,-,1,-,-,-,1,2,-,1,1,-,,,,,-,,,6.0
"Sheed, Dom",-,1,1,2,1,1,1,,,-,-,-,-,2,-,1,-,1,-,2,1,1,-,-,-,15.0
"Sheppard, Brad",-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,5.0
"Shuey, Luke",-,2,1,1,2,-,4,-,-,-,1,-,1,-,-,1,-,1,2,1,3,2,1,-,-,23.0
"Sinclair, Callum",,,,,-,1,-,1,-,-,-,1,1,-,1,2,-,,-,1,-,-,1,-,-,9.0
"Tunbridge, Simon",,1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Wellingham, Sharrod",-,2,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,2,,-,-,-,-,7.0
"Yeo, Elliot",-,-,-,1,1,-,-,-,,-,-,-,-,3,-,-,-,-,1,-,-,-,1,-,-,7.0
Totals,12,16,9,8,13,8,14,13,11,5,7,8,13,17,8,11,5,9,8,15,9,11,7,6,5,248.0
Opponent,WB,CA,FR,BL,GW,PA,GC,SK,GE,NM,ES,RI,ME,AD,CW,SY,GC,HW,FR,WB,AD,SK,HW,NM,HW,
