Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Angus, Geoff",,,,,,,,,,,,,,2,2,-,1,,5.0
"Arthur, Graham",5,3,1,2,-,3,2,3,4,2,-,5,3,,3,5,1,2,44.0
"Beck, Ken",,,1,7,5,6,5,2,5,8,2,5,4,5,6,8,4,10,83.0
"Blood, Michael",,,,,,,,,,,,,,,2,7,2,3,14.0
"Bremner, Ian",,-,,1,,,,,5,4,,5,,3,6,2,4,5,35.0
"Browne, Morton",6,4,,,,,,,,,,,,,,,,,10.0
"Browne, Richard",,-,,3,3,2,3,2,2,1,1,,,,,,,,17.0
"Chilton, Peter",,,,1,1,-,-,,,,,,,,,,,-,2.0
"Crimmins, Peter",,,,,2,-,2,-,4,-,1,3,1,2,-,1,3,2,21.0
"Crowe, Vin",-,,3,3,,,2,4,1,2,-,,,,,,3,1,19.0
"Dunshea, John",1,3,5,2,1,1,4,1,,,3,,3,2,3,4,2,-,35.0
"Ferguson, Neil",-,1,2,,,,-,2,4,,,,-,3,4,1,,,17.0
"Gardner, John",3,3,1,5,2,5,2,3,6,,,3,4,,,3,2,-,42.0
"Gay, Terry",8,3,6,5,5,5,2,,,-,3,5,8,6,6,,3,12,77.0
"Gordes, Norm",4,6,2,4,5,-,,-,,1,1,1,4,,,,,,28.0
"Growcott, Ross",1,,,,,,,,,,,,,,,,,,1.0
"Horkings, Ray",,,1,1,-,,,,-,,6,-,-,-,1,,1,,10.0
"Hudson, Peter",,2,5,5,4,3,12,4,5,6,4,10,6,7,5,6,3,3,90.0
"Jenkins, Dennis",,,,,,,,,,,1,1,2,1,3,5,2,1,16.0
"Johnson, Ted",5,1,3,,,,,,2,-,5,-,1,-,2,1,,,20.0
"Keddie, Bob",5,2,3,2,5,3,5,5,7,4,3,7,2,5,3,4,4,5,74.0
"Lade, Phil",,,,,,,,-,,,,,,,,,,,
"Law, Ian",2,,1,-,1,,,1,,,,,,,,,,,5.0
"Leng, Dave",,,,,,,,,,,,,,,,,-,,
"Lester, Garry",,,,,,2,,,,4,2,-,6,3,5,2,3,2,29.0
"Mares, Daryl",,,,,,,,,,,,,,,,-,,,
"McLean, Kevin",3,4,,,,,,,,,,,,,,,,,7.0
"Meagher, Des",7,8,-,4,3,4,2,3,4,4,,3,5,5,1,-,,4,57.0
"Olsson, Rod",-,2,1,4,2,2,2,3,2,-,2,3,2,6,2,4,3,-,40.0
"Parkin, David",2,2,1,2,2,5,8,3,1,2,4,2,4,1,,,,4,43.0
"Poole, Reg",1,2,2,4,4,2,2,4,1,,1,,-,2,3,1,1,2,32.0
"Porter, Michael",3,5,1,1,1,,3,-,,,,,,,,,,,14.0
"Reid, Bruce",,,,,,1,,,,,,,,,,,,,1.0
"Robson, Rodney",,,,,,,,,-,,,,,,,,,,
"Ryan, Peter",,,,,,,,,,3,,,,,,,,,3.0
"Scott, Don",,,,,6,4,-,,,,,1,4,-,4,1,-,,20.0
"Smith, Norman",,,,,,2,1,2,2,2,,,,,,,,,9.0
"Smith, Wes",-,-,-,-,,1,,,,1,-,-,,,,,,2,4.0
"Wilson, Ray",2,4,-,,3,,1,1,6,2,3,2,4,1,1,2,-,1,33.0
"Wynd, Phil",,,,,,,,,2,3,-,-,,-,,,,,5.0
Totals,58,55,39,56,55,51,58,43,63,49,42,56,63,54,62,57,42,59,962.0
Opponent,SM,CA,GE,SK,RI,NM,FI,ME,ES,CW,FO,SM,CA,GE,SK,RI,NM,FI,
