Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Amartey, Joel",,2,1,-,2,,,,,,,-,3,2,10.0
"Blakey, Nick",-,1,-,-,-,-,-,1,3,-,3,-,-,-,8.0
"Buller, Jack",,,,,,,,,,,,,-,,
"Campbell, Braeden",-,-,-,-,-,-,-,-,-,-,1,-,-,2,3.0
"Clarke, Ryan",,,,,,-,-,-,-,-,-,-,,-,
"Cunningham, Harry",-,-,-,-,-,-,-,1,-,1,-,-,-,-,2.0
"Florent, Oliver",-,1,-,-,-,-,-,-,-,-,-,1,-,-,2.0
"Fox, Robbie",,,,-,-,1,,1,2,2,1,-,-,1,8.0
"Francis, Aaron",,,,,,2,-,1,2,1,2,-,1,-,9.0
"Franklin, Lance",3,,2,-,,,3,1,-,4,-,1,,,14.0
"Gould, Will",,,,,-,-,,,-,-,,,,,
"Gulden, Errol",-,-,-,-,-,-,1,-,-,1,-,-,-,1,3.0
"Hayward, Will",1,2,-,1,3,-,1,2,-,1,1,-,-,,12.0
"Heeney, Isaac",-,1,-,2,2,2,2,1,-,2,1,1,,1,15.0
"Hickey, Tom",,,,,,,,,-,,-,-,-,2,2.0
"Ladhams, Peter",-,-,1,-,-,-,1,1,,-,,,,,3.0
"Lloyd, Jake",-,-,-,2,-,-,1,-,-,-,-,-,-,-,3.0
"McAndrew, Lachlan",,,,,,,,,,-,1,,,,1.0
"McCartin, Paddy",1,-,-,-,,,,,,,,,,,1.0
"McCartin, Tom",-,1,2,-,,,1,1,,,,,,,5.0
"McDonald, Logan",-,1,1,1,1,-,1,-,-,,,,,2,7.0
"McInerney, Justin",-,-,-,-,-,1,,-,-,-,-,-,-,-,1.0
"McLean, Hayden",1,1,,,2,-,1,2,2,-,4,4,-,3,20.0
"Melican, Lewis",,,,,,,,,,,-,-,-,-,
"Mills, Callum",-,-,-,1,-,1,-,-,-,,,,,2,4.0
"Papley, Tom",-,3,-,1,-,-,-,-,1,-,2,-,-,1,8.0
"Parker, Luke",-,-,-,1,-,-,-,-,-,2,-,,-,1,4.0
"Rampe, Dane",1,-,-,-,,,,,,,,1,-,-,2.0
"Roberts, Matt",-,-,-,,-,-,,,,,,,,,
"Rowbottom, James",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sheather, Marc",,,,,,,1,-,1,,,,,,2.0
"Sheldrick, Angus",,,,,,,-,,,-,,-,1,1,2.0
"Stephens, Dylan",-,-,-,-,-,-,1,,,-,,,-,,1.0
"Warner, Chad",-,-,-,-,-,-,-,-,-,1,-,-,1,-,2.0
"Warner, Corey",,,,,-,,,,,,-,,,,
"Wicks, Sam",,,,,,,,,,,-,-,-,,
Totals,7,13,7,9,10,7,14,12,11,15,16,8,6,19,154.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,
