Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Amartey, Joel",,6,1,-,3,,,,,,,-,1,2,13.0
"Blakey, Nick",-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Buller, Jack",,,,,,,,,,,,,-,,
"Campbell, Braeden",-,-,-,-,-,-,-,-,-,-,-,2,-,-,2.0
"Clarke, Ryan",,,,,,-,1,-,1,-,-,-,,2,4.0
"Cunningham, Harry",-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Florent, Oliver",1,-,-,1,-,-,-,-,-,-,-,-,-,-,2.0
"Fox, Robbie",,,,-,-,-,,-,-,-,-,-,-,2,2.0
"Francis, Aaron",,,,,,2,-,1,-,-,-,-,1,-,4.0
"Franklin, Lance",3,,2,1,,,3,2,1,4,-,1,,,17.0
"Gould, Will",,,,,-,-,,,-,-,,,,,
"Gulden, Errol",-,-,-,-,-,-,1,1,-,-,2,-,-,1,5.0
"Hayward, Will",2,1,-,1,-,-,3,3,-,4,1,-,1,,16.0
"Heeney, Isaac",1,2,-,2,2,1,-,2,1,-,-,-,,3,14.0
"Hickey, Tom",,,,,,,,,-,,-,-,-,-,
"Ladhams, Peter",-,-,1,-,-,-,1,1,,1,,,,,4.0
"Lloyd, Jake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McAndrew, Lachlan",,,,,,,,,,-,-,,,,
"McCartin, Paddy",-,-,-,-,,,,,,,,,,,
"McCartin, Tom",-,-,-,-,,,-,-,,,,,,,
"McDonald, Logan",1,3,3,1,-,-,1,2,-,,,,,6,17.0
"McInerney, Justin",2,-,2,-,1,-,,-,-,1,2,1,-,1,10.0
"McLean, Hayden",1,-,,,1,-,1,-,1,2,2,1,-,2,11.0
"Melican, Lewis",,,,,,,,,,,-,-,-,-,
"Mills, Callum",-,-,-,-,1,-,-,-,-,,,,,-,1.0
"Papley, Tom",-,5,2,3,1,2,-,-,2,-,2,-,1,6,24.0
"Parker, Luke",-,1,-,-,-,-,1,-,-,1,-,,-,2,5.0
"Rampe, Dane",-,-,-,-,,,,,,,,-,-,-,
"Roberts, Matt",-,-,-,,-,-,,,,,,,,,
"Rowbottom, James",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Sheather, Marc",,,,,,,-,-,-,,,,,,
"Sheldrick, Angus",,,,,,,-,,,-,,-,-,1,1.0
"Stephens, Dylan",1,-,-,-,-,-,-,,,1,,,-,,2.0
"Warner, Chad",-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Warner, Corey",,,,,1,,,,,,-,,,,1.0
"Wicks, Sam",,,,,,,,,,,1,-,-,,1.0
Totals,12,18,12,9,10,5,12,12,6,14,11,5,4,29,159.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,
