Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bassett, Nathan",,,3,,,,,,,-,,,-,-,1,1,-,-,-,-,-,-,-,5.0
"Beinke, Bryan",,,,-,2,1,2,-,-,-,-,1,,,,,,,,,,,,6.0
"Bickley, Mark",2,2,2,-,1,-,2,1,-,3,1,1,1,1,1,1,1,2,1,1,2,1,2,29.0
"Biglands, Rhett",,2,1,-,-,-,,,,,,,,,,,,-,-,1,1,-,-,5.0
"Bode, Matthew",,3,,,,,,,,,,,,,,,,,,,,,,3.0
"Bown, Stuart",,,,,,-,1,-,-,,,,,,,,,,,,,,,1.0
"Burton, Brett",,,,,,2,-,-,-,-,-,,,,,-,-,-,-,-,-,1,-,3.0
"Byrne, James",-,,,,,,,,,,,,-,-,1,-,-,2,-,-,-,2,,5.0
"Clarke, Matthew",1,1,1,3,1,1,-,-,3,-,-,3,-,1,1,-,-,2,,,,,,18.0
"Crowell, Andrew",-,2,-,,-,-,-,2,-,-,1,1,,,-,-,,,,,,,,6.0
"Doughty, Michael",,,,,,,,,,,,,,,,,-,,,-,,1,,1.0
"Eccles, Andrew",,,,,,,,,,,,,,,,,,,-,1,-,1,-,2.0
"Edwards, Tyson",2,2,2,4,-,1,1,3,-,-,3,1,1,-,-,-,-,2,1,1,-,1,3,28.0
"Gallagher, David",1,-,,,,,,,,,,1,-,1,,,,,,,,,,3.0
"Gallagher, James",,,,,,,,,,,,2,1,2,-,3,1,-,-,,,,-,9.0
"Goodwin, Simon",-,3,3,1,2,1,1,1,-,-,-,1,-,2,1,1,-,1,1,2,1,1,1,24.0
"Hart, Ben",,1,1,1,-,1,-,-,-,-,5,1,1,-,2,1,1,-,4,2,2,1,2,26.0
"Hewitt, Evan",1,,,,-,-,,,,,,,-,1,-,-,1,,-,-,-,-,-,3.0
"Jarman, Darren",,,,2,2,-,1,1,2,1,1,1,-,1,-,1,-,1,-,-,2,1,1,18.0
"Johnson, Kane",,,,-,-,,,1,-,1,1,-,3,2,1,3,2,2,-,-,-,2,-,18.0
"Ladhams, Chris",1,1,-,-,1,1,-,-,-,1,1,1,,,,,,,,,,,,7.0
"Marsh, Ben",-,,,,,,1,3,-,-,1,-,4,-,-,1,-,1,-,-,-,2,1,14.0
"McGregor, Ken",2,3,-,-,1,-,1,-,1,-,1,,,,,,,,,,,1,,10.0
"McLeod, Andrew",-,4,2,-,3,-,1,3,-,2,2,4,-,2,2,-,2,2,1,1,-,1,-,32.0
"OLoughlin, Ricky",,,,1,3,,,,,,,,,,,,,,,,,,,4.0
"Perrie, Ian",1,1,2,,,,,,,,,,1,1,1,1,1,2,2,1,2,-,-,16.0
"Ricciuto, Mark",-,-,1,-,-,-,3,-,2,3,1,-,-,3,1,1,-,-,-,-,1,1,2,19.0
"Richardson, Adam",,,,,,,-,-,,,,,,,,,,,,,,,,
"Robran, Matthew",1,-,-,1,1,3,1,-,-,2,-,-,,-,-,,,,,,,,-,9.0
"Shir, Matthew",1,-,1,1,,1,,,,,,,,,,,,,,,,,,4.0
"Shirley, Robert",-,1,1,-,,,,,,,-,2,-,2,1,3,-,1,2,-,1,-,2,16.0
"Skipworth, Hayden",-,1,-,,,,1,,,,,,-,,,,,,,,,,,2.0
"Smart, Nigel",-,1,1,1,7,4,-,3,1,1,1,2,-,1,-,-,-,1,1,-,-,1,1,27.0
"Stenglein, Tyson",1,2,1,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,10.0
"Stevens, Mark",1,2,-,-,-,2,-,-,-,1,-,1,-,-,-,-,1,-,1,1,-,,1,11.0
"Vardy, Peter",,,3,2,-,,,-,-,-,3,1,1,2,-,1,,1,,,-,2,1,17.0
"Welsh, Scott",-,-,-,3,1,-,-,,1,-,-,-,,,,,-,-,1,-,-,1,-,7.0
Totals,15,32,25,22,27,19,17,18,10,15,22,24,13,22,13,18,10,20,15,11,12,21,17,418.0
Opponent,SY,ME,PA,CA,KA,HW,FR,RI,BL,GE,WB,ES,CW,WC,SK,SY,ME,PA,CA,KA,HW,FR,CA,
