Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Alvey, Mark",,,,,,,,,,,,,,,,,,,,,,-,-,,
"Brown, Nathan",-,1,-,-,,-,2,5,2,-,-,-,4,5,3,3,-,11,6,2,6,1,3,,54.0
"Cameron, Leon",-,2,6,2,1,1,,,-,-,-,5,-,5,5,3,3,9,,,,,,-,42.0
"Contessa, Adam",,,,,2,3,-,-,3,-,1,-,,,,,,1,-,-,,-,,,10.0
"Cook, James",-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,,
"Cox, Simon",1,2,1,,,,-,,,,,,,,,,,,,,,,,,4.0
"Croft, Matthew",3,,2,3,6,5,-,-,1,1,1,-,-,3,5,4,1,1,2,5,1,3,-,-,47.0
"Curley, Todd",6,6,6,4,2,4,3,2,4,-,3,5,4,1,7,5,2,6,6,3,6,2,2,5,94.0
"Darcy, Luke",2,1,-,-,-,-,-,1,-,-,-,-,-,2,-,2,-,4,1,1,-,-,3,1,18.0
"Dent, Matthew",2,1,,,3,-,1,1,-,3,7,2,3,-,,,,,1,2,1,,,-,27.0
"Dimattina, Paul",-,1,-,3,3,2,2,1,-,4,6,-,4,1,1,2,1,,,,5,2,2,2,42.0
"Ellis, Craig",,-,-,-,4,-,,1,4,,1,2,3,,,,-,,-,4,2,4,4,-,29.0
"Garlick, Simon",1,-,-,1,2,5,3,-,-,3,2,5,3,4,-,-,-,-,1,-,-,,-,3,33.0
"Grant, Chris",-,-,-,1,-,1,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0
"Hudson, Paul",-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Hunter, Kingsley",,,,,,,,,,,,-,,,,,,,,,,,,,
"Johnson, Brad",1,2,3,3,1,-,1,3,1,2,4,4,4,-,-,1,-,4,4,1,2,1,4,2,48.0
"Kolyniuk, Steven",,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Kretiuk, Steven",,,,,,,3,1,-,1,3,,6,2,-,3,1,4,2,2,3,2,-,2,35.0
"Liberatore, Tony",1,1,-,-,-,3,2,-,-,-,,,,-,1,1,-,-,-,1,1,2,3,-,16.0
"Macri, Christin",,,,,,,,,,,,,,,,,,-,-,-,,,,,
"Mahoney, Josh",1,4,3,1,1,1,,,,,,2,,,,,,,,,,,,,13.0
"Martin, Michael",1,2,-,-,,,,,,,,,-,,-,-,,,,,,,,,3.0
"Montgomery, Brett",1,-,4,,1,1,-,-,2,3,2,1,2,-,-,-,-,-,4,1,2,4,2,1,31.0
"Plunkett, Jim",,,,,,,,,,,,3,-,,,,,,,,,,,,3.0
"Powell, Stephen",,,,2,-,1,3,-,-,-,1,2,2,-,1,-,5,-,1,3,-,2,1,1,25.0
"Robbins, Matthew",,,,,,,1,-,3,1,2,1,6,3,3,-,-,3,,,,,,2,25.0
"Romero, Jose",,,-,1,,,,,,,,,,,,,,-,-,1,-,3,-,6,11.0
"Smith, Rohan",1,7,3,1,-,2,6,5,6,1,-,-,-,-,1,-,-,-,-,6,2,5,4,3,53.0
"Southern, Daniel",1,2,1,3,1,,,,,,,,2,3,3,4,2,-,-,-,-,-,2,-,24.0
"West, Scott",-,-,1,2,-,4,-,-,3,3,-,2,2,7,2,-,6,1,,,,1,2,3,39.0
"Winmar, Nicky",3,-,-,1,1,-,-,-,,-,-,-,-,-,-,-,-,,2,4,-,1,-,,12.0
"Wynd, Scott",1,1,-,1,2,2,1,1,1,-,4,1,1,-,-,3,1,1,-,1,1,,2,-,25.0
Totals,26,33,30,29,30,35,28,21,30,24,38,35,46,36,32,31,22,45,30,37,32,33,34,31,768.0
Opponent,AD,GE,CA,SK,RI,WC,PA,ME,CW,BL,HW,FR,ES,SY,KA,AD,GE,CA,SK,RI,WC,PA,WC,BL,
