Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Alvey, Mark",,,,,,,,,,,,,,,,,,,,,,-,1,,1.0
"Brown, Nathan",2,1,1,-,,-,-,-,-,1,1,-,2,-,5,2,-,-,-,1,-,1,6,,23.0
"Cameron, Leon",2,-,-,2,-,1,,,-,3,-,-,-,1,-,-,-,-,,,,,,1,10.0
"Contessa, Adam",,,,,3,-,-,1,2,2,-,3,,,,,,-,2,2,,-,,,15.0
"Cook, James",-,-,,-,1,-,1,-,1,-,-,,,-,-,-,2,-,-,-,-,-,,,5.0
"Cox, Simon",-,-,2,,,,1,,,,,,,,,,,,,,,,,,3.0
"Croft, Matthew",-,,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,3.0
"Curley, Todd",-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,2,-,1,1,-,-,-,1,-,8.0
"Darcy, Luke",6,2,2,-,4,2,3,-,2,-,5,3,1,4,-,5,-,3,2,3,1,11,10,5,74.0
"Dent, Matthew",1,-,,,-,-,2,1,-,-,-,1,1,-,,,,,-,-,-,,,-,6.0
"Dimattina, Paul",10,6,1,4,7,1,1,2,2,6,3,4,4,1,5,3,-,,,,5,1,4,2,72.0
"Ellis, Craig",,-,1,-,1,-,,1,1,,-,-,1,,,,-,,-,-,1,1,2,1,10.0
"Garlick, Simon",8,3,5,5,3,4,4,4,3,14,7,2,1,-,1,4,3,1,2,5,3,,2,6,90.0
"Grant, Chris",2,2,3,-,2,2,2,7,-,2,-,3,4,2,-,-,1,2,1,2,1,-,3,1,42.0
"Hudson, Paul",-,1,2,2,-,-,-,3,-,-,-,,,-,1,1,1,-,-,1,-,-,1,-,13.0
"Hunter, Kingsley",,,,,,,,,,,,-,,,,,,,,,,,,,
"Johnson, Brad",2,2,2,2,-,2,3,1,1,-,-,3,2,5,7,8,1,5,7,1,8,3,6,1,72.0
"Kolyniuk, Steven",,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Kretiuk, Steven",,,,,,,1,2,-,1,1,,-,1,-,-,-,1,-,-,-,-,-,-,7.0
"Liberatore, Tony",9,1,3,2,3,3,4,8,1,6,,,,7,5,1,5,3,9,5,11,2,3,7,98.0
"Macri, Christin",,,,,,,,,,,,,,,,,,1,-,-,,,,,1.0
"Mahoney, Josh",3,-,-,1,-,1,,,,,,1,,,,,,,,,,,,,6.0
"Martin, Michael",1,-,2,-,,,,,,,,,2,,-,-,,,,,,,,,5.0
"Montgomery, Brett",-,-,1,,-,-,-,1,-,-,-,-,-,-,-,-,1,2,2,-,1,1,1,-,10.0
"Plunkett, Jim",,,,,,,,,,,,1,1,,,,,,,,,,,,2.0
"Powell, Stephen",,,,2,1,5,7,2,7,3,2,2,2,4,3,2,3,4,8,2,3,1,2,3,68.0
"Robbins, Matthew",,,,,,,-,-,-,-,1,1,1,-,3,-,-,1,,,,,,2,9.0
"Romero, Jose",,,1,3,,,,,,,,,,,,,,1,-,2,-,7,2,1,17.0
"Smith, Rohan",-,-,-,-,-,2,1,-,-,1,-,-,-,1,-,-,-,2,-,-,-,2,1,1,11.0
"Southern, Daniel",-,-,-,-,1,,,,,,,,-,-,-,-,1,-,-,2,-,-,1,-,5.0
"West, Scott",-,5,6,5,3,7,8,6,10,7,5,2,9,2,6,4,9,4,,,,5,4,4,111.0
"Winmar, Nicky",2,3,-,3,2,-,-,-,,-,-,-,-,1,-,-,-,,-,1,-,3,-,,15.0
"Wynd, Scott",1,7,7,9,11,12,6,4,2,5,3,3,7,5,5,6,7,4,7,3,5,,7,6,132.0
Totals,49,34,39,40,43,42,44,44,32,51,28,30,38,35,41,38,34,36,41,30,39,38,57,41,944.0
Opponent,AD,GE,CA,SK,RI,WC,PA,ME,CW,BL,HW,FR,ES,SY,KA,AD,GE,CA,SK,RI,WC,PA,WC,BL,
