Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,Tot
"Alvey, Mark",,,,,,,,,,,,,,,,,,,,,,2,-,,2.0
"Brown, Nathan",-,-,-,-,,-,2,-,1,2,2,-,2,2,-,-,1,-,1,1,2,-,1,,17.0
"Cameron, Leon",-,1,1,-,-,-,,,1,-,1,-,1,-,-,1,-,-,,,,,,-,6.0
"Contessa, Adam",,,,,1,1,-,1,2,3,-,-,,,,,,-,5,-,,1,,,14.0
"Cook, James",-,-,,-,1,-,-,2,-,-,-,,,1,-,-,3,-,-,-,-,1,,,8.0
"Cox, Simon",1,-,-,,,,-,,,,,,,,,,,,,,,,,,1.0
"Croft, Matthew",-,,2,1,5,1,-,1,-,1,-,1,-,-,2,1,-,3,2,2,-,1,1,-,24.0
"Curley, Todd",-,2,5,1,1,1,-,-,-,-,-,1,2,-,1,-,2,1,-,1,1,-,2,1,22.0
"Darcy, Luke",1,1,-,1,-,-,1,-,2,-,-,-,-,-,-,1,2,-,1,3,1,-,1,2,17.0
"Dent, Matthew",1,1,,,-,1,-,1,-,1,4,2,1,-,,,,,-,-,-,,,-,12.0
"Dimattina, Paul",2,1,-,2,4,1,-,-,2,3,1,1,2,1,-,3,-,,,,1,1,-,2,27.0
"Ellis, Craig",,-,-,-,-,-,,1,1,,1,-,1,,,,-,,-,3,3,-,1,1,12.0
"Garlick, Simon",2,-,2,3,1,1,1,1,1,-,3,3,2,-,-,2,-,1,1,1,2,,1,1,29.0
"Grant, Chris",1,3,2,1,1,-,4,1,1,1,1,-,1,1,1,-,2,-,3,-,2,4,1,2,33.0
"Hudson, Paul",1,-,1,1,1,1,1,2,-,-,-,,,-,2,2,1,2,2,1,-,2,2,1,23.0
"Hunter, Kingsley",,,,,,,,,,,,-,,,,,,,,,,,,,
"Johnson, Brad",-,-,-,1,1,1,-,3,1,-,-,-,2,-,1,2,-,1,2,2,2,1,2,-,22.0
"Kolyniuk, Steven",,,,,,,,,,,,,,,,,,,,,1,2,1,1,5.0
"Kretiuk, Steven",,,,,,,-,2,-,1,-,,2,-,-,-,1,4,-,1,1,1,2,2,17.0
"Liberatore, Tony",1,4,1,1,2,2,4,2,1,5,,,,-,1,2,2,2,7,9,6,4,6,7,69.0
"Macri, Christin",,,,,,,,,,,,,,,,,,-,1,1,,,,,2.0
"Mahoney, Josh",1,2,-,-,-,-,,,,,,1,,,,,,,,,,,,,4.0
"Martin, Michael",-,1,3,-,,,,,,,,,2,,-,3,,,,,,,,,9.0
"Montgomery, Brett",-,-,-,,-,-,-,3,3,1,1,-,3,-,-,3,5,1,2,-,1,1,2,1,27.0
"Plunkett, Jim",,,,,,,,,,,,-,3,,,,,,,,,,,,3.0
"Powell, Stephen",,,,-,-,3,1,-,2,2,2,1,-,-,1,1,-,2,3,2,2,2,2,1,27.0
"Robbins, Matthew",,,,,,,1,-,1,-,1,1,1,1,-,3,1,1,,,,,,2,13.0
"Romero, Jose",,,4,1,,,,,,,,,,,,,,2,1,2,-,1,1,-,12.0
"Smith, Rohan",1,1,1,1,-,-,-,-,1,-,1,2,1,-,-,-,3,1,2,-,1,-,1,-,17.0
"Southern, Daniel",-,1,-,1,-,,,,,,,,-,1,1,-,-,1,-,-,1,1,-,-,7.0
"West, Scott",-,-,5,1,1,-,1,3,5,-,1,1,1,3,-,6,4,2,,,,1,3,2,40.0
"Winmar, Nicky",2,-,-,-,1,-,-,1,,-,-,2,1,1,-,-,-,,2,2,-,1,-,,13.0
"Wynd, Scott",-,-,1,1,3,1,2,-,-,1,1,2,-,1,-,3,-,-,3,2,2,,1,-,24.0
Totals,14,18,28,17,23,14,18,24,25,21,20,18,28,12,10,33,27,24,38,33,29,27,31,26,558.0
Opponent,AD,GE,CA,SK,RI,WC,PA,ME,CW,BL,HW,FR,ES,SY,KA,AD,GE,CA,SK,RI,WC,PA,WC,BL,
