Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Angus, Geoff",,,,,,,,,,,,,,4,3,1,2,,10.0
"Arthur, Graham",-,5,5,1,3,4,3,-,2,6,5,3,2,,1,1,3,6,50.0
"Beck, Ken",,,2,4,2,5,3,3,1,1,2,1,5,1,1,1,3,2,37.0
"Blood, Michael",,,,,,,,,,,,,,,2,-,3,1,6.0
"Bremner, Ian",,-,,-,,,,,2,2,,-,,1,-,-,-,4,9.0
"Browne, Morton",2,1,,,,,,,,,,,,,,,,,3.0
"Browne, Richard",,-,,2,2,2,3,1,-,3,1,,,,,,,,14.0
"Chilton, Peter",,,,6,1,2,-,,,,,,,,,,,-,9.0
"Crimmins, Peter",,,,,-,2,3,1,-,2,5,1,-,1,-,3,2,1,21.0
"Crowe, Vin",-,,2,2,,,3,2,1,4,-,,,,,,4,1,19.0
"Dunshea, John",-,2,3,1,1,-,3,3,,,3,,2,4,2,3,1,1,29.0
"Ferguson, Neil",1,2,1,,,,1,3,-,,,,-,1,-,-,,,9.0
"Gardner, John",2,2,5,3,3,1,-,1,1,,,-,4,,,1,-,1,24.0
"Gay, Terry",4,4,2,1,2,2,2,,,1,1,-,2,2,1,,-,2,26.0
"Gordes, Norm",3,1,1,-,2,-,,-,,1,3,2,2,,,,,,15.0
"Growcott, Ross",4,,,,,,,,,,,,,,,,,,4.0
"Horkings, Ray",,,-,1,3,,,,-,,7,2,4,1,-,,1,,19.0
"Hudson, Peter",,2,-,-,2,2,1,1,1,-,3,-,2,2,1,-,1,3,21.0
"Jenkins, Dennis",,,,,,,,,,,-,5,3,1,-,2,1,3,15.0
"Johnson, Ted",3,2,3,,,,,,2,2,5,2,5,-,1,3,,,28.0
"Keddie, Bob",2,-,1,3,1,2,2,4,2,6,3,3,-,1,2,4,5,2,43.0
"Lade, Phil",,,,,,,,-,,,,,,,,,,,
"Law, Ian",-,,2,1,2,,,-,,,,,,,,,,,5.0
"Leng, Dave",,,,,,,,,,,,,,,,,1,,1.0
"Lester, Garry",,,,,,1,,,,1,5,2,3,-,2,2,1,2,19.0
"Mares, Daryl",,,,,,,,,,,,,,,,-,,,
"McLean, Kevin",1,1,,,,,,,,,,,,,,,,,2.0
"Meagher, Des",2,2,1,-,4,1,1,-,5,-,,-,2,4,2,-,,5,29.0
"Olsson, Rod",-,1,3,2,1,2,1,4,-,1,7,-,3,2,-,-,1,-,28.0
"Parkin, David",4,1,2,2,2,1,1,2,1,3,1,2,4,3,,,,1,30.0
"Poole, Reg",1,2,2,2,1,1,-,3,2,,2,,-,-,2,5,5,4,32.0
"Porter, Michael",3,6,4,-,-,,2,1,,,,,,,,,,,16.0
"Reid, Bruce",,,,,,2,,,,,,,,,,,,,2.0
"Robson, Rodney",,,,,,,,,-,,,,,,,,,,
"Ryan, Peter",,,,,,,,,,-,,,,,,,,,
"Scott, Don",,,,,2,4,1,,,,,2,2,1,1,2,1,,16.0
"Smith, Norman",,,,,,2,1,2,1,1,,,,,,,,,7.0
"Smith, Wes",-,2,-,-,,-,,,,1,-,-,,,,,,2,5.0
"Wilson, Ray",4,-,3,,-,,6,-,3,2,2,2,1,3,3,1,3,4,37.0
"Wynd, Phil",,,,,,,,,1,2,-,-,,-,,,,,3.0
Totals,36,36,42,31,34,36,37,31,25,39,55,27,46,32,24,29,38,45,643.0
Opponent,SM,CA,GE,SK,RI,NM,FI,ME,ES,CW,FO,SM,CA,GE,SK,RI,NM,FI,
