Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R16,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Abbott, Paul",2,2,-,,2,-,-,-,-,-,2,1,5,,,,,,,,,,-,1,2,4,21.0
"Ayres, Gary",-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brereton, Dermott",-,,,,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Buckenara, Gary",,-,,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,3,-,-,-,3.0
"Collins, Andrew",,,,-,,-,-,-,,,,,,,,,,,,,,-,-,-,,-,
"Condon, Anthony",,,,,,,,,,,-,,-,,,,-,,-,,,,,,,,
"Curran, Peter",-,-,4,2,-,-,1,-,1,2,-,1,-,-,-,-,1,-,-,-,-,2,-,-,-,1,15.0
"Dear, Greg",10,16,7,16,10,6,6,15,14,29,11,16,7,14,10,12,7,6,22,6,9,14,6,5,11,7,292.0
"Dear, Paul",,,,,,,,,,,,,5,1,,,,,,3,1,1,-,1,-,-,12.0
"DiPierdomenico, Robert",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Dunstall, Jason",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Eade, Rodney",-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,-,-,,,-,-,,,
"Greene, Russell",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,-,-,
"Handley, Robert",,,,-,-,,,,,,,,,,,,,,,,,,,,,,
"Harding, Paul",,,,,,10,11,,,,,,,,14,7,7,11,,,,,,,,,60.0
"Jencke, Ray",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Kennedy, John",-,1,1,-,-,-,-,-,1,2,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,9.0
"Langford, Chris",-,-,-,2,-,-,-,-,-,1,1,-,-,2,-,-,-,1,1,-,1,-,1,-,-,-,10.0
"Lester-Smith, Rod",,,,,,,,,-,-,,,,-,-,-,-,2,-,-,-,-,,,,,2.0
"Loveridge, Richard",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,,
"Mew, Chris",-,-,-,-,,,-,-,-,-,-,2,-,-,-,2,,,-,1,-,-,-,,-,1,6.0
"Morris, Russell",-,-,4,-,-,1,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0
"Morrissey, James",,-,-,-,-,,,-,-,-,-,-,,,,,,,,,,,,,,,
"Platten, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pritchard, Darrin",,,,,,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Russo, Peter",-,,,,-,,,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Schwab, Peter",-,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Symonds, Tony",-,,-,,,,-,,,,,,,,,,,,,,,,,,,,
"Tuck, Michael",-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,4.0
"Wittman, Chris",,-,-,-,,,,,,,-,,,,,,,,,,,,,,,,
Totals,12,19,16,22,12,18,18,15,16,34,14,22,17,17,25,22,16,20,24,11,11,17,10,7,13,13,441.0
Opponent,CA,RI,CW,FO,WC,FI,SY,GE,ES,SK,NM,BB,ME,CA,RI,FO,CW,WC,FI,SY,ES,GE,SY,CA,ME,CA,
