Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,Tot
"Armstrong, Tony",2,,3,2,2,1,-,,,,,1,,,,,,,,,,,,,,11.0
"Biggs, Shane",,,,,,,,,,,,,,,,,,,,,,3,,4,1,8.0
"Bird, Craig",,1,-,,-,3,1,1,2,2,1,-,4,-,1,-,1,1,-,3,3,1,2,5,1,33.0
"Bolton, Jude",-,1,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,,-,-,-,-,4.0
"Cunningham, Harry",,,,,,,,,,,,,,,,-,-,,,,,-,,1,-,1.0
"Everitt, Andrejs",,-,1,,-,,,2,4,5,2,,1,2,1,1,1,5,2,3,2,-,2,2,3,39.0
"Goodes, Adam",-,1,-,-,2,1,2,1,1,2,-,-,,,,,,,,,,,,,,10.0
"Grundy, Heath",4,4,2,1,4,3,6,3,6,4,3,1,1,1,2,3,4,1,4,2,2,-,1,1,3,66.0
"Hannebery, Dan",-,1,1,3,3,2,1,2,2,-,2,1,-,-,1,3,2,2,-,-,1,,-,2,-,29.0
"Jack, Brandon",,,,,,,,,,,-,,-,-,1,-,-,-,-,,,2,,,,3.0
"Jack, Kieren",2,1,1,5,1,1,1,1,3,2,-,1,1,-,1,-,1,1,-,1,2,1,4,2,1,34.0
"Jetta, Lewis",-,2,1,-,2,3,3,1,1,2,,,,,,,,,,,,,1,1,-,17.0
"Kennedy, Josh",3,1,-,-,1,1,1,5,1,2,-,2,1,-,-,-,-,1,2,1,-,1,-,1,1,25.0
"Lamb, Jed",,,,,,1,1,,-,,,-,-,-,-,-,2,-,,2,-,,,,,6.0
"Malceski, Nick",8,5,11,11,4,7,4,6,10,13,10,9,10,8,10,5,8,6,10,4,12,6,7,4,2,190.0
"Mattner, Martin",2,1,2,6,2,1,4,,,,,,,,,,,,,,,,,,,18.0
"McGlynn, Ben",-,1,-,1,2,-,-,2,1,-,1,1,-,-,-,,,,-,-,-,2,-,,2,13.0
"McVeigh, Jarrad",3,-,2,1,1,1,1,9,5,8,5,4,7,2,3,5,2,2,5,3,8,3,2,5,2,89.0
"Mitchell, Tom",,,,,,,,,,1,3,2,2,1,-,1,1,-,1,,2,1,2,-,,17.0
"Morton, Mitch",,,,-,,,,1,-,-,-,-,,,,,,,,,,-,,,,1.0
"Mumford, Shane",-,-,-,1,1,-,,1,-,-,-,,,-,-,-,-,1,1,-,-,2,-,-,-,7.0
"OKeefe, Ryan",-,2,1,2,2,-,1,2,2,3,2,3,2,3,1,1,-,2,1,-,-,2,3,-,2,37.0
"Parker, Luke",2,1,2,-,-,-,1,1,1,1,1,-,-,-,-,1,-,4,-,-,1,-,3,-,-,19.0
"Pyke, Mike",-,-,-,-,1,1,-,1,-,1,-,2,3,-,-,-,-,1,-,-,-,1,-,-,-,11.0
"Rampe, Dane",1,,,2,4,4,1,4,-,2,3,3,8,2,1,4,3,6,-,3,4,4,4,6,1,70.0
"Reid, Sam",-,-,1,-,-,-,-,2,-,,,,,-,,,,,,,,,,,,3.0
"Richards, Ted",1,2,2,6,3,3,1,4,1,3,-,3,3,1,-,1,5,5,7,3,9,5,2,4,3,77.0
"Richards, Xavier",,,,,,,,,,,,,-,,,,,,,,,,,,,
"Roberts-Thomson, Lewis",3,1,1,-,,,,,,,,,,,,,,,,,,,,,,5.0
"Rohan, Gary",,,,,,,,,,,,,,,,,,,,-,-,-,-,,-,
"Shaw, Rhyce",4,5,,,,,,,,,,,,,,,,2,4,2,-,,,,,17.0
"Smith, Nick",1,3,2,-,1,3,1,1,4,-,1,2,4,-,2,2,6,3,1,2,3,,1,2,-,45.0
"Tippett, Kurt",,,,,,,,,,,,-,1,-,-,-,-,-,-,-,-,,-,-,,1.0
"Walsh, Tommy",,,,,,,,-,,-,,,,,,,,,,,,,,,,
"White, Jesse",,,,,,,2,,,,-,-,-,,-,-,-,-,1,-,-,-,-,2,-,5.0
Totals,36,33,33,41,36,36,32,50,44,51,35,36,48,21,24,27,36,43,39,29,49,34,34,42,22,911.0
Opponent,GW,GC,NM,GE,SK,BL,HW,FR,CW,ES,AD,PA,CA,ME,GW,WC,RI,WB,CW,SK,GE,HW,HW,CA,FR,
