Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,Tot
"Ahern, Paul",-,,1,-,,-,,,,,,,-,-,,,,1.0
"Anderson, Jed",-,-,-,1,-,,,-,1,-,-,-,-,-,-,-,1,3.0
"Atley, Shaun",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Bonar, Aiden",,,-,,,,-,,-,-,-,,,,,-,,
"Brown, Ben",1,1,3,1,-,1,-,1,,-,,,,,,,,8.0
"Campbell, Tom",,,,,,-,,,,,,,,,,,,
"Cunnington, Ben",2,-,,,-,,,,,,,,,,,,,2.0
"Davies-Uniacke, Luke",,,,,,,,-,2,,-,-,-,-,-,-,-,2.0
"Daw, Majak",,,,,,,,,1,1,1,,,-,,,,3.0
"Dumont, Trent",-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,3.0
"Durdin, Sam",,,,,,,,,,,-,-,,,,,-,
"Garner, Taylor",,,,,,,,,,,,,,,,1,-,1.0
"Goldstein, Todd",1,1,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,6.0
"Hall, Aaron",1,-,1,1,-,-,-,1,2,1,-,,,1,1,1,-,10.0
"Hayden, Kyron",,-,-,-,-,-,-,-,-,,,,,,,,,
"Higgins, Shaun",-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,1,4.0
"Hosie, Lachlan",,,,,,,,,,2,,-,1,-,-,,,3.0
"Larkey, Nick",1,,,,,,,2,2,,4,2,-,-,1,1,1,14.0
"Macmillan, Jamie",-,-,-,,-,-,-,-,1,-,-,,,,,,,1.0
"Mahony, Jack",,,,-,-,-,-,-,2,1,-,-,-,,,,,3.0
"McDonald, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McKay, Ben",,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Tom",-,,,,,,,,,,,1,-,-,,,-,1.0
"Perez, Flynn",,,,,,,,,,,,,,,-,-,-,
"Pittard, Jasper",-,1,-,-,-,-,-,1,2,-,-,,,,,,,4.0
"Polec, Jared",-,1,-,-,-,-,-,1,,1,-,,,,-,-,-,3.0
"Scott, Bailey",,1,,,,1,-,3,-,1,-,1,1,-,-,-,-,8.0
"Simpkin, Jy",1,-,1,1,-,-,-,-,1,1,-,-,1,-,-,-,-,6.0
"Tarrant, Robbie",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Taylor, Curtis",1,1,-,1,2,-,-,-,-,,,,,,,,,5.0
"Thomas, Tarryn",-,2,-,1,-,-,,,,,,,,,,,,3.0
"Vickers-Willis, Ed",,,,,,,,,,,,-,-,-,-,-,-,
"Walker, Josh",-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,3.0
"Walker, Will",,,,,,,,,,-,,-,,,,,,
"Williams, Marley",,,,-,-,-,-,,,,,-,-,-,-,,,
"Wood, Mason",,-,-,,,,-,,,,,-,-,2,1,-,,3.0
"Xerri, Tristan",,,,1,-,,,,,,,2,1,,,,,4.0
"Ziebell, Jack",-,1,-,-,,,-,,,,,,,,-,-,-,1.0
"Zurhaar, Cameron",-,3,1,1,1,2,,-,3,-,-,2,-,1,1,2,1,18.0
Totals,8,12,8,8,5,7,2,9,19,9,5,8,5,4,6,5,4,124.0
Opponent,SK,GW,SY,HW,WB,ES,RI,CA,AD,GE,ME,BL,CW,GC,PA,FR,WC,
