Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,Tot
"Atkins, Rory",-,-,-,,,,,,-,,,,,,,,,
"Brown, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Butts, Jordon",,,,,,,,,,,,,-,,,-,,
"Crocker, Ben",,-,-,-,-,,,,,-,-,,-,,,,,
"Crouch, Brad",-,-,-,-,-,-,-,-,,,,,,-,-,-,-,
"Crouch, Matt",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Davis, Ben",-,,,,,,,,,,,,,,,,,
"Doedee, Tom",,-,-,-,-,-,-,-,,-,-,,,,,,,
"Fogarty, Darcy",-,2,-,,,,,,,-,-,,-,-,-,-,-,2.0
"Frampton, Billy",11,,,3,1,5,,,,,,,,,,-,,20.0
"Gibbs, Bryce",-,,,,,,,,-,,,,,,,-,,
"Hamill, Will",,,-,-,-,-,-,-,-,-,,,,,,,,
"Hartigan, Kyle",,,,,-,-,-,-,-,,-,-,-,-,-,-,-,
"Himmelberg, Elliott",,,,-,,,,1,-,5,5,7,3,4,5,3,3,36.0
"Jones, Chayce",-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
"Keays, Ben",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Kelly, Jake",-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,
"Knight, Riley",,,,,,,,,-,,,,,,,,,
"Laird, Rory",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lynch, Tom",-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,
"Mackay, David",,,,,,-,-,-,,-,-,-,-,-,-,,-,
"McAdam, Shane",,,,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"McAsey, Fischer",-,-,-,-,,-,-,-,,-,-,-,,,,,,
"McHenry, Ned",,-,-,-,-,-,-,,,-,-,,,,,,,
"McPherson, Andrew",,,,,,-,-,-,-,,-,-,,,-,-,-,
"Milera, Wayne",-,-,,,,,,,,,,,,,,,,
"Murphy, Lachlan",-,-,-,-,-,,,-,-,-,,-,-,-,-,,,
"OBrien, Reilly",22,27,37,21,17,12,28,26,17,26,22,38,37,26,43,35,29,463.0
"Poholke, Myles",,,,-,-,,,,,,,-,-,-,,,,
"Schoenberg, Harry",,,,,,,,,,-,-,-,-,-,-,-,-,
"Seedsman, Paul",-,-,-,,,,-,-,-,-,-,-,,,,,,
"Sholl, Lachlan",,,,,,,,,,-,-,-,-,-,-,-,-,
"Sloane, Rory",-,-,-,-,-,-,,,,,,-,-,-,-,-,-,
"Smith, Brodie",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Stengle, Tyson",-,,,,,-,-,-,-,,-,-,-,-,-,-,-,
"Strachan, Kieran",,,,,,,,,10,,,,,,,,,10.0
"Talia, Daniel",-,-,-,-,-,-,-,-,-,-,,-,,-,-,,-,
"Walker, Taylor",1,1,2,-,-,,1,-,,-,-,-,-,-,-,,-,5.0
Totals,34,30,39,24,18,17,29,27,27,31,27,45,40,30,48,38,32,536.0
Opponent,SY,PA,GC,BL,FR,WC,SK,ES,NM,ME,CW,WB,GE,HW,GW,CA,RI,
