Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,Tot
"Atkins, Rory",-,-,-,,,,,,-,,,,,,,,,
"Brown, Luke",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Butts, Jordon",,,,,,,,,,,,,-,,,-,,
"Crocker, Ben",,1,1,-,1,,,,,-,1,,1,,,,,5.0
"Crouch, Brad",-,-,-,-,-,-,-,-,,,,,,-,-,-,1,1.0
"Crouch, Matt",-,-,-,,-,-,-,-,-,1,-,-,-,1,-,1,-,3.0
"Davis, Ben",-,,,,,,,,,,,,,,,,,
"Doedee, Tom",,-,-,-,-,-,-,-,,-,-,,,,,,,
"Fogarty, Darcy",-,-,-,,,,,,,1,-,,-,-,-,-,-,1.0
"Frampton, Billy",-,,,-,1,-,,,,,,,,,,-,,1.0
"Gibbs, Bryce",-,,,,,,,,-,,,,,,,1,,1.0
"Hamill, Will",,,-,-,-,-,-,-,-,-,,,,,,,,
"Hartigan, Kyle",,,,,-,-,-,-,-,,-,-,-,-,-,-,-,
"Himmelberg, Elliott",,,,-,,,,1,-,1,-,1,1,1,1,2,2,10.0
"Jones, Chayce",1,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,1.0
"Keays, Ben",,-,1,-,-,-,-,1,-,-,-,-,1,-,-,1,1,5.0
"Kelly, Jake",-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,
"Knight, Riley",,,,,,,,,-,,,,,,,,,
"Laird, Rory",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Lynch, Tom",-,-,1,-,1,-,1,1,-,-,-,,,,,-,1,5.0
"Mackay, David",,,,,,-,1,-,,-,-,-,-,1,-,,-,2.0
"McAdam, Shane",,,,-,1,1,-,1,2,,1,1,-,1,1,3,-,12.0
"McAsey, Fischer",-,-,-,-,,-,1,-,,-,-,1,,,,,,2.0
"McHenry, Ned",,2,-,-,2,-,-,,,-,-,,,,,,,4.0
"McPherson, Andrew",,,,,,-,-,-,-,,-,-,,,-,-,-,
"Milera, Wayne",-,-,,,,,,,,,,,,,,,,
"Murphy, Lachlan",1,-,-,-,1,,,1,-,1,,1,-,1,2,,,8.0
"OBrien, Reilly",-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,3.0
"Poholke, Myles",,,,-,-,,,,,,,-,-,1,,,,1.0
"Schoenberg, Harry",,,,,,,,,,-,-,-,-,-,-,-,-,
"Seedsman, Paul",-,-,-,,,,-,2,1,-,1,1,,,,,,5.0
"Sholl, Lachlan",,,,,,,,,,-,-,-,-,-,-,1,-,1.0
"Sloane, Rory",1,-,-,-,-,-,,,,,,-,-,1,1,-,-,3.0
"Smith, Brodie",1,1,-,-,-,1,-,-,-,,-,-,-,-,2,-,1,6.0
"Stengle, Tyson",-,,,,,2,-,1,-,,1,-,1,2,1,-,1,9.0
"Strachan, Kieran",,,,,,,,,-,,,,,,,,,
"Talia, Daniel",-,-,-,-,-,-,-,-,-,-,,-,,-,-,,-,
"Walker, Taylor",1,-,-,1,-,,2,1,,-,1,-,-,1,1,,1,9.0
Totals,5,4,3,1,7,4,5,10,3,4,5,6,7,10,9,9,8,100.0
Opponent,SY,PA,GC,BL,FR,WC,SK,ES,NM,ME,CW,WB,GE,HW,GW,CA,RI,
