Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,Tot
"Atkins, Rory",1,-,-,,,,,,1,,,,,,,,,2.0
"Brown, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Butts, Jordon",,,,,,,,,,,,,-,,,-,,
"Crocker, Ben",,1,1,1,-,,,,,1,-,,-,,,,,4.0
"Crouch, Brad",-,1,-,-,-,-,-,-,,,,,,-,-,1,-,2.0
"Crouch, Matt",-,-,-,,-,-,-,-,-,-,-,1,-,-,1,-,-,2.0
"Davis, Ben",1,,,,,,,,,,,,,,,,,1.0
"Doedee, Tom",,-,-,-,-,-,-,-,,-,-,,,,,,,
"Fogarty, Darcy",1,1,1,,,,,,,1,-,,-,2,-,-,2,8.0
"Frampton, Billy",-,,,2,1,1,,,,,,,,,,1,,5.0
"Gibbs, Bryce",-,,,,,,,,-,,,,,,,-,,
"Hamill, Will",,,-,-,-,-,-,-,-,-,,,,,,,,
"Hartigan, Kyle",,,,,-,-,-,-,-,,-,-,-,-,-,-,-,
"Himmelberg, Elliott",,,,-,,,,-,1,1,2,1,-,-,2,2,-,9.0
"Jones, Chayce",1,-,-,1,-,1,-,-,-,-,,,-,2,-,1,-,6.0
"Keays, Ben",,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,3.0
"Kelly, Jake",-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,
"Knight, Riley",,,,,,,,,-,,,,,,,,,
"Laird, Rory",-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,3.0
"Lynch, Tom",2,-,-,-,1,1,1,-,-,-,-,,,,,1,-,6.0
"Mackay, David",,,,,,-,-,-,,-,-,1,1,-,-,,-,2.0
"McAdam, Shane",,,,-,1,-,2,-,2,,1,-,1,1,2,1,1,12.0
"McAsey, Fischer",-,-,-,-,,-,-,-,,-,-,-,,,,,,
"McHenry, Ned",,-,-,-,-,-,-,,,-,-,,,,,,,
"McPherson, Andrew",,,,,,-,-,-,-,,-,-,,,-,-,-,
"Milera, Wayne",-,-,,,,,,,,,,,,,,,,
"Murphy, Lachlan",1,-,-,-,-,,,3,1,-,,1,-,1,-,,,7.0
"OBrien, Reilly",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Poholke, Myles",,,,1,1,,,,,,,-,-,-,,,,2.0
"Schoenberg, Harry",,,,,,,,,,-,-,-,1,2,-,-,-,3.0
"Seedsman, Paul",-,-,-,,,,-,1,1,2,-,-,,,,,,4.0
"Sholl, Lachlan",,,,,,,,,,-,-,-,-,-,-,2,-,2.0
"Sloane, Rory",1,1,-,-,-,1,,,,,,-,1,-,1,-,-,5.0
"Smith, Brodie",-,1,-,-,-,1,-,1,-,,-,1,-,-,-,1,-,5.0
"Stengle, Tyson",1,,,,,-,-,1,-,,2,1,1,1,1,-,-,8.0
"Strachan, Kieran",,,,,,,,,-,,,,,,,,,
"Talia, Daniel",-,-,-,-,-,-,-,-,-,-,,-,,-,-,,-,
"Walker, Taylor",2,-,1,2,-,,3,2,,-,-,1,-,2,1,,1,15.0
Totals,11,5,4,7,4,5,8,8,7,5,5,8,5,12,8,10,4,116.0
Opponent,SY,PA,GC,BL,FR,WC,SK,ES,NM,ME,CW,WB,GE,HW,GW,CA,RI,
