Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Ablett, Gary",6,6,3,2,8,10,6,10,8,10,8,7,7,6,7,7,12,6,5,,5,,,7,2,148.0
"Allen, Tim",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Barnes, John",3,7,6,5,7,11,13,8,7,4,11,9,4,8,5,2,2,10,5,7,10,6,7,14,14,185.0
"Biddiscombe, Craig",,,,,,,,,,,,,,,,,,,,3,-,,,,,3.0
"Breuer, Shayne",1,5,5,3,4,3,3,2,8,3,-,-,4,2,2,4,1,3,4,5,5,2,4,5,3,81.0
"Brown, Paul",1,5,1,5,6,3,-,2,6,3,6,5,3,3,1,2,3,4,3,3,4,6,5,6,4,90.0
"Brownless, Bill",4,6,3,5,3,-,3,10,4,3,5,6,8,6,8,10,4,3,7,5,4,,6,6,7,126.0
"Colbert, Leigh",2,2,3,,,,,,,,,,,,,-,3,4,3,4,-,7,6,7,5,46.0
"Couch, Paul",1,1,2,4,-,5,1,3,3,2,-,5,1,2,1,2,3,2,1,3,-,3,3,4,5,57.0
"Crothers, Shane",,,-,,,,,-,,,,,,,,,,,,,,,,,,
"Cunningham, John",,,,,1,2,,,,,,,,,,,,,,,,,,,,3.0
"Di Rosa, Robert",1,1,-,,,,,,,,,,,,,,,,,,,,,,,2.0
"Graham, Ben",1,2,4,4,7,3,1,3,,-,3,1,5,3,-,2,1,3,5,4,3,1,4,3,-,63.0
"Hall, Derek",,,,1,,7,4,,1,5,3,6,4,2,3,-,4,,,,,,,,,40.0
"Handley, Steven",,,,,,,,,,,,2,1,-,3,4,1,2,2,3,3,2,4,1,6,34.0
"Hickmott, Adrian",,,,,10,4,3,10,8,2,5,1,1,6,2,,,4,4,3,2,5,6,7,9,92.0
"Hinkley, Ken",5,2,2,3,2,6,4,3,5,1,-,,,,,,,,,1,,,,2,1,37.0
"Hocking, Garry",,,,-,5,5,5,4,4,3,,3,2,3,3,6,4,4,1,1,8,7,4,4,1,77.0
"Lord, Aaron",,-,2,3,7,1,-,3,-,3,2,2,2,-,-,,,,,5,7,7,7,5,5,61.0
"Lynch, Paul",3,2,1,3,3,,1,2,,,-,,,,,5,5,2,1,,,-,3,,,31.0
"Mansfield, Michael",5,2,5,2,6,5,3,7,5,3,3,4,3,,,6,6,4,6,7,4,2,4,2,9,103.0
"McGrath, Tim",2,5,4,8,5,4,-,6,1,10,5,6,1,4,9,3,5,7,4,9,3,5,6,5,5,122.0
"McLure, James",,,,,,,,,-,,,,,2,-,,,,,,,,,,,2.0
"Mensch, David",2,1,,7,2,6,9,5,6,3,3,1,3,4,5,4,3,2,5,9,1,7,3,4,5,100.0
"OBrien, Cristian",2,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Pickering, Liam",7,8,1,3,7,4,4,6,2,5,4,3,3,2,2,5,5,2,5,4,1,3,3,10,6,105.0
"Riccardi, Peter",2,2,3,-,5,5,1,3,3,9,5,8,4,4,,2,3,-,,,10,3,3,4,6,85.0
"Sanderson, Brenton",7,5,4,-,1,,,,,,,,1,6,3,,,,5,3,,5,1,1,,42.0
"Sholl, Brad",4,3,-,3,1,3,3,6,4,5,2,4,2,8,5,9,3,5,4,8,1,4,3,7,1,98.0
"Simpson, Sean",1,2,1,6,5,3,4,2,6,5,1,2,4,2,2,2,2,5,-,,,,,,,55.0
"Tanner, Grant",3,3,3,3,,,,,4,4,1,-,,,-,-,1,1,2,3,3,5,4,,4,44.0
"Tudor, Leigh",,,,,,1,2,3,3,2,2,-,-,1,-,1,2,3,-,2,3,3,1,2,-,31.0
Totals,63,70,53,70,95,91,70,98,88,85,69,75,63,74,61,76,73,76,72,92,77,83,87,106,98,1965.0
Opponent,ME,SY,CW,FR,FI,FO,HW,RI,NM,AD,ES,CA,WC,BB,SK,ME,SY,CW,FR,FI,FO,HW,FO,RI,CA,
