Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Allen, Scott",,,,,,,,,,,,,-,-,,,,,,,,,,,
"Brown, Nathan",-,-,-,1,-,,,,,,,2,1,,,,-,1,1,-,-,,1,-,7.0
"Cameron, Leon",2,-,-,-,1,-,1,-,,,,,,,,1,-,-,-,-,2,-,-,-,7.0
"Contessa, Adam",,,,,,,,,,,,,3,-,2,,-,,,,,,,,5.0
"Cook, James",,,-,,,,,,,-,-,1,-,-,-,,,-,-,1,-,1,2,-,5.0
"Cox, Simon",-,-,,,,,,-,,,,,,,,,,-,-,-,1,1,-,-,2.0
"Croft, Matthew",,,2,1,3,1,2,-,2,1,1,-,4,2,3,-,-,-,,,-,-,1,-,23.0
"Curley, Todd",,1,,,,,3,-,,,,,,,,,2,6,-,-,,1,1,-,14.0
"Darcy, Luke",2,-,1,2,-,1,-,2,-,1,-,1,-,1,-,1,-,,-,-,1,-,1,-,14.0
"Dent, Matthew",1,1,4,1,1,,,-,2,-,1,2,2,4,2,1,,,-,-,-,1,3,3,29.0
"Dimattina, Paul",,,1,-,-,2,4,,2,4,2,-,3,-,1,-,,,2,1,3,2,,,27.0
"Ellis, Craig",2,1,4,1,2,3,-,-,-,-,2,-,2,-,1,-,1,1,-,1,-,1,-,2,24.0
"Grant, Chris",2,2,-,1,-,1,-,,1,-,2,1,2,4,-,1,2,1,-,3,2,1,1,2,29.0
"Hargraves, Daniel",-,1,,,,,,,,,,,,,,-,1,,,,,,,,2.0
"Hudson, Paul",2,2,1,-,1,-,2,2,-,,-,2,-,-,-,-,2,-,,,,1,-,-,15.0
"Johnson, Brad",2,1,-,2,-,-,1,1,-,1,1,2,1,2,1,2,-,3,1,-,1,1,2,-,25.0
"Kellett, Nigel",1,,,,,,,,-,3,,1,,,,,,,,,,,,,5.0
"Kolyniuk, Steven",2,1,1,1,2,1,2,1,2,2,-,-,1,,-,2,,1,,,3,,,,22.0
"Kretiuk, Steven",2,1,,,,,,,,,-,-,2,1,-,-,1,,1,1,3,1,1,-,14.0
"Lane, Tyson",,,,,1,,,,,,,,,-,1,,,,,,,,,,2.0
"Liberatore, Tony",3,3,4,4,6,2,3,2,6,5,5,5,3,5,5,3,2,7,3,1,5,4,5,4,95.0
"Martin, Michael",,,,,,,,,,,,,,,,,,,3,-,-,2,1,-,6.0
"Minton-Connell, Simon",1,1,-,1,1,2,-,1,1,1,-,-,-,-,-,-,,-,,,,,,,9.0
"Montgomery, Brett",,2,1,2,,1,,,-,-,-,,,,,3,1,1,2,-,1,-,1,-,15.0
"Powell, Stephen",,,,,,-,-,-,,,,,,,,,,,,,,,,,
"Quill, Peter",,,,,,-,3,1,,,,,,,,,4,,,,,,,,8.0
"Romero, Jose",3,2,-,1,-,-,-,-,-,-,1,2,1,3,2,1,2,1,-,3,2,2,2,1,29.0
"Round, David",,,-,-,,,,,,,,,,,,,,,,,,,,,
"Sir, Sedat",,,,-,2,1,3,2,1,-,,-,,,,,,,,,,,,,9.0
"Smith, Rohan",2,1,1,2,1,2,1,2,-,1,2,3,1,1,-,1,1,1,-,3,-,4,1,1,32.0
"Southern, Daniel",,,,,,1,-,4,-,2,1,3,1,1,-,2,1,1,1,1,-,-,,,19.0
"Watts, Jason",-,,,-,-,,,,,,,,,,,,,-,,,,,,,
"West, Mark",,,,,,,,,-,4,1,,,,,,,,2,1,,,4,3,15.0
"West, Scott",4,5,1,1,4,2,3,1,2,2,4,-,1,3,5,1,3,4,3,3,-,3,2,-,57.0
"Wira, Brad",-,3,2,-,-,-,-,1,-,-,-,,,-,-,-,-,1,,,,,,,7.0
"Wynd, Scott",3,1,2,,1,1,1,2,1,-,-,-,2,-,3,3,2,1,3,1,-,1,1,1,30.0
Totals,34,29,25,21,26,21,29,22,20,27,23,25,30,27,26,22,25,30,22,20,24,27,30,17,602.0
Opponent,FR,SY,RI,ME,AD,WC,HW,CW,NM,ES,GE,PA,SK,CA,BL,FR,SY,RI,ME,AD,WC,HW,SY,AD,
