Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Addison, Dylan",,,,,,,,,,,,,,,,,,,,-,,-,,,
"Baird, Travis",,,,,,,,,,,,,,,,-,1,1,,,,,,,2.0
"Birss, Shane",,,,,,,,,,,,,,,,,,,1,1,2,,,,4.0
"Boyd, Matthew",-,1,1,-,-,-,1,-,1,1,-,-,1,-,-,-,-,2,-,-,-,-,1,-,9.0
"Cooney, Adam",-,-,-,-,1,1,1,2,1,-,-,-,-,2,-,-,1,1,1,1,1,1,1,-,15.0
"Cross, Daniel",2,-,-,-,-,-,-,1,1,-,2,1,-,-,-,1,-,-,-,1,3,1,2,-,15.0
"Eagleton, Nathan",2,1,-,-,-,-,-,1,-,1,1,-,1,1,-,2,-,-,1,,,,-,-,11.0
"Faulkner, Cameron",,,,,,,,,,,,,,,,,,-,-,-,,,,,
"Giansiracusa, Daniel",1,3,3,2,1,-,3,-,-,,,,2,-,-,,,,,,-,-,1,-,16.0
"Gilbee, Lindsay",-,1,-,-,-,2,-,-,-,-,-,-,-,-,1,1,1,1,2,-,1,1,-,-,11.0
"Grant, Chris",1,-,-,-,-,-,1,1,-,-,1,1,1,-,-,1,-,2,-,-,-,-,-,-,9.0
"Griffen, Ryan",-,1,-,1,-,-,-,-,-,2,-,-,-,1,1,-,-,-,-,1,-,1,1,-,9.0
"Hahn, Mitch",1,1,-,1,1,-,1,-,,1,-,1,,,,,,,,,,,,,7.0
"Hargrave, Ryan",1,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Higgins, Shaun",,,,,,,,,-,1,-,1,-,,,,,,,,,,,,2.0
"Johnson, Brad",1,1,-,-,-,-,3,2,1,-,-,1,-,-,1,2,2,1,-,1,-,2,-,-,18.0
"Lake, Brian",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McCormack, Damien",,,,,,,,,,,,,,,-,1,-,-,,,,,,,1.0
"McGuinness, Kieran",,,,,,,,-,,,,,,1,,,,,-,,,,,,1.0
"McMahon, Jordan",2,-,2,-,-,-,-,1,-,-,-,-,-,1,1,-,1,1,1,-,1,-,1,-,12.0
"Minson, Will",-,-,-,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,1.0
"Montgomery, Brett",,,-,-,-,-,1,-,-,1,-,3,1,-,-,,,,,,-,1,1,1,9.0
"Morgan, Adam",1,-,1,,,,,,,,,,,,,,,,,,,,,,2.0
"Morris, Dale",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,2.0
"Murphy, Robert",1,-,-,1,-,1,-,1,-,,,,,,,,,,,,,,,,4.0
"Power, Sam",-,-,1,-,,,,,,-,-,-,1,-,-,-,1,1,1,1,-,5,-,-,11.0
"Ray, Farren",,,,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,1,1,-,5.0
"Robbins, Matthew",3,2,-,1,-,-,1,-,1,1,1,2,-,-,-,-,-,-,-,-,-,2,1,-,15.0
"Skipper, Wayde",-,1,-,-,-,,-,,-,-,-,-,-,-,,,,,,,,,,,1.0
"Smith, Rohan",2,1,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,1,-,1,-,-,-,1,9.0
"Street, Peter",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"West, Scott",2,-,1,1,-,-,3,-,1,-,2,-,-,-,-,-,1,-,-,1,-,2,1,-,15.0
"Wight, Cameron",,,,,,-,,,,,,,,,,-,-,,,-,1,-,-,-,1.0
Totals,20,13,9,7,3,4,15,9,7,8,7,10,8,6,8,8,8,12,7,9,9,18,12,2,219.0
Opponent,RI,ME,ES,GE,AD,SK,PA,SY,CW,HW,FR,BL,WC,KA,CA,GE,ME,RI,PA,AD,SK,ES,CW,WC,
