Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Baker, Ian",,,,,,,,,,3,,,,-,,,-,,,,,,,,,3.0
"Bartlett, Kevin",2,3,2,4,1,3,3,6,1,3,7,-,-,3,1,2,1,1,2,3,2,5,3,4,4,66.0
"Bottams, Phillip",,,,,,,,,,1,-,-,-,1,1,-,1,1,-,,-,,,,,5.0
"Bourke, Francis",-,2,2,2,-,3,5,-,-,1,-,2,1,1,2,1,1,1,1,4,1,1,4,3,1,39.0
"Cloke, David",3,2,-,2,3,,2,5,2,6,3,1,6,5,4,5,2,3,4,2,,1,,,1,62.0
"Collins, Dennis",,,,,,1,3,1,1,1,3,1,3,-,2,3,2,,1,-,1,4,3,,,30.0
"Dunne, Emmett",2,1,2,-,1,3,-,-,-,2,,,,3,1,1,2,3,,1,3,-,1,2,1,29.0
"Freame, Daryl",,,,,,,,,,,,,,,,,,,,,,,,1,-,1.0
"Jess, Jim",1,2,1,2,-,1,-,2,1,1,1,3,2,1,2,1,2,-,2,2,2,2,3,-,4,38.0
"Keane, Merv",1,2,2,5,2,1,3,2,-,,4,1,2,3,,1,1,3,1,2,2,,,2,4,44.0
"Kershaw, Kim",2,-,1,,,,,,,,,,,,,,,,,,,,,,,3.0
"Landy, Graeme",,,,,,,,-,1,,,,-,2,3,,,,,1,,-,3,,,10.0
"Laughlin, Peter",,,,,,,,,,,,,,,,,,,,-,,,,,,
"Lee, Mark",,1,5,5,3,2,3,-,1,1,4,2,7,5,4,5,2,4,2,6,4,2,-,4,1,73.0
"Malthouse, Mick",2,1,2,3,2,2,2,2,1,1,3,1,3,,,-,2,2,1,1,2,-,1,2,3,39.0
"Monteath, Bruce",1,2,4,6,2,5,3,2,2,2,4,4,6,5,2,2,1,7,4,,4,,,2,2,72.0
"Mount, Stephen",1,,,,,-,,,,,,,,,,,,4,1,-,5,1,,4,1,17.0
"Naylor, Greg",-,,,2,-,,,,,,,,,,,,,,,,,,,,,2.0
"Nugent, Michael",,,,,,,,,,,2,-,-,,,,,,,,,,,,,2.0
"Oborne, Rod",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Raines, Geoff",1,3,3,4,2,1,2,3,2,1,1,2,1,1,3,5,5,3,4,2,4,5,4,1,2,65.0
"Roach, Michael",1,-,2,5,-,1,1,1,-,2,4,3,2,-,1,1,2,2,3,1,3,4,2,2,-,43.0
"Rowlings, Barry",-,2,1,1,-,5,2,1,1,2,1,3,1,,1,2,,,,,,1,,,2,26.0
"Sarah, Paul",,,2,5,2,1,2,,,2,5,,,,,,2,-,,,,,-,-,,21.0
"Scrimshaw, Ian",,-,,,,,,,,,,,,,,,,,,1,1,2,3,-,,7.0
"Smith, Terry",,,2,3,1,3,2,4,2,-,1,-,2,3,3,2,3,4,1,2,3,2,4,2,-,49.0
"Strachan, Greg",1,1,,1,-,1,-,1,2,1,1,1,-,2,2,1,2,2,1,1,1,2,1,-,1,26.0
"Taylor, Brian",,,,,,,,,,,,,,,,,,,2,,,,,,,2.0
"Tempany, Bruce",,,-,2,-,2,2,2,1,,,3,4,1,4,-,,,,,1,1,2,1,,26.0
"Wall, Matthew",3,2,1,,,,,,,,,,,,,,,4,1,,,,,,,11.0
"Waterson, Colin",,,,,,,,,,,,,,,,,,,,,,,-,,,
"Weightman, Dale",,-,2,4,2,1,3,2,2,1,1,3,3,3,3,3,2,1,2,2,1,4,4,3,1,53.0
"Welsh, Peter",,,,,,,,,-,,-,,,7,1,,,,,,,,7,4,4,23.0
"Wiley, Robert",-,1,2,1,2,1,2,1,1,4,,1,,,1,-,-,6,3,1,-,1,1,1,2,32.0
"Williams, Shane",1,2,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Wood, Bryan",4,1,3,3,1,2,2,-,,-,5,2,-,2,5,2,3,1,1,2,1,2,3,,3,48.0
Totals,26,28,39,60,24,39,42,35,21,35,50,33,43,48,46,37,36,52,37,34,41,40,49,38,37,970.0
Opponent,HW,ES,SK,CW,FI,GE,FO,CA,ME,NM,SM,HW,ES,CW,FI,SK,GE,FO,CA,ME,NM,SM,CA,GE,CW,
