Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Baker, Ian",,,,,,,,,,-,,,,-,,,-,,,,,,,,,
"Bartlett, Kevin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bottams, Phillip",,,,,,,,,,-,-,-,-,-,-,-,1,-,-,,-,,,,,1.0
"Bourke, Francis",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Cloke, David",11,3,13,10,3,,6,9,5,4,13,6,10,7,5,5,2,7,2,4,,2,,,3,130.0
"Collins, Dennis",,,,,,1,1,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,2.0
"Dunne, Emmett",2,3,2,-,-,1,-,-,1,2,,,,-,5,3,-,3,,1,6,-,6,2,6,43.0
"Freame, Daryl",,,,,,,,,,,,,,,,,,,,,,,,-,-,
"Jess, Jim",1,1,2,-,1,-,-,-,-,1,1,1,-,-,-,-,1,-,-,-,2,-,4,1,-,16.0
"Keane, Merv",-,-,-,-,-,-,-,-,-,,1,-,1,-,,-,-,-,-,-,-,,,-,-,2.0
"Kershaw, Kim",20,12,9,,,,,,,,,,,,,,,,,,,,,,,41.0
"Landy, Graeme",,,,,,,,-,-,,,,-,-,-,,,,,-,,-,-,,,
"Laughlin, Peter",,,,,,,,,,,,,,,,,,,,-,,,,,,
"Lee, Mark",,17,13,34,35,24,49,33,55,22,24,34,17,25,16,42,25,31,31,31,21,18,19,27,32,675.0
"Malthouse, Mick",-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,1,-,1.0
"Monteath, Bruce",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,
"Mount, Stephen",-,,,,,-,,,,,,,,,,,,-,-,-,-,4,,-,-,4.0
"Naylor, Greg",-,,,-,-,,,,,,,,,,,,,,,,,,,,,
"Nugent, Michael",,,,,,,,,,,-,-,-,,,,,,,,,,,,,
"Oborne, Rod",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Raines, Geoff",-,-,-,1,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,1,-,1,1,-,-,7.0
"Roach, Michael",4,-,2,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,1,-,-,1,1,1,-,13.0
"Rowlings, Barry",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,-,,,1,1.0
"Sarah, Paul",,,-,-,-,-,-,,,-,-,,,,,,-,-,,,,,-,-,,
"Scrimshaw, Ian",,-,,,,,,,,,,,,,,,,,,-,-,-,-,1,,1.0
"Smith, Terry",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Strachan, Greg",3,-,,-,-,2,-,-,-,-,-,1,-,1,-,-,-,-,1,-,2,-,2,1,1,14.0
"Taylor, Brian",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Tempany, Bruce",,,-,-,-,-,-,-,-,,,-,-,-,-,-,,,,,-,-,-,-,,
"Wall, Matthew",-,-,-,,,,,,,,,,,,,,,-,-,,,,,,,
"Waterson, Colin",,,,,,,,,,,,,,,,,,,,,,,-,,,
"Weightman, Dale",,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Welsh, Peter",,,,,,,,,-,,-,,,-,-,,,,,,,,-,-,-,
"Wiley, Robert",-,-,-,1,-,-,-,1,-,-,,-,,,-,-,-,-,-,-,-,-,-,-,-,2.0
"Williams, Shane",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wood, Bryan",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
Totals,41,36,41,46,39,28,58,44,62,30,41,42,28,34,27,50,29,41,35,37,31,26,33,34,43,956.0
Opponent,HW,ES,SK,CW,FI,GE,FO,CA,ME,NM,SM,HW,ES,CW,FI,SK,GE,FO,CA,ME,NM,SM,CA,GE,CW,
