Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Baker, Reg",5,-,-,1,1,1,-,5,1,-,-,3,-,1,2,1,,1,-,1,23.0
"Barker, Fred",,,,-,,,,,,,,,,,,,,,,,
"Beasley, George",-,,,,-,-,-,-,-,-,,,,-,3,-,-,,-,-,3.0
"Beveridge, Jack",2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,5.0
"Chesswas, Harry",-,-,1,-,,,,,,,,,-,-,-,-,-,-,1,-,2.0
"Clayden, George",,,,,,,1,-,-,-,-,-,-,,,,-,-,-,,1.0
"Collier, Albert",1,-,3,1,3,-,2,2,1,-,-,-,-,-,-,-,-,-,-,1,14.0
"Collier, Harry",,,3,1,-,-,3,3,-,3,3,2,3,1,2,1,1,-,3,3,32.0
"Coventry, Gordon",3,-,7,7,3,5,1,11,2,4,8,6,2,9,3,1,1,5,3,2,83.0
"Coventry, Syd",,,-,1,-,-,-,1,-,-,1,-,-,2,1,1,-,3,-,-,10.0
"Dibbs, Charlie",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,
"Harris, John",-,-,,,,1,-,-,-,-,-,-,-,1,1,-,1,-,1,-,5.0
"Lauder, Albert",,,,,-,,,,,,,,,,,,,,,,
"Libbis, Billy",2,1,2,1,-,1,2,2,-,1,1,3,3,-,1,1,2,2,2,1,28.0
"Makeham, Bob",-,,-,-,-,1,-,-,-,-,-,1,-,1,-,2,1,-,-,1,7.0
"Milburn, Charlie",,,,,,,,,,,1,-,,-,-,-,-,,,-,1.0
"Murphy, Frank",,-,,-,,-,1,2,2,1,-,2,2,,,,2,-,-,-,12.0
"Murphy, Laurie",-,-,-,-,-,,,,-,,,,-,-,-,-,,,,,
"Osmond, Keith",,,,,-,-,-,-,,,,,,,,,,,,,
"Poulter, Joe",,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,4.0
"Saunders, Harry",-,-,,,,,,,,,,,,,,,,,,,
"Shanahan, Jim",-,-,-,-,,,,,-,,-,-,,-,-,-,-,-,-,-,
"Sneazwell, Bill",,,-,,-,,-,-,,,,,,,,,,,,,
"Sparks, Alf",,,,,,,,,,-,-,-,,,,,,,,,
"Stainsby, Les",-,3,,,2,-,,,,,,,,-,,,1,,,,6.0
"Tyson, Charles",-,1,1,-,1,1,-,1,-,-,-,1,-,,,,,1,1,-,8.0
"Webb, Reynolds",1,-,-,,,1,,,,-,,,,,,,,,,,2.0
"Wescott, Leo",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Wilson, Ernie",-,-,-,-,,,,,,,,,-,-,-,-,,-,,-,
Totals,14,6,17,12,10,12,10,28,6,10,14,18,10,16,13,8,9,12,12,9,246.0
Opponent,FI,ES,HW,ME,GE,SM,SK,FO,CA,NM,RI,FI,ES,HW,ME,GE,SM,CA,ME,ME,
