Player,R1,R2,R3,R4,R5,R6,R7,R8,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,Tot
"Boak, Travis",-,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Broadbent, Matthew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Butcher, John",-,-,-,,,,,,,,,,,,,,,,,,,,,,,
"Carlile, Alipate",,-,-,-,-,-,,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,
"Cassisi, Domenic",-,-,-,-,-,-,-,-,-,,-,-,,,-,,-,,,,,,,,,
"Clurey, Tom",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornes, Kane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ebert, Brad",1,-,2,-,3,5,1,3,1,1,-,3,-,1,-,1,4,1,2,2,1,2,-,1,-,35.0
"Gray, Robbie",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Gray, Sam",,,,-,-,-,,,,,-,,-,-,,-,,,,,,,,,,
"Hartlett, Hamish",-,-,2,-,-,-,,1,-,,-,-,,-,1,-,1,1,-,-,1,1,1,2,1,12.0
"Hombsch, Jack",-,-,-,-,,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,2.0
"Impey, Jarman",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,,-,,,,
"Jonas, Tom",-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lobbe, Matthew",28,29,29,27,25,32,25,,34,28,43,40,28,43,35,31,35,27,34,56,28,29,26,27,22,761.0
"Logan, Tom",,,,,,,,,,,,,-,,,-,,,,1,,,,,,1.0
"Mitchell, Kane",,,,,,,,-,-,-,-,-,-,-,-,-,,,-,,,,,,,
"Monfries, Angus",-,-,-,,,,-,-,-,,,-,-,-,-,,,-,-,,-,-,-,-,-,
"Moore, Andrew",,,,,,,,,,-,,,,,,,,-,-,1,-,1,-,-,-,2.0
"Neade, Jake",,,,,,,,,,-,,,,,,,,,-,-,-,-,-,-,-,
"Newton, Ben",,,,,,,-,,,,-,,,,,,1,-,,,,,,,,1.0
"OShea, Cameron",,,,-,-,,,,,,,,,,-,-,-,-,-,-,-,,-,-,-,
"Pittard, Jasper",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3.0
"Polec, Jared",-,-,-,2,-,-,-,1,-,-,-,,3,-,-,2,-,1,-,-,-,-,1,-,-,10.0
"Renouf, Brent",,,,,,,,13,,,,,,,,,,,,,,,,,,13.0
"Schulz, Jay",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,3.0
"Stewart, Paul",,,,,,,-,,,-,,,,,,,-,1,,,,,,,,1.0
"Trengove, Jackson",4,3,-,10,4,6,4,11,7,1,5,3,10,1,,,,,4,,8,1,4,4,3,93.0
"Westhoff, Justin",-,-,4,-,-,-,3,3,1,1,3,-,5,2,6,4,3,4,-,1,-,-,4,-,2,46.0
"White, Matt",-,-,-,-,-,-,-,-,-,-,,2,-,-,-,-,-,,,1,-,-,-,-,-,3.0
"Wines, Ollie",1,-,3,5,1,5,2,3,4,1,3,3,2,-,2,1,4,-,5,1,6,2,4,-,4,62.0
"Wingard, Chad",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Young, Aaron",,,,1,-,-,-,-,-,3,1,-,1,,-,1,1,,,-,,,,,,8.0
Totals,34,32,40,45,33,48,38,35,47,35,55,52,49,49,44,41,51,35,45,64,44,36,40,34,32,1058.0
Opponent,CA,AD,NM,BL,WC,GE,GW,FR,HW,ME,SK,SY,WB,AD,ES,RI,ME,CW,SY,GC,CA,FR,RI,FR,HW,
