Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Astbury, David",1,-,-,2,-,1,4,1,4,2,1,2,2,-,2,2,1,2,-,-,1,2,1,1,-,32.0
"Batchelor, Jake",,,,,,,,-,,,,,,,,,,,,,,,,,,
"Bolton, Shai",,,,,,,,,-,1,1,-,-,,,,,-,,,,,,,,2.0
"Broad, Nathan",,,,,,,,,,,,,,,,-,-,1,-,-,-,1,-,-,-,2.0
"Butler, Dan",-,-,-,-,-,-,-,-,,,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,2.0
"Caddy, Josh",-,-,-,-,-,2,-,-,,-,-,1,1,1,-,1,-,-,1,-,,,1,1,2,11.0
"Castagna, Jason",-,1,-,-,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,1,1,-,8.0
"Conca, Reece",-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
"Cotchin, Trent",-,-,-,1,-,2,2,-,2,-,1,-,-,-,-,1,-,-,-,-,-,1,-,1,-,11.0
"Edwards, Shane",-,1,,,,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,4.0
"Ellis, Brandon",-,-,1,-,-,-,-,1,-,2,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,6.0
"Ellis, Corey",,,,,,,-,-,,,,,,,,,-,1,-,-,,,,,,1.0
"Elton, Todd",,,1,1,1,,2,2,,-,,,,,,,,,,,,,,,,7.0
"Graham, Jack",,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,
"Griffiths, Ben",1,2,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Grigg, Shaun",-,-,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Grimes, Dylan",-,1,-,1,-,-,1,1,-,-,-,1,1,1,1,-,-,-,2,2,1,-,-,-,-,13.0
"Houli, Bachar",-,-,-,1,-,1,-,-,-,-,1,-,1,,,,,-,1,-,-,-,-,-,1,6.0
"Hunt, Taylor",-,,,,,,,,,,,,,,-,,,,,,,,,,,
"Lambert, Kane",,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3.0
"Lennon, Ben",,-,-,,,,,,,,,,,,,,,,,,,,,,,
"Lloyd, Sam",1,,,,,,,,1,-,-,-,-,-,2,,,,,,,,,,,4.0
"Markov, Oleg",,,,,-,1,1,-,,,,,,-,,,,,,,1,-,,,,3.0
"Martin, Dustin",1,1,-,1,-,1,1,1,2,-,2,1,2,-,-,-,2,3,2,1,2,-,-,1,1,25.0
"McIntosh, Kamdyn",1,,-,-,2,-,-,1,-,-,1,-,-,-,2,1,-,-,-,-,1,-,1,-,-,10.0
"Menadue, Connor",,,,-,-,,,,-,-,1,-,-,1,1,,,,,,,,,,,3.0
"Miles, Anthony",,,,,,,1,,-,,,,,,,-,,-,-,,,,,,,1.0
"Morris, Steven",,,,,,-,,,,,,,,,,,,,,,,,,,,
"Nankervis, Toby",3,3,-,1,-,1,,1,3,1,2,1,-,-,2,1,-,-,1,1,1,-,-,-,2,24.0
"Prestia, Dion",-,-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,,-,-,-,-,-,-,-,1.0
"Rance, Alex",-,2,2,-,1,-,1,3,2,-,-,-,1,1,1,-,-,1,-,2,-,3,2,2,3,27.0
"Riewoldt, Jack",1,2,1,2,2,2,5,1,2,1,2,-,2,2,-,2,2,,,3,-,1,1,-,3,37.0
"Rioli, Daniel",1,1,-,-,-,1,-,1,-,-,1,-,-,-,-,-,1,1,-,1,-,-,-,-,1,9.0
"Short, Jayden",,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,,,1.0
"Soldo, Ivan",,,,,,,-,,1,,,,,,,-,-,-,-,-,,,,,,1.0
"Stengle, Tyson",,,,,,,,,,,,,,-,-,,,,,,,,,,,
"Townsend, Jacob",,,,,,,,,,,,,,,,,,,,,1,-,1,-,-,2.0
"Vlastuin, Nick",1,1,-,-,,-,1,,,,,,,,,1,1,1,-,1,-,-,2,1,1,11.0
Totals,11,15,5,10,6,14,22,13,19,7,13,6,12,9,13,10,7,10,8,11,9,11,10,8,15,274.0
Opponent,CA,CW,WC,BL,ME,AD,WB,FR,GW,ES,NM,SY,CA,PA,SK,BL,GW,GC,HW,GE,FR,SK,GE,GW,AD,
