Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,Tot
"Brayshaw, Angus",,,,3,2,2,5,4,6,-,7,1,8,6,1,7,4,4,3,2,2,4,8,2,8,89.0
"Bugg, Tomas",,3,5,4,,,,,,,,,,,,,,,,,,,,,,12.0
"Fritsch, Bayley",3,-,-,2,,2,4,2,2,3,3,1,1,-,2,1,4,3,3,1,1,1,-,5,,44.0
"Frost, Sam",,,3,6,,,,,,,,,,,2,5,4,4,1,1,1,-,3,2,2,34.0
"Garlett, Jeff",1,2,1,-,2,,,,,,,,,,4,3,1,2,1,2,,,,,,19.0
"Gawn, Max",2,-,6,2,7,2,3,1,4,2,3,7,3,3,2,4,2,2,3,1,3,1,2,4,1,70.0
"Hannan, Mitch",2,,,,,-,2,-,2,1,2,2,1,1,,2,,,,,2,,2,-,4,23.0
"Harmes, James",1,1,3,2,7,4,2,4,5,1,-,2,4,1,2,5,1,5,4,1,1,4,5,2,8,75.0
"Hibberd, Michael",4,2,1,-,4,2,2,3,6,1,6,3,4,2,2,3,,,,,2,-,1,2,1,51.0
"Hogan, Jesse",4,2,1,3,3,2,2,2,2,3,-,5,4,-,6,5,2,2,2,4,,,,,,54.0
"Hunt, Jayden",2,5,,,7,3,2,,,,,,,,,,,,,1,,,,,,20.0
"Jetta, Neville",3,2,-,1,-,1,1,1,1,1,1,1,2,3,2,-,-,-,2,1,1,1,-,7,2,34.0
"Jones, Nathan",2,2,3,3,2,5,1,4,3,4,6,1,3,3,6,3,2,5,7,7,3,2,3,3,2,85.0
"Kennedy Harris, Jay",,,,,,,,,,,,,,,,3,3,1,2,2,,1,,,,12.0
"Kent, Dean",,,4,3,1,,,,,,,,,,,,,,,,4,-,,,,12.0
"Lever, Jake",1,2,5,5,2,5,1,3,2,1,1,,,,,,,,,,,,,,,28.0
"Lewis, Jordan",3,5,2,6,,2,1,2,2,2,5,3,2,3,7,3,2,2,1,1,3,-,1,4,5,67.0
"Maynard, Corey",4,,,,,,,,,,,,,,,,,,,,,,,,,4.0
"McDonald, Oscar",2,1,3,5,3,1,3,2,2,1,3,3,6,2,2,3,-,1,1,1,1,1,1,2,3,53.0
"McDonald, Tom",,,,,,4,3,2,4,3,-,-,-,1,1,5,1,-,3,1,1,2,1,1,-,33.0
"Melksham, Jake",3,3,3,3,3,1,1,-,1,2,4,1,8,3,1,1,3,2,,,7,4,6,4,1,65.0
"Neal-Bullen, Alex",5,4,4,3,3,-,5,3,1,2,1,2,1,4,2,-,4,6,7,8,2,-,-,1,3,71.0
"Oliver, Clayton",4,-,4,9,5,2,7,2,3,3,3,5,4,5,3,4,4,6,4,4,2,3,5,4,4,99.0
"Pedersen, Cameron",2,3,,,,,,,,,,3,,,,,,,,2,,,,,,10.0
"Petracca, Christian",3,7,2,8,4,,5,1,2,4,3,2,5,1,3,5,2,5,2,5,3,4,4,4,4,88.0
"Petty, Harry",,,,,,,,,,,,,,2,,,,,,,,,,,,2.0
"Salem, Christian",2,3,2,3,2,6,,2,-,3,2,2,2,3,4,4,3,4,-,1,1,3,2,3,3,60.0
"Smith, Joel",,,,,,,,,,,,2,1,3,1,,4,4,3,,,,,,4,22.0
"Smith, Tim",,,,,,,,,2,1,3,,-,,,,,,,,,,,,,6.0
"Spargo, Charlie",,,,,,1,1,2,-,2,2,2,,,5,-,1,3,2,2,3,3,1,1,1,32.0
"Stretch, Billy",,,,,2,,,,,,,,,,2,,,,,,,,,,,4.0
"Tyson, Dom",,2,4,,3,1,7,2,,,,,2,4,,,4,1,5,3,3,-,3,1,1,46.0
"Vandenberg, Aaron",,,,,,,,,,,,,,,,,,,2,2,2,3,7,3,2,21.0
"Vince, Bernie",2,1,2,2,2,1,1,4,3,-,3,5,2,,,3,3,4,1,,,,,,,39.0
"Viney, Jack",,,,,,,,,3,4,6,2,3,5,1,,,,,,,,3,5,6,38.0
"Wagner, Josh",3,1,-,4,2,,,,,,,,,,,,,,,,,,,,,10.0
"Weideman, Sam",,,,,1,2,2,3,,,,,,-,,,,,,,3,1,3,2,2,19.0
Totals,58,51,58,77,67,49,61,49,56,44,64,55,66,55,61,69,54,66,59,53,51,38,61,62,67,1451.0
Opponent,GE,BL,NM,HW,RI,ES,SK,GC,CA,AD,WB,CW,PA,SK,FR,WB,GE,AD,GC,SY,WC,GW,GE,HW,WC,
