Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,Tot
"Bennett, Darren",,,2,,,,,,,,,,1,,,,,,,,3.0
"Campbell, Adrian",,,,,,,,,,,,,,,,,,,1,-,1.0
"Charles, Sean",-,-,,,,,,,,,,,,,,,,,,,
"Cuthbertson, Darren",,,,,,,,,,,,,2,1,2,2,-,,,,7.0
"Doyle, Greg",,,,-,,,,,,,,,,1,,,,,,,1.0
"Dyson, Kevin",,,,,,,,,,,,,,-,1,1,-,-,-,-,2.0
"Febey, Matthew",-,1,1,,,2,-,3,1,1,1,1,-,-,1,-,3,-,3,1,19.0
"Febey, Steven",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,5.0
"Gilbert, Phil",-,-,,,-,-,-,-,-,-,-,-,,,-,-,-,-,,-,
"Goodwin, Andy",,,,-,,,,,,,,,,,,-,,,-,-,
"Grinter, Rod",,,,-,-,-,-,-,-,1,-,-,1,1,1,1,1,-,,,6.0
"Healy, Greg",-,2,-,1,1,-,1,2,,,,,,,,,,,,,7.0
"Hopgood, Paul",,,,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Jakovich, Allen",1,,,,,,,4,2,2,6,6,,,,,,4,5,4,34.0
"Kowal, Darren",,,1,,1,1,1,-,-,2,-,-,-,1,1,1,-,-,-,2,11.0
"Lamprill, Andrew",,,,,,,,,,,,,,,,,,,-,-,
"Lovell, Andy",-,4,1,1,3,1,-,-,1,,,-,-,-,-,-,3,1,-,-,15.0
"Lovett, Brett",-,-,-,1,-,-,-,-,-,-,,,-,-,2,-,-,-,-,-,3.0
"Lovett, Glenn",-,2,4,-,-,1,-,1,2,1,-,-,-,-,1,3,-,1,1,-,17.0
"Lyon, Garry",-,,,3,6,4,3,2,-,1,3,2,-,-,2,2,4,1,3,1,37.0
"Molloy, Glenn",,,,,,,,,-,,,,,,,,,,,,
"Neitz, David",-,1,-,-,1,6,2,-,-,1,1,-,-,-,1,-,2,-,-,-,15.0
"Norrish, Jason",,,,,,,,,,,,,-,-,-,,-,,-,,
"Obst, Andrew",,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,2,-,-,5.0
"Pickering, Michael",-,,,,1,-,-,,,,,,,,,,,,,,1.0
"Pike, Martin",-,-,-,-,-,1,-,-,,,,,,,,,,,,,1.0
"Robins, Haydn",-,1,-,,,,,,,-,-,-,,,,,,,,,1.0
"Rohde, Peter",-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,4.0
"Schwarz, David",1,1,1,-,1,-,1,1,1,,,,,,,,,,,,7.0
"Simister, Scott",,,,,,,,,,-,-,-,,,,,,,,,
"Stretch, Steven",-,1,-,1,,,,,-,1,-,-,-,1,1,-,-,-,,,5.0
"Stynes, Jim",-,1,-,-,-,1,1,-,-,1,-,1,-,-,-,1,1,1,-,-,8.0
"Tingay, Stephen",1,-,-,1,1,1,1,1,-,1,-,1,-,1,1,-,2,-,1,-,13.0
"Viney, Todd",-,-,-,1,-,-,2,-,-,-,-,1,-,1,-,-,-,-,-,-,5.0
"Wight, Sean",,1,-,,-,,,,,,-,,-,,,,,,,,1.0
"Yeats, Graeme",,-,-,-,,,,,,-,-,-,,,,,,-,,,
Totals,3,15,10,11,16,18,12,14,7,13,15,12,5,7,14,11,17,10,17,8,235.0
Opponent,HW,FO,BB,NM,AD,RI,FI,WC,CA,CW,ES,SY,SK,GE,HW,FO,BB,AD,RI,FI,
