Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Bartel, Jimmy",1,-,1,-,-,-,,1,-,2,-,-,1,-,,,1,-,1,-,1,1,-,10.0
"Brown, Mitch",,-,,,,2,,,,,,,,-,,,,,,,,,,2.0
"Byrnes, Shannon",,-,-,,,1,1,,,,,,,,,,,,,,,,,2.0
"Chapman, Paul",-,-,-,-,1,-,1,2,2,1,-,-,,1,-,-,1,1,,3,-,2,-,15.0
"Christensen, Allen",-,-,2,1,-,1,-,,,,,-,-,-,-,,1,-,-,,1,-,3,9.0
"Corey, Joel",-,-,-,-,-,2,-,1,-,,-,-,-,1,-,1,-,,,-,-,-,-,5.0
"Duncan, Mitch",-,-,1,1,-,1,-,-,-,-,1,1,1,,1,-,2,1,-,-,-,1,1,12.0
"Enright, Corey",-,-,-,-,-,-,-,-,-,,-,-,-,-,1,1,-,-,-,1,-,-,-,3.0
"Gillies, Tom",,,-,-,,-,-,,,-,,,,,,,,,,,,,,
"Guthrie, Cameron",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,-,,-,,,
"Hawkins, Tom",2,2,1,2,-,2,1,4,2,,2,3,-,1,4,1,3,2,1,-,2,1,2,38.0
"Horlin-Smith, George",,,1,-,,,,,,,,,-,,,,,,,,,,,1.0
"Hunt, Josh",,,,1,-,-,-,-,-,-,-,-,,-,-,1,-,-,,1,-,-,2,5.0
"Hunt, Taylor",1,-,-,-,-,,1,-,-,-,1,-,1,1,-,-,-,-,1,-,,-,-,6.0
"Johnson, Steve",-,1,1,1,-,2,1,2,1,1,1,-,1,,1,-,-,2,1,-,-,1,,17.0
"Kelly, James",-,-,1,,,1,-,1,,-,-,-,1,-,-,-,-,-,,-,1,-,-,5.0
"Lonergan, Tom",-,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2.0
"Mackie, Andrew",1,-,-,-,1,-,1,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,7.0
"McCarthy, Lincoln",,,,,,,,,,-,,,,,,,,,,,,,,
"Motlop, Steven",-,-,2,-,1,-,1,-,1,,2,1,2,2,-,1,-,-,-,-,1,-,-,14.0
"Murdoch, Jordan",,,,,,,,,,,,,1,-,,-,,,1,-,1,-,-,3.0
"Podsiadly, James",-,-,3,-,-,-,1,3,1,1,,-,2,,,,,1,-,-,-,1,-,13.0
"Scarlett, Matthew",-,,,,-,-,,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,
"Schroder, Jordan",,,,,,,,,,-,,,,,,,,,,,,,,
"Selwood, Joel",1,-,2,-,-,,-,1,-,-,1,-,-,3,1,2,1,-,-,-,,-,-,12.0
"Sheringham, Jackson",,,,,,,,,,,,,,,-,-,1,-,-,,,,,1.0
"Simpkin, Jonathan",,,,,,,,,-,,,,,,,,,,-,-,,,-,
"Simpson, Dawson",,,,,,,,,,,,-,,1,,,,,,,,,,1.0
"Smedts, Billie",-,-,,,-,1,-,-,,1,,,1,1,1,-,2,2,,,-,,,9.0
"Stephenson, Orren",-,,-,,,,,1,-,-,-,,,,,,,-,-,,,,,1.0
"Stokes, Mathew",1,-,,-,1,,,-,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-,6.0
"Stringer, Jesse",,,,2,-,1,-,-,-,-,1,,,,,,,,,,,,,4.0
"Taylor, Harry",-,-,-,-,-,-,-,-,-,3,-,-,-,,1,-,-,-,-,-,-,-,1,5.0
"Varcoe, Travis",,,,,,,,,,,,,,,,,,,,,-,,,
"Vardy, Nathan",,,,,,,,,,,,,,,,,,,,,,1,-,1.0
"Walker, Josh",,,,,,,,,,,,,,,3,1,-,-,-,-,-,,,4.0
"West, Trent",1,-,-,1,1,-,1,1,1,-,-,-,-,-,1,-,-,,,-,-,-,-,7.0
"Wojcinski, David",,,,,,,,,,,-,-,,1,,,,,-,,,,,1.0
Totals,8,3,15,9,5,14,9,17,9,9,9,6,11,15,14,10,12,9,5,6,7,8,11,221.0
Opponent,FR,HW,NM,RI,BL,ME,AD,CW,WB,GW,CA,SY,PA,GC,CW,ES,AD,HW,WC,SK,WB,SY,FR,
