Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,GF,Tot
"Angus, Geoff",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,,-,
"Beck, Ken",,,,,,,,,-,5,-,,,,-,-,,,,,,5,,5,15.0
"Bremner, Ian",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,
"Bussell, Norm",-,1,-,,-,-,-,-,1,-,-,-,-,1,1,-,-,,-,-,-,-,-,-,4.0
"Chilton, Peter",,,,,,,,,,,,,,,,,-,-,1,,,,,,1.0
"Chiron, Gene",-,-,1,-,-,-,-,,,,,,,,,,,,,,-,,,,1.0
"Crimmins, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Day, Robert",,-,-,1,-,-,1,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,5.0
"Douge, Brian",,-,,,,,,,-,,,,,,,,-,-,,-,-,-,,,
"Grummisch, Charlie",2,1,1,1,1,-,-,-,,-,-,-,-,,,,,,,,,,,,6.0
"Hawken, Les",-,,1,4,3,4,4,4,3,,3,4,11,6,2,2,3,2,8,1,9,10,1,-,85.0
"Heath, Kevin",2,-,1,-,1,-,-,-,-,-,-,1,1,1,-,-,-,-,1,-,2,-,-,-,10.0
"Hudson, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johnson, Ross",,,,-,,-,,,,,,,,,,,,,,,,,,,
"Keddie, Bob",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Knights, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,1,1,2,-,-,-,,4.0
"Martello, Alan",5,16,9,8,10,4,7,4,6,2,4,1,5,10,11,4,6,4,6,7,7,7,1,3,147.0
"Matthews, Leigh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Meagher, Des",-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,,,,-,,,-,-,2.0
"Moncrieff, Michael",,-,,,,,,,,,,-,,-,,-,-,-,-,-,-,,,,
"Moore, Kelvin",-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Parkin, David",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Porter, Michael",-,,-,-,-,-,-,,-,-,,,,,,,-,-,-,-,-,-,1,-,1.0
"Rice, Leon",,,,,,,,-,,,,-,-,-,-,-,-,-,-,-,-,1,-,1,2.0
"Scott, Don",8,14,15,20,22,12,21,14,8,14,31,26,13,15,20,20,15,24,21,20,16,14,24,20,427.0
"Shinners, Brian",,,,,-,,,-,,,,,-,-,-,-,-,-,-,,,,-,,
"Smith, Geoff",-,-,-,,,,,,,,-,,,,,-,,,,,-,-,,,
"Stevenson, Bruce",,,,,-,,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,4.0
"Stubbs, Ron",11,7,1,3,,-,,,,1,,,,,,,,,,,,,,,23.0
"Tipping, Lindsay",,,,,,,,,,,,,,,,,,,,1,,,,,1.0
"Wilson, Ray",,,,,,,,,,,,,,,,-,-,-,-,-,,-,-,-,
Totals,28,39,29,37,37,20,33,22,19,22,40,32,31,34,34,26,25,33,39,31,34,37,28,29,739.0
Opponent,ES,FI,GE,SK,SM,FO,RI,NM,CA,CW,ME,ES,FI,GE,SK,SM,FO,RI,NM,CA,CW,ME,SK,SK,
